"RatingPeriod","UserID","Username","GlobalRank","PP","RME","RMERanking","Location","RegistrationDate","Games"
2023-01-01,21201859,"skai",21224,7294.81,1495.19646896568,458,"Germany","2021-02-18 21:52:31+00:00",1
2023-01-01,12067984,"Zetako",5699,9496.35,1495.06928305887,459,"United States","2018-04-11 00:18:42+00:00",1
2023-01-01,10882967,"moyo",5499,9555.6,1495.05670594643,460,"Canada","2017-09-22 04:09:00+00:00",1
2023-01-01,12195391,"CMeFly",10147,8517.8,1494.95002805296,461,"Netherlands","2018-05-01 19:55:56+00:00",1
2023-01-01,6482909,"-Yuyuko-",7194,9082.33,1494.72018673512,462,"South Korea","2015-05-18 11:49:36+00:00",1
2023-01-01,16626263,"hiyah",2232,11116.3,1494.71302521008,463,"United States","2020-04-06 04:11:32+00:00",1
2023-01-01,2482226,"Imagine",10535,8458.84,1494.70588235294,464,"Portugal","2013-03-27 15:31:52+00:00",1
2023-01-01,27234119,"yakotenok",104735,4669.6,1494.47372356991,465,"Ukraine","2021-11-16 14:37:12+00:00",1
2023-01-01,11359985,"8mi8",58331,5639.04,1494.45804231044,466,"Russian Federation","2017-12-17 19:40:10+00:00",2
2023-01-01,12809303,"Diesel Vin Gay",39616,6273.8,1494.4125713382,467,"United States","2018-08-06 00:57:05+00:00",1
2023-01-01,8570559,"Tonka Truck",8280,8841.47,1494.40994239953,468,"Australia","2016-06-17 06:34:56+00:00",1
2023-01-01,3148418,"Terces",5016,9713.3,1494.3056994828,469,"Netherlands","2013-08-18 15:33:33+00:00",1
2023-01-01,4801735,"Dragbit 5",28860,6791.68,1494.04894096342,470,"Hong Kong","2014-08-16 14:10:38+00:00",1
2023-01-01,21261842,"Urek",74004,5251.24,1494.0237273451,471,"United States","2021-02-21 01:56:39+00:00",2
2023-01-01,10212942,"Katharsis",9172,8672.42,1494,472,"Germany","2017-05-16 14:51:24+00:00",1
2023-01-01,20054960,"oro",134051,4234.4,1493.89171786124,473,"Singapore","2020-12-27 03:56:45+00:00",1
2023-01-01,14174951,"Heony",28664,6802.74,1493.88893693805,474,"South Korea","2019-03-28 14:48:10+00:00",1
2023-01-01,10487020,"Fractured",10300,8493.81,1493.75060174019,475,"United States","2017-07-11 03:00:53+00:00",1
2023-01-01,10586760,"Lemur Amore",17353,7622.65,1493.55414709557,476,"Argentina","2017-07-30 21:58:22+00:00",1
2023-01-01,13179722,"unicornlover",46735,6005.45,1493.21167316024,477,"Australia","2018-09-30 12:59:25+00:00",1
2023-01-01,9489702,"TypoFanGirl",14307,7948.96,1493.13105860948,478,"Sweden","2016-12-29 18:57:00+00:00",1
2023-01-01,18365259,"-- Waffle --",4864,9763.47,1493.09126108085,479,"Türkiye","2020-09-03 16:32:36+00:00",1
2023-01-01,12274556,"Stiffu",4605,9852.89,1492.91229222788,480,"Finland","2018-05-15 13:44:45+00:00",2
2023-01-01,10685608,"stealfth",25486,6995.34,1492.87792407557,481,"Denmark","2017-08-17 18:44:14+00:00",2
2023-01-01,12000291,"wRoNk",16053,7753.93,1492.77488149351,482,"India","2018-03-30 13:04:22+00:00",1
2023-01-01,15975275,"NEW GOD",7883,8925.39,1492.7281436067,483,"South Korea","2020-01-13 14:15:36+00:00",2
2023-01-01,14261342,"Chickennnnnnnn",16012,7757.95,1492.54894096342,484,"Hong Kong","2019-04-12 15:15:34+00:00",1
2023-01-01,2779077,"Jayson Todd",9227,8663.9,1492.43192042151,485,"United States","2013-06-09 21:08:25+00:00",1
2023-01-01,8310156,"Igorko",38938,6301.76,1492.40861782693,486,"Ukraine","2016-04-24 18:03:09+00:00",2
2023-01-01,13182910,"XD piranha",3862,10165.2,1492.39867642545,487,"United States","2018-09-30 23:55:13+00:00",1
2023-01-01,10590105,"xunev",12969,8116.16,1492.20763036263,488,"Belarus","2017-07-31 15:46:19+00:00",1
2023-01-01,15038779,"Dicha",7060,9112.08,1492.083347745,489,"South Korea","2019-08-22 14:39:38+00:00",1
2023-01-01,16107091,"MKxiao",35004,6475.39,1491.89863027775,490,"China","2020-02-02 03:03:34+00:00",1
2023-01-01,8501053,"ShaBae",9383,8636.23,1491.77308107219,491,"New Zealand","2016-06-03 10:42:38+00:00",1
2023-01-01,12067831,"MC_Conqueror",4421,9935.2,1491.77257976217,492,"United States","2018-04-10 23:23:10+00:00",1
2023-01-01,3062998,"rollpan",941,12664,1491.59184485175,493,"Japan","2013-08-03 11:34:39+00:00",10
2023-01-01,8484023,"Stipoki",72813,5278.26,1491.49032888649,494,"Germany","2016-05-30 15:22:07+00:00",3
2023-01-01,13942593,"TramvaI",38911,6301.98,1491.31418985198,495,"Russian Federation","2019-02-15 15:52:59+00:00",2
2023-01-01,10131469,"Suddenly Josh",16588,7697.15,1491.11323910283,496,"United States","2017-04-30 10:17:59+00:00",1
2023-01-01,12060584,"atac48",21360,7284.27,1491.04894096342,497,"Hong Kong","2018-04-09 14:20:46+00:00",1
2023-01-01,19744046,"FestivalFour179",29695,6743.26,1490.94203399409,498,"Spain","2020-12-08 13:48:25+00:00",4
2023-01-01,17896478,"distressed",10189,8509.96,1490.88442299118,499,"Taiwan","2020-07-29 10:18:34+00:00",1
2023-01-01,11611550,"[ ] [ ]",16074,7752.44,1490.4907337524,500,"South Korea","2018-01-24 19:54:18+00:00",1
2023-01-01,8191845,"Stage",6162,9360.7,1490.45389844349,501,"United States","2016-04-02 19:56:33+00:00",1
2023-01-01,11848456,"Zerinh0w0",13419,8061.96,1490.31721058404,502,"Brazil","2018-03-04 07:57:48+00:00",1
2023-01-01,1097352,"Multtari",8063,8886.48,1490.03304222788,503,"Finland","2011-09-17 16:55:57+00:00",2
2023-01-01,20584083,"Halleyakutake",118653,4453.85,1490.02470119082,504,"Philippines","2021-01-25 08:31:51+00:00",1
2023-01-01,15799219,"Emgaibodoiqua",62470,5526.08,1490,505,"Vietnam","2019-12-20 12:29:01+00:00",1
2023-01-01,17064456,"Potatoer",93504,4861.1,1490,506,"Vietnam","2020-05-15 14:23:13+00:00",1
2023-01-01,21356103,"qazz6",99388,4758.99,1489.91773863636,507,"India","2021-02-24 17:57:23+00:00",1
2023-01-01,11033243,"Rentai",33347,6555.19,1489.79455778415,508,"United States","2017-10-20 23:40:34+00:00",1
2023-01-01,17258960,"BitterHeat",29864,6734.42,1489.78431222218,509,"United Kingdom","2020-06-02 11:47:54+00:00",15
2023-01-01,15977117,"thepersonwhodie",10166,8513.58,1489.70894707524,510,"Canada","2020-01-13 19:38:55+00:00",1
2023-01-01,10919861,"murun_",2466,10921.9,1489.65048753996,511,"Mongolia","2017-09-29 11:35:06+00:00",1
2023-01-01,3538079,"Rainty",24510,7060.6,1489.57362434632,512,"Taiwan","2013-11-03 11:28:52+00:00",1
2023-01-01,12445943,"Swek",17100,7647.59,1489.41176470588,513,"Portugal","2018-06-10 11:55:06+00:00",2
2023-01-01,3096297,"Kavash",19675,7417.23,1489.26843280985,514,"Australia","2013-08-09 11:22:48+00:00",1
2023-01-01,11262442,"teayeonn",2488,10901.6,1489.24078168861,515,"Türkiye","2017-12-01 22:19:24+00:00",1
2023-01-01,15256896,"foe",18461,7519.99,1489.1352171248,516,"United States","2019-09-27 05:51:33+00:00",1
2023-01-01,18352115,"Tey",42076,6174.67,1489.06847987379,517,"Germany","2020-09-02 16:06:25+00:00",6
2023-01-01,17978570,"-[ Dreepy ]-",7080,9105.91,1489.05549299855,518,"Indonesia","2020-08-05 01:39:37+00:00",1
2023-01-01,11882491,"deathside",9345,8642.34,1488.71167316024,519,"South Korea","2018-03-10 06:58:24+00:00",1
2023-01-01,19034752,"Wooter White",20951,7314.14,1488.51567399409,520,"Poland","2020-10-25 10:58:20+00:00",1
2023-01-01,18198388,"Sidtothestars",18525,7515.42,1488.47587646546,521,"United States","2020-08-22 07:38:57+00:00",1
2023-01-01,10845761,"frewayk",20063,7385.92,1488.38171159111,522,"Italy","2017-09-14 19:02:28+00:00",2
2023-01-01,19579091,"Crabbbyy",3622,10263.2,1488.04894096342,523,"Germany","2020-11-28 13:41:50+00:00",1
2023-01-01,8174555,"Atakan",24335,7070.23,1487.96167316024,524,"Türkiye","2016-03-30 14:29:14+00:00",1
2023-01-01,20435329,"begl",20065,7384.99,1487.81653580612,525,"United States","2021-01-17 21:29:27+00:00",1
2023-01-01,14090438,"UnveiledGolem",8666,8762.95,1487.76982885069,526,"Netherlands","2019-03-13 18:02:34+00:00",1
2023-01-01,15339747,"SERBIATRUCKER13",142,16252.3,1487.58478764395,527,"Germany","2019-10-11 16:14:03+00:00",2
2023-01-01,14486437,"xtxa",31384,6656.52,1487.5437968278,528,"United Kingdom","2019-05-16 20:19:23+00:00",15
2023-01-01,19572472,"crybabymaster70",31126,6670.47,1487.21167316024,529,"Brazil","2020-11-28 02:50:42+00:00",1
2023-01-01,26834578,"MortenvdG",26999,6902.01,1487.16755833368,530,"Netherlands","2021-10-28 15:35:53+00:00",1
2023-01-01,9112162,"xSalcedo",32282,6609.5,1487.125575667,531,"Colombia","2016-10-11 03:25:12+00:00",1
2023-01-01,13602761,"- HatsuneMiku -",67994,5388.51,1486.97537757303,532,"Russian Federation","2018-12-18 17:42:49+00:00",4
2023-01-01,14548572,"HG-Gaming",13942,7999.78,1486.83738580406,533,"United Arab Emirates","2019-05-26 15:41:13+00:00",3
2023-01-01,15191413,"Karen Kujo",71114,5316.13,1486.49785448744,534,"United Kingdom","2019-09-15 14:39:40+00:00",1
2023-01-01,15371872,"silversnake",6682,9218.48,1486.08288695177,535,"Russian Federation","2019-10-17 09:42:42+00:00",1
2023-01-01,17684409,"ValeAsterisk",10307,8492.96,1485.95935692462,536,"United States","2020-07-11 00:15:46+00:00",2
2023-01-01,13195585,"Razak_",51436,5845.56,1485.89184088895,537,"Kyrgyzstan","2018-10-03 16:21:53+00:00",1
2023-01-01,23124445,"meowmeowmmeowme",9973,8540.4,1485.8385138281,538,"United States","2021-05-02 20:32:11+00:00",1
2023-01-01,18261224,"V0ltz__",19757,7411.52,1485.71167316024,539,"Brazil","2020-08-26 20:21:23+00:00",1
2023-01-01,16346970,"anhnhatbui",33143,6565.76,1485.36054836473,540,"Vietnam","2020-03-07 07:20:23+00:00",4
2023-01-01,9927583,"Akayu",109007,4602.25,1485.17917316876,541,"United States","2017-03-20 19:59:43+00:00",1
2023-01-01,5045440,"- S a y o -",15286,7840.29,1485.04894096342,542,"Hong Kong","2014-10-13 13:04:33+00:00",1
2023-01-01,12182913,"suppejeger",138815,4170.31,1485.00981575244,543,"Norway","2018-04-29 20:19:41+00:00",6
2023-01-01,15413621,"pregnant",12841,8133.26,1484.95002805296,544,"Netherlands","2019-10-24 21:49:56+00:00",1
2023-01-01,12540789,"Dynam1cNET",12216,8215.68,1484.94183665457,545,"Germany","2018-06-25 18:34:37+00:00",1
2023-01-01,11789369,"-LKN",9449,8623.73,1484.88794641098,546,"Brazil","2018-02-22 13:59:11+00:00",1
2023-01-01,11155994,"THE WOAT",24649,7050.44,1484.51983250942,547,"Estonia","2017-11-13 12:43:10+00:00",1
2023-01-01,20233547,"Naw Nvm",34135,6517.79,1484.44175051406,548,"Canada","2021-01-06 19:26:35+00:00",4
2023-01-01,23241267,"St3ve3e",104027,4680.94,1484.31041547654,549,"Germany","2021-05-07 19:41:05+00:00",1
2023-01-01,17124116,"MetalRain027",54158,5760.7,1484.17903534161,550,"South Africa","2020-05-21 07:57:01+00:00",2
2023-01-01,17866322,"boccher gaming",25636,6984.1,1483.90028937871,551,"Canada","2020-07-26 22:13:29+00:00",1
2023-01-01,7472155,"monkey1534",26437,6935.15,1483.46167316024,552,"Germany","2015-11-26 12:10:12+00:00",1
2023-01-01,23170418,"Guremi",46602,6009.94,1483.3682109116,553,"Indonesia","2021-05-04 19:42:38+00:00",5
2023-01-01,4525103,"babali",53401,5783.55,1483.33333333333,554,"Türkiye","2014-06-14 08:57:38+00:00",1
2023-01-01,2800253,"fnayR",14622,7911.55,1483.31081205418,555,"Indonesia","2013-06-13 14:35:30+00:00",6
2023-01-01,16149779,"Yudek",22338,7209.62,1483.22080933745,556,"Belarus","2020-02-08 07:53:07+00:00",1
2023-01-01,7457522,"_Xaina",14952,7873.24,1483.20115119074,557,"United States","2015-11-23 07:11:38+00:00",1
2023-01-01,21771960,"gaslight",12823,8134.75,1483.03934799241,558,"Australia","2021-03-13 07:35:48+00:00",1
2023-01-01,3193403,"Steeeb",29299,6767.24,1482.92499221493,559,"United States","2013-08-26 23:27:24+00:00",1
2023-01-01,19569815,"- h -",76918,5186.8,1482.83986138128,560,"Colombia","2020-11-27 22:41:18+00:00",1
2023-01-01,10543853,"ryne",16109,7750.23,1482.7339461521,561,"Russian Federation","2017-07-22 16:32:33+00:00",1
2023-01-01,10463581,"faisal_potato",18675,7504.17,1482.70573624436,562,"Jordan","2017-07-06 12:50:51+00:00",2
2023-01-01,8001023,"kolise",47528,5978.17,1482.60966353447,563,"Russian Federation","2016-02-26 17:28:20+00:00",1
2023-01-01,14172691,"big lobster",12472,8182.72,1482.5418105314,564,"United States","2019-03-28 02:06:33+00:00",1
2023-01-01,7814390,"PikMike",27852,6848.65,1482.49066722788,565,"Russian Federation","2016-01-23 21:40:06+00:00",2
2023-01-01,11272208,"Otogibara",16160,7742.07,1482.01383572736,566,"Philippines","2017-12-03 07:33:45+00:00",1
2023-01-01,15701343,"Lightningfox",7012,9124.97,1481.96876964342,567,"Sweden","2019-12-06 17:54:17+00:00",5
2023-01-01,11575088,"[Prax]",19337,7442.31,1481.88246987206,568,"United States","2018-01-19 09:47:46+00:00",1
2023-01-01,24454271,"Filoxen",100131,4746.26,1481.50075059694,569,"Ukraine","2021-07-04 16:02:01+00:00",1
2023-01-01,18789828,"Smol Ina",39789,6267.09,1481.45327261939,570,"Romania","2020-10-06 06:59:31+00:00",1
2023-01-01,5394681,"Boolmaster Flex",29551,6752.05,1481.22312921272,571,"United States","2014-12-21 02:46:54+00:00",1
2023-01-01,8246329,"Tazeqq",23305,7142.45,1481.21167316024,572,"Poland","2016-04-12 17:57:00+00:00",1
2023-01-01,20549600,"Konzid",9352,8641.34,1481.103582146,573,"United Kingdom","2021-01-23 14:23:27+00:00",1
2023-01-01,7945343,"232333",19257,7450.01,1480.98953936866,574,"China","2016-02-16 01:07:03+00:00",1
2023-01-01,18480113,"euouae",99053,4763.8,1480.98632964088,575,"Philippines","2020-09-12 03:32:41+00:00",1
2023-01-01,11036201,"CrunchyLeaf",47364,5983.49,1480.8639901631,576,"New Zealand","2017-10-21 12:25:59+00:00",1
2023-01-01,9548110,"Saturas",11944,8251,1480.63352941592,577,"Poland","2017-01-08 18:33:39+00:00",2
2023-01-01,9586445,"kailburn",10894,8407.08,1480.6025396763,578,"South Korea","2017-01-16 04:10:22+00:00",1
2023-01-01,21404004,"WheelsWaz",100330,4743.34,1480.56378855338,579,"United States","2021-02-26 16:41:11+00:00",1
2023-01-01,11804019,"Christiaaan",2425,10947.6,1480.54894096342,580,"Germany","2018-02-24 19:55:53+00:00",1
2023-01-01,21586994,"Heavymetal4life",23630,7117.71,1480.46167316024,581,"Netherlands","2021-03-06 02:02:54+00:00",1
2023-01-01,20160331,"ReutoMyMommy",49448,5911.45,1480.2695,582,"Indonesia","2021-01-02 12:52:51+00:00",2
2023-01-01,13640072,"johnpaul420",23739,7109.43,1480.11623631191,583,"United Kingdom","2018-12-24 19:57:56+00:00",15
2023-01-01,16644505,"Vojooooooo",2263,11093.3,1480.11198004706,584,"Germany","2020-04-07 17:44:17+00:00",9
2023-01-01,3859899,"Kut",25752,6976.79,1479.95002805296,585,"Netherlands","2014-01-11 21:03:28+00:00",1
2023-01-01,14487707,"APex120415",61964,5539.88,1479.9330110054,586,"Malaysia","2019-05-17 01:29:51+00:00",1
2023-01-01,14520123,"Mains",26478,6932.98,1479.57773491439,587,"United States","2019-05-22 02:42:21+00:00",7
2023-01-01,18670029,"AZENTIK",78912,5144.04,1479.45176879763,588,"Russian Federation","2020-09-26 08:35:22+00:00",1
2023-01-01,22678108,"lolopascontent",18317,7533.74,1479.3349342514,589,"France","2021-04-14 18:35:02+00:00",2
2023-01-01,24417636,"Piger",73279,5267.77,1479.28490476333,590,"Russian Federation","2021-07-02 18:47:42+00:00",1
2023-01-01,17521553,"_l_",25383,7002.32,1479.2451072347,591,"United States","2020-06-25 22:43:26+00:00",1
2023-01-01,11066200,"hats",22509,7199.44,1479.24505861705,592,"Singapore","2017-10-27 10:36:23+00:00",3
2023-01-01,3834721,"ggfwk",9674,8585.75,1479.04894096342,593,"Hong Kong","2014-01-06 07:47:48+00:00",1
2023-01-01,16824668,"SlushiminT",44466,6085.78,1478.81159055953,594,"Indonesia","2020-04-23 08:12:30+00:00",1
2023-01-01,16466999,"BloodBath",37190,6376.72,1478.59612976225,595,"Romania","2020-03-21 16:18:29+00:00",1
2023-01-01,20799468,"Skulf",19917,7395.87,1478.58632964088,596,"Philippines","2021-02-03 17:14:56+00:00",1
2023-01-01,12287191,"Aubrey-",15712,7791.02,1478.58576657535,597,"United States","2018-05-17 22:36:23+00:00",1
2023-01-01,13439989,"CrossKi",30406,6707.02,1478.55414709557,598,"Argentina","2018-11-18 05:41:51+00:00",1
2023-01-01,12011021,"unknownpattern",13757,8020.98,1477.92642591601,599,"United States","2018-04-01 03:29:34+00:00",1
2023-01-01,10825812,"Yasui",2259,11095.7,1477.84094473031,600,"Germany","2017-09-10 15:04:47+00:00",1
2023-01-01,21949849,"NubeX",16263,7731.06,1477.73869083011,601,"Mexico","2021-03-20 10:08:20+00:00",5
2023-01-01,9667334,"SiematorPL",49293,5917.9,1477.46167316024,602,"Poland","2017-01-31 15:56:38+00:00",1
2023-01-01,18102646,"why_n0t",19586,7425.28,1477.44183665457,603,"Poland","2020-08-14 22:23:42+00:00",1
2023-01-01,22690359,"Hetzer357",11157,8364.69,1477.38632964088,604,"Philippines","2021-04-15 06:56:46+00:00",1
2023-01-01,28214037,"MatalisFanGirl",17586,7600.77,1477.26708525667,605,"United States","2022-01-12 02:00:52+00:00",1
2023-01-01,13210616,"MrKeksik",36518,6407.1,1477.25228712348,606,"Russian Federation","2018-10-06 10:25:54+00:00",3
2023-01-01,14433680,"YesRooster",33022,6571.48,1476.66938879686,607,"Norway","2019-05-09 18:30:39+00:00",2
2023-01-01,26627197,"NBWKelleR",204893,3440.61,1476.66666666667,608,"Germany","2021-10-18 21:06:17+00:00",1
2023-01-01,5701369,"diciestaking",3636,10253.6,1476.60920274124,609,"United States","2015-01-20 20:22:39+00:00",1
2023-01-01,11847973,"coolnuck210",2336,11031.2,1476.60774459733,610,"United States","2018-03-04 05:52:50+00:00",1
2023-01-01,6491662,"mirurin_",34571,6496.58,1476.55414267079,611,"Belarus","2015-05-20 15:14:35+00:00",1
2023-01-01,14183344,"RoVnDaskE",9340,8643.91,1476.41815667842,612,"Russian Federation","2019-03-30 00:16:28+00:00",1
2023-01-01,4578623,"Pictures",16964,7660.98,1476.41128995271,613,"Australia","2014-06-26 13:09:54+00:00",1
2023-01-01,12609866,"ShadeCegLgMn",104700,4670.23,1476.18632964088,614,"Hong Kong","2018-07-07 12:14:56+00:00",1
2023-01-01,3607627,"lordvader89a",48633,5940.25,1476.04894096342,615,"Germany","2013-11-17 00:10:09+00:00",1
2023-01-01,10743104,"timus123",30833,6684.55,1475.96167316024,616,"Russian Federation","2017-08-27 18:27:36+00:00",1
2023-01-01,21618923,"IRubix1",86431,4990.52,1475.73898690511,617,"Philippines","2021-03-07 08:28:49+00:00",1
2023-01-01,25009977,"BlackCrowGrows",145711,4079.28,1475.63202435065,618,"India","2021-07-29 04:55:44+00:00",1
2023-01-01,16976321,"Kulib",42384,6162.76,1475.53499391411,619,"China","2020-05-07 08:03:43+00:00",1
2023-01-01,15799171,"Platizem",68986,5364.56,1475.29411764706,620,"Singapore","2019-12-20 12:03:57+00:00",1
2023-01-01,8102178,"Trex",15020,7867.61,1475.28906327865,621,"United States","2016-03-16 23:54:40+00:00",1
2023-01-01,16346418,"_Lutanic",81846,5081.77,1475.28849790408,622,"United States","2020-03-07 05:17:39+00:00",1
2023-01-01,17929610,"NuggiesMyMommy",26665,6921.68,1475.24562073069,623,"United States","2020-07-31 23:35:16+00:00",2
2023-01-01,15044350,"[ RoneKu ]",27501,6871.44,1475.23224907814,624,"Taiwan","2019-08-23 10:14:26+00:00",1
2023-01-01,10989656,"diorytt",70860,5321.13,1475.17773857844,625,"Indonesia","2017-10-12 09:35:32+00:00",2
2023-01-01,17361242,"JBeatz24",103034,4696.76,1474.98632964088,626,"Philippines","2020-06-11 14:24:46+00:00",1
2023-01-01,13156947,"linnyowo",91178,4903.23,1474.94889248447,627,"South Africa","2018-09-26 11:14:22+00:00",2
2023-01-01,10776788,"[ Momoring ]",43311,6128.65,1474.78249685553,628,"South Korea","2017-09-02 04:01:18+00:00",1
2023-01-01,17525935,"banyy",10851,8412.18,1474.66952014794,629,"Poland","2020-06-26 10:22:46+00:00",1
2023-01-01,12532297,"[-Elaina-]",58364,5638.08,1474.31997731141,630,"Indonesia","2018-06-24 10:36:49+00:00",2
2023-01-01,17522084,"Miya_",44116,6099.65,1474.26843280985,631,"Argentina","2020-06-25 23:59:14+00:00",1
2023-01-01,9550257,"ToshiroKen",2326,11042.7,1474.01383572736,632,"Philippines","2017-01-09 04:15:14+00:00",1
2023-01-01,12045415,"FlLlPlNO",11050,8381.76,1473.97038195997,633,"United States","2018-04-07 03:10:01+00:00",1
2023-01-01,16716753,"Typeddiamond",2432,10943.8,1473.81275344823,634,"United States","2020-04-13 17:41:21+00:00",11
2023-01-01,4785993,"Terriama",16284,7729.3,1473.72147736181,635,"United Kingdom","2014-08-12 22:06:07+00:00",14
2023-01-01,9443743,"_Axyle_",28214,6829.22,1473.71167316024,636,"Russian Federation","2016-12-20 09:46:51+00:00",1
2023-01-01,18075313,"Neicho",57683,5657.21,1473.57107682592,637,"Chile","2020-08-12 19:47:31+00:00",2
2023-01-01,15476086,"Ky-S",29430,6759.63,1473.4513080044,638,"United States","2019-11-03 04:38:44+00:00",1
2023-01-01,2157578,"Crucival",18583,7510.75,1473.31104130063,639,"United States","2012-12-05 01:39:27+00:00",1
2023-01-01,14607172,"dabortion",22794,7178.17,1473.30961826268,640,"Australia","2019-06-05 11:56:56+00:00",1
2023-01-01,14436770,"LycaonMyHusband",37861,6346.12,1473.09453276244,641,"Singapore","2019-05-10 07:18:53+00:00",9
2023-01-01,25541603,"_McQueen",9400,8634.04,1473.04894096342,642,"Hong Kong","2021-08-26 13:07:41+00:00",1
2023-01-01,18443230,"bluudlost",46285,6021.57,1472.88184404796,643,"Vietnam","2020-09-09 12:51:24+00:00",1
2023-01-01,29317870,"shogunzxzxz",405930,2197.63,1472.77488149351,644,"India","2022-03-24 12:08:07+00:00",1
2023-01-01,18894701,"SyncMe",83184,5055.35,1472.65170064129,645,"United States","2020-10-14 22:51:22+00:00",1
2023-01-01,4795670,"Buizie",39607,6274.13,1472.58632964088,646,"Philippines","2014-08-15 04:50:58+00:00",1
2023-01-01,6561900,"NorteAdrud",38387,6322.72,1472.125575667,647,"Colombia","2015-06-04 14:33:58+00:00",1
2023-01-01,8549010,"Nanahira Lover",15394,7827.89,1472.01331003911,648,"Poland","2016-06-12 15:50:00+00:00",8
2023-01-01,12978497,"Tronamo",15672,7796.33,1471.68799664105,649,"Australia","2018-08-27 09:18:28+00:00",1
2023-01-01,10300115,"FiddleMinger",83649,5046.2,1471.38632964088,650,"Philippines","2017-06-03 13:13:22+00:00",1
2023-01-01,26615990,"yeeteens",165679,3834.71,1471.24821068103,651,"Singapore","2021-10-18 10:33:39+00:00",1
2023-01-01,8719956,"Seltor",37987,6340.62,1470.73910540025,652,"Switzerland","2016-07-18 06:40:42+00:00",2
2023-01-01,10996409,"Ragellia",5529,9548.23,1470.72490408679,653,"Poland","2017-10-13 17:28:16+00:00",2
2023-01-01,14920057,"KingKendo",106889,4635.76,1470.67367866327,654,"United States","2019-08-01 23:21:02+00:00",1
2023-01-01,14503827,"bebrograd",41418,6200.43,1470.14939924558,655,"Russian Federation","2019-05-19 06:50:53+00:00",1
2023-01-01,8165685,"shadevr",13969,7995.46,1470.10236720474,656,"Russian Federation","2016-03-28 17:00:24+00:00",1
2023-01-01,24707498,"Ogurizi",82164,5075.01,1470.08044845957,657,"China","2021-07-15 13:45:02+00:00",1
2023-01-01,29426345,"Gamillie",100761,4735.24,1470.07174009279,658,"Singapore","2022-04-01 07:12:30+00:00",1
2023-01-01,22820724,"Nijika Ijichi1",26346,6940.94,1470.06637501943,659,"Australia","2021-04-20 11:29:07+00:00",1
2023-01-01,10779439,"TypoIsALewdie",26583,6926.38,1470.05413553256,660,"Norway","2017-09-02 14:04:46+00:00",1
2023-01-01,19105150,"Maximum Impact",104398,4675.3,1470.02470119082,661,"Indonesia","2020-10-30 04:16:04+00:00",1
2023-01-01,12635292,"-Ichinose",114038,4522.8,1470.01383572736,662,"Philippines","2018-07-11 14:08:41+00:00",1
2023-01-01,3170543,"Cosseno",23633,7117.94,1470,663,"Brazil","2013-08-22 22:52:26+00:00",1
2023-01-01,17008037,"aaewool",21806,7250.26,1470,664,"South Korea","2020-05-10 08:12:56+00:00",1
2023-01-01,4095562,"bze",956,12644.6,1470,665,"Netherlands","2014-03-03 13:19:12+00:00",1
2023-01-01,15242224,"Huanzai",46102,6027.84,1470,666,"Taiwan","2019-09-24 10:43:15+00:00",1
2023-01-01,15173398,"ShiruoX",103528,4689.47,1469.98271852414,667,"Colombia","2019-09-12 19:29:36+00:00",1
2023-01-01,13805319,"HadesBlizz",76624,5193.57,1469.94183665457,668,"Germany","2019-01-21 14:52:21+00:00",1
2023-01-01,11558544,"RemTouk",20353,7362.06,1469.88747600412,669,"Belarus","2018-01-16 13:02:37+00:00",1
2023-01-01,8921554,"hlv",40321,6245.22,1469.55732830272,670,"Colombia","2016-08-29 01:49:00+00:00",4
2023-01-01,19039463,"Hexag_",51819,5833.53,1468.13413755915,671,"Poland","2020-10-25 17:49:33+00:00",5
2023-01-01,19233014,"Bateleur",15466,7818.84,1466.9355710559,672,"South Africa","2020-11-07 01:22:39+00:00",2
2023-01-01,9235127,"RedLen",73228,5268.7,1465.60971147442,673,"Indonesia","2016-11-06 04:47:49+00:00",5
2023-01-01,19521889,"Lash",48035,5960.6,1465.58786591858,674,"United States","2020-11-25 00:42:49+00:00",6
2023-01-01,12831353,"AlmondMal",45315,6054.25,1465.36522761032,675,"Singapore","2018-08-09 10:22:08+00:00",4
2023-01-01,14897847,"GreyChroma",53899,5767.39,1465.31233147267,676,"France","2019-07-28 17:18:15+00:00",2
2023-01-01,10649224,"greenyoshiyt",8844,8728.38,1464.75412221147,677,"Vietnam","2017-08-11 13:36:15+00:00",9
2023-01-01,24280511,"Withthebeat",61544,5550.71,1464.15428583603,678,"Australia","2021-06-26 00:22:54+00:00",5
2023-01-01,13503203,"Duckice",20947,7313.63,1462.70825054219,679,"Singapore","2018-11-30 06:10:33+00:00",9
2023-01-01,18441457,"Acropathy",19801,7406.9,1462.27308872561,680,"Australia","2020-09-09 09:11:20+00:00",3
2023-01-01,22729247,"GregTech",18437,7522.16,1462.05311606958,681,"Israel","2021-04-16 18:21:10+00:00",2
2023-01-01,17908427,"Icun",17466,7610.84,1461.98494027076,682,"Indonesia","2020-07-30 07:06:46+00:00",6
2023-01-01,7153533,"onkar",5505,9553.34,1460.80377222184,683,"Canada","2015-09-27 22:06:06+00:00",2
2023-01-01,12068522,"MumeiLover",13677,8029.56,1460.0442311024,684,"Vietnam","2018-04-11 03:42:00+00:00",10
2023-01-01,13319294,"Sai1kou",12585,8166.38,1459.89540815476,685,"Germany","2018-10-26 17:42:50+00:00",5
