"Player","Rating","Games","1st","2nd","Lag"
4504101,2517.73419947498,90,10,8,1603
8788058,2514.84478304685,596,64,71,417
12959983,2512.32215344192,708,129,84,1816
5407620,2510.96944313575,413,31,35,1719
10717635,2510.31225128366,508,40,49,31
14385814,2504.47565533763,659,96,77,682
10463129,2501.04871498649,1547,283,213,19
8208289,2500.05847405589,420,44,44,12810
7802400,2494.28452348232,333,56,30,153
4981809,2490.8019896738,423,48,48,500
8660293,2489.01373935451,257,38,33,346
5309981,2488.6039850202,1044,234,185,329
9719351,2486.88833538017,851,92,90,88
3730848,2486.63673414271,503,62,51,329
10760701,2481.7305733474,194,63,25,37
7512553,2480.21344747334,116,54,22,37836
2590257,2480.16294771594,287,28,32,1652
6671641,2479.11125451279,756,71,58,31
251683,2477.17781390474,240,21,19,2522
2035254,2475.58983261881,291,36,32,1275
16288992,2472.30511883003,861,163,138,233
15293080,2472.29722733782,299,65,40,390
11376152,2471.23951512674,668,129,115,88
14362480,2470.49843819994,195,62,30,49576
11940767,2470.1651081566,434,82,45,126
7780605,2467.05693358587,433,58,43,231
10343292,2464.08352997117,503,97,85,1195
6404488,2463.82629124542,140,28,27,12520
3171691,2463.27742228055,124,33,19,2988
4659319,2462.7708425897,226,23,24,417
2312106,2461.18740631282,559,50,54,31
11305398,2459.85028388376,209,49,16,262
139670,2458.05861678276,549,95,80,804
8698024,2457.61405715597,444,71,46,4688
14215850,2456.0212501718,173,25,13,974
3345902,2454.53807797263,90,6,13,22714
6090175,2454.41088773865,565,43,48,346
6387149,2453.18524415887,543,55,86,1364
7657831,2452.90883727949,236,61,48,343
10434787,2452.32381650006,455,91,49,312
3995630,2450.90344382687,207,51,32,686
114017,2447.17329787811,1153,156,138,253
13705417,2447.15801656444,386,41,44,752
12952320,2445.67554182566,107,15,8,1421
11308471,2445.56550222427,383,67,51,113
12378737,2436.97351567641,235,28,19,16260
3062998,2435.57490031586,142,12,17,253
6942259,2433.83672793971,377,36,43,415
11207004,2432.8588485443,261,27,23,3097
10069909,2431.65593592809,202,19,14,159
9993348,2431.53377191463,481,38,51,185
10051720,2431.00199368332,386,23,32,400
15296550,2427.59267115595,479,105,64,129
1987591,2427.10679892532,266,10,16,712
10676573,2426.78323361901,491,82,56,1969
3328742,2426.68132169607,165,15,9,12730
10325072,2425.59690253425,1054,106,85,330
11106929,2425.25566240707,292,28,40,146
10504596,2423.81627440397,228,29,14,475
12258658,2423.02141959866,160,25,29,4688
7537133,2422.80448645661,577,57,61,1719
8335950,2422.20468036197,92,28,11,58588
6479616,2420.24414671268,233,42,38,37
4301976,2420.23877095015,318,34,23,380
8581210,2416.60897673614,629,132,59,231
11367222,2416.06185552053,120,21,13,981
11987104,2414.25794395346,307,55,39,751
9961301,2413.2620593832,185,38,43,32326
4346274,2411.760938232,165,19,23,503
10077431,2411.09177290376,147,15,21,289
3765989,2408.78242099889,108,18,19,1671
10728620,2408.51752704507,642,101,84,870
14806365,2407.92139898686,692,87,65,1816
9265990,2404.83726432654,688,44,55,1275
14097024,2404.75365860982,192,25,18,6615
12585048,2404.71863856684,147,12,14,346
14035920,2404.17914533632,188,22,19,329
7341183,2403.74114438607,79,17,10,628
1428455,2402.45929016954,147,57,28,13709
4715598,2401.08606716345,134,66,47,1800
5774823,2400.52317081535,86,15,15,29570
5413624,2397.77995810217,660,89,67,567
11405734,2397.19727032472,351,106,50,357
8084370,2396.55965423611,223,33,39,3176
9501251,2393.68121832858,494,61,41,6744
1629553,2393.17096369911,82,18,14,981
8802914,2392.04952523668,300,14,17,849
12760743,2391.19703449028,173,35,31,9905
10665363,2389.99975764873,191,38,23,825
2917990,2388.3024017832,358,51,34,1275
7010761,2388.25213589341,179,26,24,55801
11042418,2386.69055044492,135,25,15,16242
1818573,2382.64419976167,370,75,31,1075
8359561,2381.30528298649,1096,187,200,31
7081596,2380.34580321979,282,57,41,2982
13065919,2379.97895224428,884,243,130,284
5245584,2378.95449703011,165,33,33,165
4852013,2377.32164626321,65,13,8,18417
6093148,2376.28233292611,305,39,40,468
16436446,2376.19312967064,470,84,53,287
9211924,2375.92673057506,251,23,10,1275
9474976,2374.66406677075,255,26,37,11122
6744123,2373.45590669093,373,41,40,88
7554753,2372.83630122913,95,22,15,15606
5477343,2372.45299763196,319,50,41,12814
7630971,2371.59654178236,89,11,8,42872
7810180,2371.57733527634,325,44,39,1719
11469447,2371.53851900235,199,27,21,628
12736534,2370.68534129739,102,33,17,58322
5033077,2367.45845934117,103,34,13,1212
5425046,2366.96377107143,516,55,46,31
12179012,2366.29830645116,117,10,14,243
10829419,2366.01951534631,283,20,24,10188
6585939,2365.77996609981,432,46,49,151
7972980,2365.76477585612,251,19,19,88
11345747,2364.82334571043,508,79,64,2463
6667041,2364.45623866821,110,12,14,628
3674590,2364.3284880676,564,89,68,321
3257847,2363.4429778375,1475,320,210,233
6867478,2363.08398237121,689,118,73,443
13206785,2362.26631471849,301,41,33,553
11715109,2360.95958105338,436,42,28,9361
4787150,2357.34752759457,47,7,8,211
4637369,2356.62070823255,301,60,48,642
20461077,2355.11510093826,262,43,36,165
9323821,2354.94784146324,1127,195,170,31
13108233,2354.49737150547,142,22,15,259
11234706,2354.37723132795,967,107,106,263
4540667,2354.01904856614,73,18,8,1297
13218204,2353.62930410277,433,48,39,335
9767342,2352.7704222319,265,66,51,870
1355695,2352.29221837099,282,14,17,346
14169321,2352.04419090718,335,24,28,1816
1775182,2351.26968180963,320,65,55,233
20501126,2350.9226264434,485,35,49,329
10778261,2350.73869155191,85,27,19,2635
11388931,2349.92764866182,148,44,23,9255
4519494,2348.73832025609,500,29,38,335
4277702,2348.49566618283,148,31,26,12272
7178423,2347.40663787943,100,16,14,22714
5791401,2347.17884402642,743,74,75,346
4585186,2346.3928880708,241,25,34,13159
12147277,2345.14502430023,723,110,106,327
4384207,2344.74804589437,90,10,7,9698
13214651,2344.71813352933,441,20,26,1144
2758279,2342.85016274505,288,35,24,185
14309415,2341.79404100635,370,46,38,5617
14447878,2338.43796922453,1180,174,163,137
9728880,2337.36943633862,368,42,38,1816
7701428,2336.83835577107,684,68,45,1719
16139008,2335.8677390964,170,15,22,454
13767572,2335.4237293886,133,27,20,807
4980135,2333.56253006377,172,46,25,3505
6760007,2333.44707476018,126,22,25,6073
9276293,2330.90711110392,375,4,18,339
6600930,2327.91845384881,121,6,6,16242
3213239,2327.0612918828,147,29,16,628
13951894,2326.58487384996,486,49,46,553
12260184,2324.9992339789,396,17,25,312
12796317,2324.00936997941,157,36,21,400
11243772,2321.78586099478,381,51,51,1
7078544,2318.37435620395,311,29,28,386
17467899,2317.62353962606,1496,317,196,233
14958380,2317.07168239904,215,23,23,2622
6830745,2316.05223163804,980,167,155,354
12714574,2314.23917317422,112,37,22,2389
8364754,2314.10256809982,65,35,12,95983
4399129,2314.00544874112,491,95,81,702
10592853,2311.0239474374,369,31,52,263
13057699,2310.84370169607,413,80,47,139
1218895,2308.93772698912,303,32,28,475
12904237,2308.88944656285,1060,126,58,433
8275006,2308.24628686621,234,46,39,1432
13540434,2307.15223011015,259,26,24,618
2000416,2306.96139425361,141,12,13,558
7748891,2305.26665414754,248,23,17,1652
2694475,2304.97855670995,188,26,35,33833
2787415,2304.51382499874,265,15,13,417
15441612,2303.65046484446,3041,714,602,7
6567297,2302.94229631157,75,15,19,7165
2848604,2301.68487590294,440,56,36,31
9322480,2300.89530312484,391,30,30,335
14592820,2300.37398260588,751,119,85,94
7817539,2299.85466187294,120,8,10,1166
6399568,2299.75268037215,337,51,39,263
5965797,2299.30740203453,83,17,16,346
31927292,2298.66412338755,66,44,8,6
5936405,2297.60201441581,187,44,26,24588
11684952,2294.86290054031,318,47,33,908
10640486,2294.84350109574,74,2,6,417
14800198,2293.65586008478,272,24,19,3389
7060756,2293.09238959926,552,113,87,171
12159899,2289.71221076126,111,10,14,981
20087811,2289.31906647248,644,137,84,217
3068044,2288.87943606829,119,17,27,2797
12941954,2288.03014259368,372,73,68,1629
3139364,2286.98878189268,125,13,12,30785
12309147,2286.33289137096,344,31,45,1015
15392570,2284.4314875422,621,97,60,233
39828,2284.40861607077,79,6,6,1191
11786864,2283.78695855166,1170,181,137,1
4383303,2281.80723412898,214,67,33,14249
10792185,2280.79238640695,317,40,25,34
20988374,2280.12843483568,240,36,27,475
14083285,2277.93893013521,125,23,17,1556
10975777,2277.36979947823,206,30,21,21658
4209818,2275.72162305227,196,11,14,449
2395405,2275.20734424141,95,15,9,641
11706350,2274.25993237231,96,14,17,357
11921197,2274.12486974871,245,28,14,1275
4750008,2273.40398504878,65,12,10,908
13709281,2272.4549531898,377,66,40,421
11674122,2271.7777258026,185,27,23,8394
2142966,2271.1326555664,62,11,3,40298
4458239,2270.7399440738,466,26,41,400
6283858,2270.15866355693,384,58,53,2187
8445602,2269.58801155185,506,53,54,1
1285637,2269.26473235998,245,17,20,10795
8045604,2268.92672039203,215,28,38,503
6661913,2267.87994720921,193,42,28,1908
9975427,2263.67984801989,139,17,16,40178
7640581,2262.03117804059,540,68,53,31
10481416,2261.48948188174,338,62,40,1679
1433427,2259.89539942905,684,108,81,461
3215487,2259.11746414988,105,13,5,2806
4253615,2258.55197031427,236,10,12,346
5472693,2258.22989307644,939,145,84,243
17847877,2258.21310081505,1163,253,184,908
10391882,2257.92553953795,268,77,54,5
20630250,2256.85376495465,1911,260,210,229
9377901,2255.94341467959,101,23,17,245
9561644,2255.82931290694,97,12,8,2723
7627844,2255.80770659544,159,7,5,243
14758501,2255.49858755383,978,147,106,1816
9321674,2254.10953549607,257,45,26,479
8925266,2253.60991800387,105,12,15,23730
16320893,2252.39128470735,1527,312,197,153
13962152,2252.13090264754,165,31,24,10111
12090610,2251.75795260458,809,95,82,696
9459674,2251.35848732995,651,77,67,233
11070577,2250.81377608551,264,49,31,287
9683186,2248.26922135237,303,17,22,16374
9513980,2248.22462999498,227,18,32,500
87546,2247.80759204741,81,15,10,12520
11349288,2247.54235716293,124,48,15,21366
4803900,2247.51340498698,118,33,18,58581
5144534,2246.77024215045,210,14,12,1710
14041375,2245.5056114551,244,12,13,6805
4673649,2244.36641757482,341,13,24,31
14398471,2242.67209143505,648,82,64,330
12601090,2242.58644481502,131,19,20,9386
2932510,2241.90988695565,41,18,6,90
5339515,2241.60560497135,42,3,2,2408
3556891,2241.54839322225,174,9,9,461
4256461,2241.22270163143,66,2,6,211
4896825,2241.16013347998,215,19,25,346
7344333,2241.1250472102,105,7,6,2560
11141578,2240.38878216478,788,117,89,31
1460263,2240.3501131235,1855,353,343,137
14100781,2240.08488893533,309,40,38,1786
9362168,2239.88769551079,534,71,63,27640
1860489,2238.93524713467,151,23,19,12986
6665667,2236.14352862216,174,25,30,449
11806306,2235.6747765599,72,15,12,628
8914929,2231.3829651549,177,10,13,1816
11405263,2230.3406505801,277,31,21,151
14438574,2230.25231852812,414,44,32,1816
11255340,2229.42748331288,1378,268,176,39
18131614,2227.08858861986,1094,103,94,113
8150535,2226.71976642713,569,68,64,137
9578404,2225.40081846864,190,24,16,243
8799923,2224.21804358642,318,29,51,35
13068741,2223.29928113626,346,65,63,2210
14179487,2222.1402140493,57,27,13,56391
11393702,2222.01814179023,439,52,37,2
10656864,2219.46599490195,150,24,12,1642
13925698,2219.45093412086,409,48,27,1816
10625776,2218.19752485882,617,62,49,66
17911347,2217.98718140787,576,206,101,262
754792,2217.97571424312,299,15,18,825
12434652,2216.43311471107,174,10,17,2408
4389490,2214.66518823827,168,42,30,26255
16509171,2214.26704409832,224,59,28,42653
5154946,2214.19267013923,558,46,39,263
21653406,2214.11273021163,395,42,27,330
4415285,2212.49182345838,238,32,38,461
10223298,2212.32155099489,128,18,13,100
19315726,2209.63888514186,147,28,22,39591
12805967,2206.84021216272,585,57,61,231
4733185,2206.12440272433,166,5,14,6942
12701607,2206.06003662393,304,27,24,9977
6036351,2206.01967231959,189,17,14,11345
10659233,2205.9206486112,558,55,48,284
7095800,2205.77678753966,111,42,14,28803
13207763,2205.52806622817,871,56,65,88
11021073,2205.49759826282,167,23,19,1297
5423872,2203.84309591377,89,9,5,3818
16227745,2203.81444324924,703,97,80,8069
14445724,2202.61045041292,113,9,10,2499
14282987,2202.48648411111,627,55,62,35
12522447,2202.07713063814,499,51,41,330
3162741,2200.9478833306,67,3,5,6942
14031664,2200.21969803111,180,19,15,113
5623529,2200.07929395438,185,23,23,9030
8509247,2199.84364445397,74,16,12,67736
9737185,2198.65083532751,634,153,118,423
7302146,2197.92206302816,225,46,34,5279
4316633,2196.91638898253,296,25,29,1816
11415687,2196.60016898773,52,4,3,6647
11371245,2196.04429865941,427,27,29,5820
612898,2195.63661364097,98,13,10,1931
11608083,2195.14797604226,360,66,56,642
7587763,2192.610747572,550,92,69,329
12609022,2192.37386732614,344,18,31,1816
9323312,2191.67540406632,750,92,86,53
13628898,2190.21460017076,187,20,9,2373
6668666,2189.45953428697,151,11,9,12193
4309566,2188.5116210653,89,16,15,628
10459580,2186.424015715,430,27,33,417
7611178,2185.58911104419,187,5,7,9829
6735738,2185.27626267227,435,27,18,908
4908650,2183.9918051627,41,18,6,36530
14696361,2181.83809734107,98,34,9,35768
10704796,2181.41400219362,107,24,16,8360
1427407,2181.26391182103,203,16,25,21370
10092099,2180.70516354798,90,36,20,86605
3493804,2180.4701939434,912,106,91,312
8105138,2179.56416858764,56,7,6,10092
10959013,2177.9634119385,111,9,11,243
4784772,2177.5361179787,672,138,84,688
6925441,2176.90919875928,485,87,75,449
10384194,2176.52195371065,50,20,11,2510
12537417,2174.99124359861,736,92,68,5593
9820792,2173.98799117069,205,25,21,1719
14040810,2173.63214661896,158,21,17,1969
10858131,2173.26799807112,337,68,49,888
13097638,2173.22722742607,433,48,48,146
10199538,2172.18609643472,164,51,19,66
10909049,2170.62160112967,172,5,13,2400
6524092,2168.89197328549,67,21,9,7129
6114695,2168.33248687496,65,7,6,1769
3792472,2166.43986274282,104,12,11,21628
11607790,2166.42335329327,177,54,32,2906
5242158,2164.44899439009,252,22,26,346
7948169,2164.34648660453,296,15,12,908
11245184,2164.08816109577,355,16,25,335
16329318,2164.08801256611,72,16,16,159
10227144,2163.73821521236,98,22,18,1825
7447249,2163.10265402473,108,12,7,764
15271985,2162.96388965303,754,165,106,112
5783061,2161.82036259539,81,13,10,1032
7165477,2161.1706869673,47,13,10,10756
3118670,2160.41348617312,242,64,31,990
11991374,2159.99535508776,94,3,4,6554
11920994,2159.83392778558,516,43,35,24786
10250612,2156.3594548048,157,37,21,461
8991722,2155.90297835035,417,60,52,1275
8165181,2155.46561647789,74,2,6,9956
13062430,2155.31469326963,60,25,10,49031
11557554,2154.92496136409,75,12,7,1184
2317789,2153.4011100854,201,8,20,346
4382220,2152.72275497112,366,95,52,1517
17272840,2152.02232384537,220,37,21,2506
10919861,2151.10598312835,202,83,47,138
3394696,2149.93587872048,437,50,51,1946
7774197,2149.09959989187,990,116,118,390
12578000,2148.16308684915,256,39,36,5429
23179637,2147.52349521922,267,36,36,807
13617153,2147.37383242038,163,14,7,618
9364137,2147.2038402354,172,28,38,55116
10822717,2147.11671285395,82,15,14,21834
15592469,2145.81133505763,87,33,16,40241
2272587,2145.79594025545,186,19,23,15959
14817468,2145.75871959682,286,46,31,494
15225729,2145.42074228225,194,18,14,94
10157694,2144.83687565517,857,101,98,94
7908994,2144.34649900443,173,9,15,776
4755314,2143.6475035014,332,55,54,38378
12139352,2143.25983850088,318,38,24,499
14855337,2140.49960517361,247,58,29,2669
25129957,2140.2982605698,2008,470,353,8
5286213,2139.91702846728,132,14,17,3293
7731995,2138.89597376369,325,27,30,825
5218178,2138.48136131236,106,13,14,19990
4916057,2138.39034656954,30,8,4,1169
19974935,2137.62229309528,144,12,16,890
4780986,2137.27707759891,142,13,15,1432
16561695,2136.53019581508,422,33,35,400
12483293,2134.30313038925,352,54,41,421
3216107,2133.30875384863,170,24,19,449
11967146,2133.20094568192,437,127,89,19446
30304108,2131.7468770909,124,24,12,22782
10634348,2131.24426399178,407,41,22,1275
14503423,2131.09781849993,66,7,7,13210
3706039,2130.96593207553,121,16,13,351
14518295,2130.25367297936,529,96,54,1275
9340773,2130.24773159496,398,51,39,1719
1041943,2130.11780030335,654,84,99,408
6685958,2129.37510479938,364,45,60,500
12716143,2129.16891522483,184,35,32,329
11374306,2127.9219404641,139,35,13,316
10137131,2127.72390097638,475,28,39,31
8717773,2127.64513725025,211,25,22,1969
9560694,2127.6234656587,509,71,63,1631
21627415,2127.56271405154,698,68,70,227
13534941,2127.31832401097,144,60,26,45994
6906789,2127.22724624042,216,12,17,1161
8401905,2126.92811898481,211,21,20,11685
11536421,2126.21395952773,678,62,65,421
5403374,2125.90339167848,107,13,6,16208
6155320,2125.38331131325,182,51,33,165
10569535,2125.13438658916,48,16,10,27199
9507565,2124.91903687416,607,67,54,233
6643511,2124.01931579525,1262,165,153,7441
1501956,2123.98999718868,120,13,12,19397
9921139,2123.65906754942,450,106,98,1367
9294147,2122.95119589207,226,35,24,354
14684430,2122.91782359838,424,93,97,479
2282047,2122.57683995093,77,8,9,1432
10849159,2121.76315520604,181,32,15,25803
7351448,2121.14770355592,398,32,34,329
7338010,2120.52577606099,111,16,16,335
15175276,2120.50599533714,197,20,21,449
4663676,2120.21109594824,71,11,7,825
11267857,2119.55400340972,393,19,28,400
2944449,2119.54381053373,278,20,25,6654
4248481,2118.17468061069,112,29,15,3260
15213139,2117.28976839407,316,24,24,5904
1195423,2116.82148110061,105,15,10,19563
7587734,2116.48595313207,81,9,14,9698
14442548,2116.32652984067,821,141,98,2369
14548572,2115.84057879374,170,38,28,148
13798649,2115.7791101498,103,30,19,23275
9027651,2115.55326594862,405,74,73,14985
10196805,2115.45601502125,86,11,7,6572
12241010,2113.76610272101,268,68,37,1176
9192260,2113.2518015435,244,29,21,12432
9526124,2111.7912030998,985,109,114,270
11186709,2111.52259189208,260,53,28,968
5442251,2110.721193805,246,30,22,567
4857328,2109.51414580611,260,26,13,908
6367247,2109.39204590106,118,36,33,1766
9878349,2109.23274188482,229,19,25,375
13872272,2108.7209276613,309,27,29,88
18323396,2107.93791524146,306,31,28,2577
14866091,2107.65284957901,448,62,53,154
6920104,2107.55247433606,101,16,21,72414
11189164,2106.97902503586,1053,149,97,19
7279141,2106.73720833147,98,8,11,16237
10538842,2106.56592183542,362,65,65,218
11955716,2106.19060216962,417,17,23,908
4653583,2106.09429711066,244,33,20,706
2541804,2105.35330326154,502,46,35,226
8964050,2105.34295044867,76,25,7,83673
16750823,2104.80727630124,143,45,27,984
11141678,2104.01635833001,100,32,19,1181
2094566,2101.43813306958,39,1,3,12405
7374212,2100.73088222567,669,101,81,402
8666950,2100.49917556784,493,43,55,479
2553519,2099.94475381049,113,27,22,2896
6808620,2099.86757158956,89,6,6,4688
13139356,2099.77814401435,267,29,38,870
23913323,2099.63427164472,58,11,10,8972
3605954,2099.5043552974,125,33,24,36618
6411122,2099.22912187389,57,6,5,1719
11129041,2099.01324996907,985,61,92,233
7153533,2098.7093118616,345,26,32,21665
9984244,2098.44845282076,160,18,16,3484
10958852,2097.79275421042,480,31,25,31
10699801,2097.73432852448,185,38,27,11799
9984860,2097.63565444047,529,68,72,439
17454289,2097.16621044981,663,93,68,35
12110337,2095.6628963283,167,45,30,400
4752123,2094.89479367283,63,11,4,9233
10572078,2094.43598704185,53,13,9,15807
11843859,2093.64011887958,83,28,13,170
7457788,2093.45942420948,615,34,31,287
14612966,2093.13844396174,63,19,14,3006
18047706,2092.99371019181,705,62,76,173
14963905,2092.9361761169,213,5,8,270
5281485,2092.0556181786,585,35,57,502
11421465,2091.81153050001,40,4,5,59161
7341081,2091.31307224842,96,12,7,4688
16197865,2091.19435944984,757,67,70,381
10170668,2088.70418746177,289,32,29,346
1861823,2088.6424445757,509,37,34,39
3898396,2088.32103056276,254,18,17,3428
8603987,2087.81942317247,80,17,12,49031
3787685,2087.3960832287,50,8,14,255
8414284,2087.36979165133,453,8,27,502
11142471,2086.48355340774,420,42,46,113
1545563,2085.61447395484,98,13,10,8540
3929529,2084.75768374222,100,19,19,21634
5319959,2084.71174516271,84,5,8,868
10447058,2084.45671342585,104,21,13,2786
10410603,2084.45397832117,190,29,27,3663
6420308,2083.33934471127,462,69,64,2752
14067834,2083.19427533754,118,24,11,43037
16626263,2082.35496059382,455,63,60,1710
9818947,2082.33725826349,59,4,8,27719
7333471,2082.02961163909,62,5,10,3097
14764185,2081.39755870073,73,10,12,2099
2199427,2081.08638721602,87,19,7,12893
2198995,2081.07154298129,237,35,27,19060
10081404,2080.17684717531,66,12,9,3649
8702650,2080.02701408621,54,8,7,1275
10507407,2079.71554176977,103,11,8,1275
18946207,2079.6035399786,460,38,35,1165
14494895,2079.5513291571,83,13,5,1869
7205256,2079.27443719634,67,18,6,27130
12776754,2078.72451151878,226,46,33,554
12253454,2078.20576112231,162,5,12,6073
15246709,2077.64712935817,131,18,27,449
21811804,2077.50932677715,161,19,26,66
11153458,2077.4457183598,47,2,2,75605
7904667,2076.42795367389,154,16,10,1816
9523661,2075.81112268256,298,43,31,984
9924405,2075.19012917619,747,102,58,417
5285044,2073.64118248527,137,14,9,39839
16468838,2073.2650199636,422,46,53,1228
17548061,2073.05316782039,76,23,11,11912
7249261,2072.76610246878,698,38,54,335
9920144,2072.2200680163,42,15,7,28259
757783,2071.81204086092,1197,126,113,39
11644972,2071.60893516812,257,17,8,1719
10509043,2071.1645658814,295,30,19,429
3635214,2071.08538387146,217,31,25,22059
13291701,2070.25065361258,324,42,34,52845
9845103,2069.95876230602,1191,154,159,394
11959709,2069.54716807521,436,69,64,974
11836334,2069.40224369547,357,34,45,39
6102099,2068.79150827746,90,24,10,18004
5642779,2068.64307013535,125,22,18,5339
14674958,2068.30936699669,163,34,26,33766
18906801,2067.62749690437,208,20,18,165
11053358,2066.71297002633,70,8,3,26365
7342622,2066.66520538035,47,2,1,4215
16691293,2066.57052446432,94,4,3,8733
11604978,2065.70313860086,60,16,4,23173
10323184,2065.67930752316,114,9,7,6615
8511882,2065.25992484128,238,12,15,2635
15846736,2064.55711518704,1052,165,132,153
6024502,2063.95303033455,68,17,12,7972
8788898,2063.44809222061,332,17,28,1432
13963691,2062.4519092751,200,24,16,95
12270069,2061.80215734287,505,60,45,502
9704802,2061.38121371981,57,0,2,2541
5346730,2061.27807284387,386,62,58,96
14880483,2060.32061368645,107,13,8,2269
15887523,2060.21178405673,271,30,17,105
8274648,2060.04499945914,53,7,5,503
11919665,2060.00264250291,63,7,9,968
11394374,2059.46207973126,119,16,18,366
13310147,2058.98118573235,384,73,63,51
2538695,2058.84032042466,102,17,5,2698
10826957,2058.54327115069,231,14,22,475
8211340,2058.30794559912,50,8,12,72313
15239963,2058.15106045667,189,14,17,1460
9047729,2058.02284767718,120,2,4,2614
14457670,2057.39998001359,166,15,22,19926
10976433,2057.2739113874,239,15,23,31
8715276,2056.75006875113,191,38,32,804
2742030,2056.56679405065,101,11,14,351
16897434,2056.41070691975,179,55,26,879
3126596,2056.21314315689,120,6,3,2545
8935379,2055.64977484644,395,54,33,1719
14787295,2055.461145128,84,9,10,2564
8645257,2054.89832446828,126,21,8,67
9501611,2054.4663424222,329,43,34,443
2214428,2054.03260935172,69,16,5,1421
13232376,2053.89323305147,57,6,3,13533
12655483,2053.7697756045,81,9,9,17753
7154358,2053.08882072102,158,21,12,22557
12949657,2051.7653967536,463,39,39,31
3410997,2051.48853329002,140,19,6,1969
12211248,2051.30475121214,490,65,45,312
17358554,2051.28273407074,47,11,6,23603
7503114,2050.92770445196,54,4,5,22794
9367417,2049.5717041876,38,11,9,111068
3094900,2048.70255246887,88,7,8,12522
10613549,2048.41010227881,62,8,6,870
18690280,2048.05618955863,198,35,28,16750
11472811,2047.97654594896,264,50,38,331
8133117,2047.48896489935,64,6,5,3171
9582556,2047.06924711256,204,8,9,479
11189917,2046.80724023329,185,67,43,1032
