"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","Lag"
24679796,1552.94261044905,39,3,0,0,0,0,0,0,0,0,0,166257
14263023,1552.9281932855,6,0,0,0,0,0,0,0,0,0,0,53712
10900324,1552.90668922904,27,11,5,0,0,0,0,0,0,0,0,97582
10429799,1552.89630889218,13,2,2,0,0,0,0,0,0,0,0,37657
19322368,1552.88510684393,78,7,4,0,0,0,0,0,0,0,0,8172
20118073,1552.79779753083,38,8,2,0,0,0,0,0,0,0,0,40122
11433313,1552.77983448235,4,3,1,0,0,0,0,0,0,0,0,27676
13373033,1552.64955476951,4,2,2,0,0,0,0,0,0,0,0,126258
11585213,1552.58234564098,3,1,1,0,0,0,0,0,0,0,0,9401
14445710,1552.52460190507,32,9,5,0,0,0,0,0,0,0,0,99983
13571846,1552.50852729543,103,7,7,0,0,0,0,0,0,0,0,889
16423584,1552.43704235062,5,2,1,0,0,0,0,0,0,0,0,158629
32071796,1552.37958089222,2,1,1,0,0,0,0,0,0,0,0,42301
6892711,1552.3763470932,7,0,0,0,0,0,0,0,0,0,0,191063
11730796,1552.36188877081,149,9,17,0,0,0,0,0,0,0,0,3252
10667507,1552.35916617394,2,1,1,0,0,0,0,0,0,0,0,99502
15948948,1552.26889366251,40,2,6,0,0,0,0,0,0,0,0,92438
6702666,1552.13091201617,16,0,0,0,0,0,0,0,0,0,0,20239
14723002,1552.10666689357,1725,146,147,0,0,0,0,0,0,0,0,190
11543824,1551.96974143949,9,0,0,0,0,0,0,0,0,0,0,66613
13509427,1551.94438619627,52,8,5,0,0,0,0,0,0,0,0,124791
6718395,1551.94001224351,67,0,7,0,0,0,0,0,0,0,0,26884
18956572,1551.93487243237,5,0,2,0,0,0,0,0,0,0,0,128529
21266355,1551.86925639416,7,2,1,0,0,0,0,0,0,0,0,39955
11581013,1551.84306181831,13,2,0,0,0,0,0,0,0,0,0,105268
19659515,1551.81641400884,6,3,2,0,0,0,0,0,0,0,0,19597
25397343,1551.61975157404,9,5,4,0,0,0,0,0,0,0,0,7360
9527862,1551.36872800908,238,8,12,0,0,0,0,0,0,0,0,45727
20726353,1551.36646799458,468,27,37,0,0,0,0,0,0,0,0,48
15172520,1551.34848020439,8,5,3,0,0,0,0,0,0,0,0,81694
22071949,1551.25512819962,14,0,0,0,0,0,0,0,0,0,0,112436
19002524,1551.20257467568,568,90,78,0,0,0,0,0,0,0,0,240
10725356,1551.18977554725,14,5,1,0,0,0,0,0,0,0,0,120998
27539087,1551.10410089271,11,0,0,0,0,0,0,0,0,0,0,93827
7915564,1551.07775085186,21,2,2,0,0,0,0,0,0,0,0,180218
7933825,1551.06621117746,44,4,0,0,0,0,0,0,0,0,0,149380
20520777,1551.04127784233,27,2,3,0,0,0,0,0,0,0,0,64501
11157331,1551.04049402394,2,2,0,0,0,0,0,0,0,0,0,189391
11000998,1551.03965915144,73,7,6,0,0,0,0,0,0,0,0,753
14706035,1550.99295216375,55,3,4,0,0,0,0,0,0,0,0,15645
7687600,1550.96235578038,2,2,0,0,0,0,0,0,0,0,0,42322
9979916,1550.94977829904,37,1,4,0,0,0,0,0,0,0,0,23508
15063788,1550.90140291102,3,1,0,0,0,0,0,0,0,0,0,145737
10722016,1550.89296287848,12,6,0,0,0,0,0,0,0,0,0,73554
8928890,1550.84673108925,23,1,3,0,0,0,0,0,0,0,0,7787
13837875,1550.84244645162,17,2,3,0,0,0,0,0,0,0,0,122756
5410051,1550.83892834307,22,1,4,0,0,0,0,0,0,0,0,15696
14277249,1550.80871897835,10,3,1,0,0,0,0,0,0,0,0,51550
23273220,1550.75159280912,4,1,2,0,0,0,0,0,0,0,0,191495
9438087,1550.73904608423,29,6,5,0,0,0,0,0,0,0,0,73322
14060579,1550.71076817826,19,3,5,0,0,0,0,0,0,0,0,97198
23311757,1550.65986498083,16,0,0,0,0,0,0,0,0,0,0,99645
1864743,1550.65448824339,11,0,0,0,0,0,0,0,0,0,0,122546
18607342,1550.64911990701,30,6,3,0,0,0,0,0,0,0,0,8259
4801735,1550.61159594235,194,8,8,0,0,0,0,0,0,0,0,287
6784764,1550.60279263729,173,30,22,0,0,0,0,0,0,0,0,22497
4700864,1550.54142702696,3,0,1,0,0,0,0,0,0,0,0,47736
17616725,1550.51730482438,14,0,0,0,0,0,0,0,0,0,0,106347
9067591,1550.42871221529,6,0,0,0,0,0,0,0,0,0,0,110927
17678734,1550.4180057798,9,4,2,0,0,0,0,0,0,0,0,67836
27791887,1550.37219957286,24,3,1,0,0,0,0,0,0,0,0,139336
19957925,1550.36210638675,28,4,5,0,0,0,0,0,0,0,0,28939
30756303,1550.30052243628,11,3,0,0,0,0,0,0,0,0,0,29153
14580476,1550.28023793579,30,7,4,0,0,0,0,0,0,0,0,166404
27590609,1550.27792832622,7,4,2,0,0,0,0,0,0,0,0,190132
11377894,1550.2765597332,12,0,0,0,0,0,0,0,0,0,0,49244
12484052,1550.17991680782,3,2,0,0,0,0,0,0,0,0,0,165518
16587033,1550.1259712702,34,4,2,0,0,0,0,0,0,0,0,101284
13088265,1550.04746627276,123,12,12,0,0,0,0,0,0,0,0,1318
4282963,1549.94081012012,38,1,7,0,0,0,0,0,0,0,0,81106
15857917,1549.83351910453,4,0,1,0,0,0,0,0,0,0,0,115997
20999837,1549.83116729358,36,0,4,0,0,0,0,0,0,0,0,2848
11437615,1549.81324685286,13,0,0,0,0,0,0,0,0,0,0,125297
10380185,1549.80368966676,11,6,1,0,0,0,0,0,0,0,0,49142
10913504,1549.77891689345,15,0,0,0,0,0,0,0,0,0,0,141132
9578651,1549.75216676936,9,2,0,0,0,0,0,0,0,0,0,178530
17655830,1549.71847832674,26,0,1,0,0,0,0,0,0,0,0,38994
18646411,1549.71298090136,7,0,0,0,0,0,0,0,0,0,0,32878
24183460,1549.69821818705,9,1,2,0,0,0,0,0,0,0,0,93604
14758920,1549.68089709426,146,8,11,0,0,0,0,0,0,0,0,30747
10526910,1549.65404226319,11,5,2,0,0,0,0,0,0,0,0,171771
4177361,1549.62383675104,15,0,2,0,0,0,0,0,0,0,0,171143
13451974,1549.59664967748,20,2,9,0,0,0,0,0,0,0,0,27185
2696453,1549.57747283841,8,0,0,0,0,0,0,0,0,0,0,148840
15769126,1549.55099250874,5,3,1,0,0,0,0,0,0,0,0,114540
14719028,1549.54890841559,8,2,0,0,0,0,0,0,0,0,0,154390
13209747,1549.50257550766,8,0,2,0,0,0,0,0,0,0,0,131328
20730381,1549.47998314354,2,1,0,0,0,0,0,0,0,0,0,284
12458063,1549.47737499282,48,8,8,0,0,0,0,0,0,0,0,94261
1981187,1549.42977972324,7,3,2,0,0,0,0,0,0,0,0,176983
18915688,1549.42715675695,2,1,1,0,0,0,0,0,0,0,0,126303
21081596,1549.41630214989,34,3,4,0,0,0,0,0,0,0,0,182899
9662061,1549.41340550011,11,0,0,0,0,0,0,0,0,0,0,82163
16660958,1549.4101479183,49,10,11,0,0,0,0,0,0,0,0,24311
18507628,1549.37007191037,38,1,6,0,0,0,0,0,0,0,0,40087
13334570,1549.17541179515,23,3,2,0,0,0,0,0,0,0,0,34185
22708993,1548.99328721525,65,6,4,0,0,0,0,0,0,0,0,32843
14336423,1548.93940912842,51,3,1,0,0,0,0,0,0,0,0,73492
15379548,1548.92603396304,98,2,9,0,0,0,0,0,0,0,0,106659
9676089,1548.91320872965,43,8,7,0,0,0,0,0,0,0,0,29150
4470553,1548.89816730464,9,0,0,0,0,0,0,0,0,0,0,125647
17958775,1548.88231433381,6,0,0,0,0,0,0,0,0,0,0,59067
12120676,1548.79700135616,9,2,3,0,0,0,0,0,0,0,0,16048
12152083,1548.79478559528,44,11,10,0,0,0,0,0,0,0,0,150379
29043006,1548.75686886883,638,58,47,0,0,0,0,0,0,0,0,91
18583447,1548.75283441447,518,53,50,0,0,0,0,0,0,0,0,129
11793162,1548.7223764863,6,1,2,0,0,0,0,0,0,0,0,847
10378405,1548.6835149831,34,2,2,0,0,0,0,0,0,0,0,387
18441629,1548.65860231172,11,0,0,0,0,0,0,0,0,0,0,99100
16560906,1548.59056854393,26,0,1,0,0,0,0,0,0,0,0,2728
11359320,1548.52777387132,45,6,6,0,0,0,0,0,0,0,0,64442
15836493,1548.45969680151,19,6,4,0,0,0,0,0,0,0,0,57099
8092674,1548.45946579173,18,0,0,0,0,0,0,0,0,0,0,26228
11709857,1548.40317352749,5,3,1,0,0,0,0,0,0,0,0,186889
12272964,1548.32840922093,14,4,3,0,0,0,0,0,0,0,0,107105
15902214,1548.22986460073,24,8,4,0,0,0,0,0,0,0,0,135153
24934865,1548.16411022047,52,5,8,0,0,0,0,0,0,0,0,4100
8934041,1548.14568647095,5,2,3,0,0,0,0,0,0,0,0,153898
16102904,1548.13469074715,152,2,7,0,0,0,0,0,0,0,0,83490
30369872,1548.12208231119,6,0,0,0,0,0,0,0,0,0,0,3120
2367544,1548.11202437139,5,1,0,0,0,0,0,0,0,0,0,15395
13565116,1548.09646455657,15,0,0,0,0,0,0,0,0,0,0,148352
17429123,1548.09546597296,11,0,0,0,0,0,0,0,0,0,0,33388
19453684,1547.83852874029,45,9,4,0,0,0,0,0,0,0,0,52114
10956448,1547.8221647807,257,16,26,0,0,0,0,0,0,0,0,28530
30926443,1547.75855384673,23,0,6,0,0,0,0,0,0,0,0,78897
4593498,1547.70901832505,33,4,2,0,0,0,0,0,0,0,0,131834
33940782,1547.70282706943,2,1,0,0,0,0,0,0,0,0,0,14691
29519529,1547.64063536909,5,0,2,0,0,0,0,0,0,0,0,93380
8246365,1547.6182811218,216,8,22,0,0,0,0,0,0,0,0,10051
7288862,1547.60683326856,9,0,0,0,0,0,0,0,0,0,0,108438
11965744,1547.5941797988,5,3,2,0,0,0,0,0,0,0,0,111237
15905568,1547.55434106287,68,14,15,0,0,0,0,0,0,0,0,55379
19840773,1547.53246489005,10,4,2,0,0,0,0,0,0,0,0,47231
18068913,1547.52389749723,124,8,7,0,0,0,0,0,0,0,0,712
15713280,1547.43637980951,21,0,0,0,0,0,0,0,0,0,0,36322
20485197,1547.43518106521,26,3,3,0,0,0,0,0,0,0,0,125591
6245319,1547.41275193228,175,8,9,0,0,0,0,0,0,0,0,360
10258683,1547.3988197609,10,4,0,0,0,0,0,0,0,0,0,93347
9740299,1547.3611113246,12,5,2,0,0,0,0,0,0,0,0,109764
9539163,1547.3551263495,5,0,0,0,0,0,0,0,0,0,0,153102
15630936,1547.28864914066,25,3,1,0,0,0,0,0,0,0,0,7739
3925586,1547.27438431014,21,0,1,0,0,0,0,0,0,0,0,64655
16348899,1547.26374173126,19,1,1,0,0,0,0,0,0,0,0,132579
17408955,1547.1729495453,8,1,0,0,0,0,0,0,0,0,0,129203
17089708,1547.14970957491,21,5,4,0,0,0,0,0,0,0,0,74548
4527845,1547.09930537476,14,4,3,0,0,0,0,0,0,0,0,116452
10736721,1547.09766127029,5,0,0,0,0,0,0,0,0,0,0,173315
17205452,1547.0454765983,13,0,2,0,0,0,0,0,0,0,0,150849
8629193,1547.01419255302,367,10,10,0,0,0,0,0,0,0,0,23142
13733804,1547.00948604378,23,5,5,0,0,0,0,0,0,0,0,90611
14721101,1546.98389223705,8,2,2,0,0,0,0,0,0,0,0,54331
5185609,1546.93803742658,173,12,14,0,0,0,0,0,0,0,0,15856
15826073,1546.9376536545,99,27,29,0,0,0,0,0,0,0,0,101097
3388082,1546.92660508385,113,15,20,0,0,0,0,0,0,0,0,21556
18892382,1546.92217330717,4,0,1,0,0,0,0,0,0,0,0,178962
15296720,1546.83287278105,26,0,0,0,0,0,0,0,0,0,0,6445
13192231,1546.8085492703,65,8,9,0,0,0,0,0,0,0,0,81756
13010854,1546.65123050935,56,2,1,0,0,0,0,0,0,0,0,16043
7077648,1546.64047176878,6,1,1,0,0,0,0,0,0,0,0,187235
12280779,1546.51961309063,28,0,0,0,0,0,0,0,0,0,0,179379
12801054,1546.51845215521,31,4,4,0,0,0,0,0,0,0,0,18241
11254108,1546.5143270707,15,3,3,0,0,0,0,0,0,0,0,7253
10878651,1546.41930946532,98,15,14,0,0,0,0,0,0,0,0,82757
15436396,1546.4189154567,11,0,0,0,0,0,0,0,0,0,0,155176
11611290,1546.37881730295,90,16,19,0,0,0,0,0,0,0,0,454
19240318,1546.36136272068,59,1,2,0,0,0,0,0,0,0,0,1492
34655059,1546.34594034218,4,0,0,0,0,0,0,0,0,0,0,69742
17711382,1546.31077663443,96,13,9,0,0,0,0,0,0,0,0,66249
12116225,1546.27119305303,18,0,1,0,0,0,0,0,0,0,0,109271
2147829,1546.24855999504,16,1,0,0,0,0,0,0,0,0,0,105162
19009685,1546.22489206085,16,3,2,0,0,0,0,0,0,0,0,127675
14935293,1546.18480719539,25,8,10,0,0,0,0,0,0,0,0,174949
11658199,1546.16588533985,20,1,2,0,0,0,0,0,0,0,0,66816
25360601,1546.10207799785,3,0,0,0,0,0,0,0,0,0,0,23513
34049018,1546.08941147655,55,9,11,0,0,0,0,0,0,0,0,26089
19803174,1545.9801538488,5,0,0,0,0,0,0,0,0,0,0,1318
6888206,1545.97413661033,80,3,10,0,0,0,0,0,0,0,0,51236
18321104,1545.96736093883,222,2,4,0,0,0,0,0,0,0,0,125
9896317,1545.96665169667,17,0,0,0,0,0,0,0,0,0,0,73087
16333094,1545.94957166318,226,25,13,0,0,0,0,0,0,0,0,421
11424586,1545.94258530334,3,0,0,0,0,0,0,0,0,0,0,75
24014873,1545.89295933686,7,1,0,0,0,0,0,0,0,0,0,154915
8455034,1545.88380866163,40,0,0,0,0,0,0,0,0,0,0,26732
14898728,1545.80542255421,71,2,10,0,0,0,0,0,0,0,0,9145
23475587,1545.77773056341,16,2,5,0,0,0,0,0,0,0,0,178786
7158539,1545.73694855529,2,1,0,0,0,0,0,0,0,0,0,128591
21790935,1545.67888685772,4,2,1,0,0,0,0,0,0,0,0,96082
4470107,1545.6452020843,10,0,0,0,0,0,0,0,0,0,0,188684
30771147,1545.55388199368,62,7,3,0,0,0,0,0,0,0,0,8792
29365787,1545.46104406618,2,1,0,0,0,0,0,0,0,0,0,186172
15044350,1545.4386645126,734,36,38,0,0,0,0,0,0,0,0,1497
3060981,1545.4248207575,7,3,1,0,0,0,0,0,0,0,0,129225
21928232,1545.35931219,14,3,2,0,0,0,0,0,0,0,0,7209
14534809,1545.35751422885,32,1,3,0,0,0,0,0,0,0,0,86572
9873405,1545.32706862581,2,1,1,0,0,0,0,0,0,0,0,148239
13448632,1545.29520242868,42,0,0,0,0,0,0,0,0,0,0,23007
18617305,1545.27369715046,21,0,0,0,0,0,0,0,0,0,0,129117
15183579,1545.27243636138,28,0,0,0,0,0,0,0,0,0,0,23248
13210616,1545.26201626857,148,5,6,0,0,0,0,0,0,0,0,6544
12552777,1545.19273393808,493,33,42,0,0,0,0,0,0,0,0,12
1235015,1545.1882554254,16,0,1,0,0,0,0,0,0,0,0,130813
14494253,1545.06053196866,2,1,1,0,0,0,0,0,0,0,0,154180
31719132,1545.05768063225,3,2,0,0,0,0,0,0,0,0,0,93714
13683622,1545.05578631681,6,3,1,0,0,0,0,0,0,0,0,164475
2073320,1545.05499904591,9,0,0,0,0,0,0,0,0,0,0,158309
17551820,1545.02789357814,14,5,1,0,0,0,0,0,0,0,0,133482
33440215,1545.02393188991,50,21,11,0,0,0,0,0,0,0,0,370
4009916,1544.98916804832,79,1,3,0,0,0,0,0,0,0,0,58038
26749718,1544.91263690928,5,3,1,0,0,0,0,0,0,0,0,126031
8057369,1544.88479690084,61,6,18,0,0,0,0,0,0,0,0,9207
15961784,1544.84636815378,393,43,55,0,0,0,0,0,0,0,0,849
16652834,1544.8448126632,21,0,0,0,0,0,0,0,0,0,0,92207
9400702,1544.84242538253,235,6,8,0,0,0,0,0,0,0,0,2697
14266814,1544.75546930847,10,5,3,0,0,0,0,0,0,0,0,17117
12627377,1544.7476049976,37,2,4,0,0,0,0,0,0,0,0,3784
14618957,1544.68488938666,4,2,0,0,0,0,0,0,0,0,0,31473
10702235,1544.64404304029,14,2,1,0,0,0,0,0,0,0,0,33388
17621958,1544.63240955454,9,4,1,0,0,0,0,0,0,0,0,126471
16019972,1544.61766323758,130,8,3,0,0,0,0,0,0,0,0,668
11496364,1544.51744925245,3,0,0,0,0,0,0,0,0,0,0,112665
15085862,1544.29344041016,11,1,1,0,0,0,0,0,0,0,0,155176
12994562,1544.28387277128,33,3,5,0,0,0,0,0,0,0,0,112227
5515943,1544.27131000298,43,2,7,0,0,0,0,0,0,0,0,120645
16095174,1544.26603333776,9,0,0,0,0,0,0,0,0,0,0,129486
26087021,1544.25323182793,17,0,1,0,0,0,0,0,0,0,0,5211
15352147,1544.24413102171,12,0,0,0,0,0,0,0,0,0,0,66582
9620200,1544.19987110222,49,13,6,0,0,0,0,0,0,0,0,69897
12667420,1544.17487700479,15,5,1,0,0,0,0,0,0,0,0,9344
9126943,1544.15159517455,21,4,4,0,0,0,0,0,0,0,0,25932
23653554,1544.15088123142,9,0,2,0,0,0,0,0,0,0,0,168603
14866372,1544.14992368746,33,0,2,0,0,0,0,0,0,0,0,148936
27786752,1544.10578199838,15,0,0,0,0,0,0,0,0,0,0,163720
16304009,1544.07812840334,56,0,2,0,0,0,0,0,0,0,0,46948
4926661,1544.01334008255,49,14,15,0,0,0,0,0,0,0,0,83813
8812066,1543.96792521313,10,1,0,0,0,0,0,0,0,0,0,143276
7375508,1543.87788949477,3,0,0,0,0,0,0,0,0,0,0,132655
2623785,1543.87660036135,64,2,2,0,0,0,0,0,0,0,0,23508
25574904,1543.76600561816,2,0,2,0,0,0,0,0,0,0,0,189032
13580647,1543.73865855475,5,0,0,0,0,0,0,0,0,0,0,30325
25721168,1543.65812701642,7,3,2,0,0,0,0,0,0,0,0,138610
9087836,1543.64788273951,21,2,2,0,0,0,0,0,0,0,0,23415
16199365,1543.59689417856,271,17,8,0,0,0,0,0,0,0,0,936
11636332,1543.55575091722,12,3,1,0,0,0,0,0,0,0,0,24395
12868717,1543.47829824624,8,2,0,0,0,0,0,0,0,0,0,119045
15019357,1543.47155161258,9,0,0,0,0,0,0,0,0,0,0,75716
14111925,1543.46538776478,7,3,2,0,0,0,0,0,0,0,0,177215
11795963,1543.38954547133,7,0,0,0,0,0,0,0,0,0,0,141132
7080240,1543.23005540807,14,3,1,0,0,0,0,0,0,0,0,160857
35039100,1543.14605555462,2,1,1,0,0,0,0,0,0,0,0,120
15325434,1543.11615789677,78,4,2,0,0,0,0,0,0,0,0,51164
15282798,1543.03845445572,7,2,2,0,0,0,0,0,0,0,0,56661
21814773,1542.98107814168,6,0,3,0,0,0,0,0,0,0,0,134309
11753154,1542.97771463209,102,4,8,0,0,0,0,0,0,0,0,50211
15690410,1542.93726851409,201,13,15,0,0,0,0,0,0,0,0,940
11435075,1542.91059136793,6,1,0,0,0,0,0,0,0,0,0,109907
22693820,1542.89437441774,19,1,3,0,0,0,0,0,0,0,0,119307
9055236,1542.88716584865,4,2,1,0,0,0,0,0,0,0,0,7714
20167236,1542.86871610158,25,1,0,0,0,0,0,0,0,0,0,49986
10495781,1542.85228786038,1363,138,157,0,0,0,0,0,0,0,0,7
4300192,1542.82779578481,100,9,3,0,0,0,0,0,0,0,0,15606
13864821,1542.75011778709,14,0,2,0,0,0,0,0,0,0,0,3320
20997849,1542.7118550727,13,1,0,0,0,0,0,0,0,0,0,124254
20269375,1542.68393007407,18,3,1,0,0,0,0,0,0,0,0,13122
13729153,1542.64967344279,316,36,51,0,0,0,0,0,0,0,0,686
6002735,1542.6238797686,23,0,2,0,0,0,0,0,0,0,0,22939
6387858,1542.6198366635,18,0,0,0,0,0,0,0,0,0,0,183217
15099365,1542.52256119963,12,0,1,0,0,0,0,0,0,0,0,47546
4994598,1542.48487277064,19,1,3,0,0,0,0,0,0,0,0,178270
13933192,1542.47689496268,250,23,19,0,0,0,0,0,0,0,0,305
16238005,1542.45049677989,45,5,3,0,0,0,0,0,0,0,0,28518
12646484,1542.42672289804,6,2,2,0,0,0,0,0,0,0,0,157441
4752536,1542.41331776157,5,0,1,0,0,0,0,0,0,0,0,85223
15897957,1542.40328771388,4,1,1,0,0,0,0,0,0,0,0,59301
10326338,1542.39411933655,5,0,0,0,0,0,0,0,0,0,0,74033
11568110,1542.35943962577,6,0,0,0,0,0,0,0,0,0,0,153103
10147150,1542.35854286102,3,1,1,0,0,0,0,0,0,0,0,154262
17896478,1542.30246654042,159,14,13,0,0,0,0,0,0,0,0,13315
32673473,1542.27964285714,2,0,2,0,0,0,0,0,0,0,0,181571
34556112,1542.24391656354,5,0,0,0,0,0,0,0,0,0,0,14691
19951508,1542.22870266504,9,0,0,0,0,0,0,0,0,0,0,85483
17816605,1542.21239817319,8,0,0,0,0,0,0,0,0,0,0,166554
11390568,1542.2004933654,115,7,14,0,0,0,0,0,0,0,0,4600
20002588,1542.1759125715,14,0,0,0,0,0,0,0,0,0,0,101702
18656970,1542.17465074656,26,0,0,0,0,0,0,0,0,0,0,23248
11310668,1542.12389342277,19,0,0,0,0,0,0,0,0,0,0,16551
8636448,1542.1107175261,22,3,4,0,0,0,0,0,0,0,0,7114
3893786,1542.11059141235,2,0,1,0,0,0,0,0,0,0,0,176218
17617538,1542.06629078285,54,17,18,0,0,0,0,0,0,0,0,52525
7390726,1542.00769071512,22,0,0,0,0,0,0,0,0,0,0,143597
3093139,1541.97638041462,6,0,0,0,0,0,0,0,0,0,0,121324
19384155,1541.96887389412,2,0,0,0,0,0,0,0,0,0,0,176056
19738664,1541.94822022761,4,2,0,0,0,0,0,0,0,0,0,76713
9083516,1541.93047204332,311,24,36,0,0,0,0,0,0,0,0,753
18129836,1541.87696969573,22,0,0,0,0,0,0,0,0,0,0,90660
11012716,1541.86095605005,65,2,6,0,0,0,0,0,0,0,0,39879
14404023,1541.84699672043,32,0,3,0,0,0,0,0,0,0,0,50831
19149216,1541.80781606101,10,0,0,0,0,0,0,0,0,0,0,134647
19709173,1541.80466972071,9,0,0,0,0,0,0,0,0,0,0,183367
28286048,1541.75562693609,15,2,1,0,0,0,0,0,0,0,0,112309
10989649,1541.73476851857,49,1,0,0,0,0,0,0,0,0,0,100963
5770189,1541.71364626584,5,0,0,0,0,0,0,0,0,0,0,55882
20895943,1541.66259278872,4,2,1,0,0,0,0,0,0,0,0,179723
7001293,1541.64999316242,5,0,0,0,0,0,0,0,0,0,0,166590
12636534,1541.60846831424,22,2,1,0,0,0,0,0,0,0,0,114504
13962149,1541.60010062776,10,0,0,0,0,0,0,0,0,0,0,160841
15107940,1541.59081466353,113,6,11,0,0,0,0,0,0,0,0,1145
11362783,1541.56304440099,8,0,0,0,0,0,0,0,0,0,0,29811
7242804,1541.54221232069,7,2,1,0,0,0,0,0,0,0,0,144338
21180215,1541.48626920284,40,3,3,0,0,0,0,0,0,0,0,9187
9470279,1541.41412693536,6,2,2,0,0,0,0,0,0,0,0,158483
7724148,1541.37177062008,11,2,1,0,0,0,0,0,0,0,0,38709
10662278,1541.33330031426,60,1,3,0,0,0,0,0,0,0,0,58750
6425836,1541.21010492985,21,0,0,0,0,0,0,0,0,0,0,86572
17993736,1541.11943786769,54,16,9,0,0,0,0,0,0,0,0,101977
22862042,1541.09653574135,21,0,1,0,0,0,0,0,0,0,0,54378
11102760,1541.05404499631,8,2,3,0,0,0,0,0,0,0,0,189217
14347059,1540.92621101303,188,24,23,0,0,0,0,0,0,0,0,1401
10254772,1540.91424516782,10,1,1,0,0,0,0,0,0,0,0,75046
20394089,1540.9010611491,4,1,1,0,0,0,0,0,0,0,0,140344
13370107,1540.88524835217,14,3,2,0,0,0,0,0,0,0,0,89966
19919902,1540.84400918307,13,0,0,0,0,0,0,0,0,0,0,110040
15435703,1540.84357932298,42,3,0,0,0,0,0,0,0,0,0,75
16763369,1540.79358103615,22,0,2,0,0,0,0,0,0,0,0,46320
20697578,1540.77124130972,20,1,2,0,0,0,0,0,0,0,0,120384
23703444,1540.74218621855,79,4,5,0,0,0,0,0,0,0,0,1793
15092026,1540.70563656455,9,2,2,0,0,0,0,0,0,0,0,66294
17435097,1540.63769370524,3,2,0,0,0,0,0,0,0,0,0,40296
7819479,1540.55400859438,23,0,2,0,0,0,0,0,0,0,0,3815
18601910,1540.52227841899,5,3,0,0,0,0,0,0,0,0,0,118483
829779,1540.46337460352,33,5,3,0,0,0,0,0,0,0,0,163597
6888972,1540.44056633983,6,0,0,0,0,0,0,0,0,0,0,64800
3163106,1540.34591578446,200,10,15,0,0,0,0,0,0,0,0,1401
21508845,1540.28171987314,22,2,5,0,0,0,0,0,0,0,0,30099
31909339,1540.23992920009,64,4,8,0,0,0,0,0,0,0,0,4838
6995880,1540.20234192184,599,18,25,0,0,0,0,0,0,0,0,12875
5411474,1540.18784069287,11,3,1,0,0,0,0,0,0,0,0,26194
7593520,1540.168983252,8,1,1,0,0,0,0,0,0,0,0,129457
20601623,1540.1572053969,34,1,0,0,0,0,0,0,0,0,0,148255
21369528,1540.14941517717,3,0,1,0,0,0,0,0,0,0,0,69742
4909088,1540.12312651421,7,0,0,0,0,0,0,0,0,0,0,168994
13045647,1540.10939405646,1067,56,83,0,0,0,0,0,0,0,0,747
13277528,1540.05155552674,6,0,0,0,0,0,0,0,0,0,0,191899
7141760,1540.02447512679,71,1,0,0,0,0,0,0,0,0,0,6686
7817891,1540,2,1,1,0,0,0,0,0,0,0,0,154167
12275674,1539.99029998606,8,1,1,0,0,0,0,0,0,0,0,125112
16438017,1539.97989486977,43,3,0,0,0,0,0,0,0,0,0,15844
12540789,1539.94883666824,239,41,33,0,0,0,0,0,0,0,0,94
11456628,1539.94867714496,122,6,2,0,0,0,0,0,0,0,0,636
10562797,1539.94494494303,216,3,8,0,0,0,0,0,0,0,0,329
15909404,1539.94208769255,35,7,4,0,0,0,0,0,0,0,0,94580
9459839,1539.91862725575,5,2,2,0,0,0,0,0,0,0,0,115416
27217254,1539.91050751949,25,0,2,0,0,0,0,0,0,0,0,6597
8664033,1539.89487851692,15,0,0,0,0,0,0,0,0,0,0,3449
5549547,1539.87771404184,9,0,0,0,0,0,0,0,0,0,0,181243
15469245,1539.87398490966,36,5,5,0,0,0,0,0,0,0,0,830
2255558,1539.86979543383,22,0,1,0,0,0,0,0,0,0,0,122175
6411479,1539.73440048734,20,1,0,0,0,0,0,0,0,0,0,50738
12061283,1539.63736713092,38,3,1,0,0,0,0,0,0,0,0,19091
27907457,1539.39837977768,777,116,118,0,0,0,0,0,0,0,0,160
6918298,1539.33985563134,20,0,0,0,0,0,0,0,0,0,0,6346
6875638,1539.33229253811,139,6,13,0,0,0,0,0,0,0,0,4327
31414160,1539.3048671058,2,1,1,0,0,0,0,0,0,0,0,54004
24420054,1539.25383259088,7,0,0,0,0,0,0,0,0,0,0,59023
12491217,1539.2148082349,39,7,5,0,0,0,0,0,0,0,0,64530
5194834,1539.20989656199,3,0,0,0,0,0,0,0,0,0,0,375
14304464,1539.19247160278,17,7,6,0,0,0,0,0,0,0,0,27984
11610643,1539.17921034136,160,7,9,0,0,0,0,0,0,0,0,9102
18847055,1539.12970864009,14,2,1,0,0,0,0,0,0,0,0,176401
11941747,1539.12948141809,138,10,11,0,0,0,0,0,0,0,0,22325
12853728,1539.12513970111,13,3,2,0,0,0,0,0,0,0,0,22971
18231184,1539.05498370616,28,6,3,0,0,0,0,0,0,0,0,54549
8621203,1538.97855187672,6,2,3,0,0,0,0,0,0,0,0,172543
25927812,1538.97721620806,16,6,4,0,0,0,0,0,0,0,0,36677
18270142,1538.9533500531,3,0,0,0,0,0,0,0,0,0,0,41635
11700482,1538.9404177324,26,0,1,0,0,0,0,0,0,0,0,128286
20584384,1538.91031421084,72,6,6,0,0,0,0,0,0,0,0,33938
14367839,1538.89575098503,349,45,56,0,0,0,0,0,0,0,0,1404
