"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","11th","12th","13th","14th","15th","16th","17th","18th","19th","20th","Lag"
10907826,1519.41176470588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
14146602,1519.38632964088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
18766704,1519.28149672511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
15745271,1519.26843280985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
6399568,1519.08979222788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
9532453,1519.0669206648,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
9505673,1519.05678454588,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
13778217,1519.00977519515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
7403461,1518.62476811301,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
15086625,1518.48916720779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
14388839,1518.18632964088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
14309415,1518.16398651527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
4420014,1518.14620613579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
24270105,1518.1349519025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
8909292,1518.05921170355,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
3339073,1518.04894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
8923608,1518.01383572736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2522197,1518.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15441612,1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
19161909,1517.96167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
18359137,1517.90320697868,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
11443437,1517.88893693805,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10157694,1517.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
13335554,1517.69485072871,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
5009715,1517.50795302701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
16679145,1517.48686547645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
4039647,1517.36162603575,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
13590024,1517.31399767829,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
17293204,1517.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
13714351,1517.125575667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
6420308,1517.02226586952,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
14454744,1516.86168786724,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
25306176,1516.82752481711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
19022623,1516.66666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
10459580,1516.66398651527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
10997439,1516.55414267079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
13203886,1516.46167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
19236425,1516.16818415777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
4464845,1516.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
11646616,1515.88949579832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
10040931,1515.88235294118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
11840611,1515.7475803489,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
9955635,1515.73898690511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
10674817,1515.63202435065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
16052525,1515.50884349843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
8218190,1515.50562389648,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
7722566,1515.39446693271,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
25785218,1515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
5907911,1514.98271852414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
8811633,1514.95002805296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
10199656,1514.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
12090610,1514.36268386074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
12811905,1514.3340797962,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
10204748,1514.31289352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
9930573,1514.01383572736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3257847,1513.66398651527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
13880438,1513.53082152041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
12544805,1513.38632964088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
13736991,1513.34674854367,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12395652,1513.18249685553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
3594368,1513.08869589161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
19857248,1512.99209475964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
22610959,1512.88184404796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
12981253,1512.59219474802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
10956506,1512.42223206618,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
15441720,1512.21214020173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
9364519,1511.96167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
10415929,1511.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
12431599,1511.76251136621,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
1893953,1511.61893346791,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
14674958,1511.55279954239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
12942719,1511.32073594485,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3191010,1511.30466046379,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
19903338,1511.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
13805949,1511.21044761869,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7749333,1511.16924981391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
6585939,1511.15499878368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
12443104,1511.03071616605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9391047,1510.89345888305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
12674517,1510.81112986318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
16910637,1510.69700423842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
18296925,1510.54894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
15646924,1510.4907337524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
4765619,1510.46420525273,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10565596,1510.46167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
17958667,1510.23411822371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
9285180,1510.12831428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
12450467,1510.02470119082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
14024170,1510.01383572736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
11461810,1510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
20094192,1510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
4582149,1510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
21606617,1510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
11551991,1510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
12877460,1509.91773863636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
5479741,1509.87994664392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
9250996,1509.76955876758,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
10678230,1509.71167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
10562797,1509.57477756437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
19940169,1509.20522514395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
16288992,1509.1452925564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
6934191,1509.04894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
18212788,1508.96167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3628613,1508.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
23592892,1508.59950693306,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
8264319,1508.55414709557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
8120040,1508.26226664138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
10853878,1508.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
9659805,1508.13671743583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
12654242,1507.99710404684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
17563939,1507.9605206703,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
11511783,1507.82804791305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
10716391,1507.74590467154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
12098722,1507.46167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2282145,1507.44183665457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
20249211,1507.1465246724,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
11222462,1507.06059577922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
13238121,1506.485277375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
9845103,1506.3056994828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10976433,1506.27807426766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
11120124,1506.07110294376,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9024028,1506.04894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
9697769,1506.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
18004953,1505.96167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
17469191,1505.89980802117,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
6145000,1505.88893693805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10956448,1505.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
12902475,1505.61873360832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
8203119,1505.55436629998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
5850031,1505.38184625608,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
11526714,1504.95939294898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
9512538,1504.95002805296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
12957438,1504.31041547654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
8779023,1504.30005228964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
16637348,1504.26843280985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
18746007,1504.25115133399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
13029223,1504.22431829069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
23213150,1504.20345292208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
19075364,1504.16086205045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
9975427,1503.92790125205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
10384720,1503.71167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
15214826,1503.69183665457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
12728145,1503.6407116303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
2492226,1503.52941176471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
11753012,1503.33333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
11134074,1503.22080933745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
9008727,1503.16376053168,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4009916,1502.98137097096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
13197403,1502.96167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
4533507,1502.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
19890921,1502.80772118684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
3372322,1502.69424890127,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2295850,1502.68016722788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
5000924,1502.40872514395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
11258741,1502.36182784025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
10918400,1502.32203031162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
10382679,1502.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
9870879,1502.125575667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
3812276,1502.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
17766423,1501.94325869311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
14684430,1501.87236063598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
13342143,1501.68131457316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
20195782,1501.66268965228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
14290988,1501.55703195553,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27761185,1501.45327261939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
18906438,1501.19104577781,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
10981171,1501.00334899294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
5187207,1500.95243689294,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
11772019,1500.88566264395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12204360,1500.87718583024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
3149395,1500.4563845073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
15754716,1500.40849707905,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12920831,1500.3440083336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
15195364,1500.20801106014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
13795588,1500.04894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
14817468,1500.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10049665,1500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
14489248,1500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
11726139,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
6080956,1499.88794641098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
13205755,1499.82197115624,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6936275,1499.68466767426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
4751678,1499.45801200535,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
10168682,1499.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
17998941,1498.59612976225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
15516059,1498.54134439347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
12710265,1498.52341983631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
14964749,1497.91384880357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
18327574,1497.83986138128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
14353255,1497.78632964088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
12899970,1497.77013516433,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
13706184,1497.70664569623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
15103117,1497.32400616425,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2198995,1497.27272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
9872563,1497.19915816456,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
15984499,1497.04730503689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
5167225,1496.79498095238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
25087875,1496.66666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
11157009,1496.65067422315,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
16006269,1496.55414267079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
14073932,1496.54661331059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
7652852,1496.47058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
15592469,1496.44798395068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
914908,1496.38249685553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
16218750,1496.26948008987,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
19282411,1496.17848056745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
5208892,1496.10181429553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
6221425,1496.09957588433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
7111118,1496.01306836461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6530182,1495.90435014395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
14926302,1495.73898690511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
18556796,1495.72862371821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
20328099,1495.69700423842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
2984074,1495.67411947897,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
10997421,1495.65288971926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
21180640,1495.55657116229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
6829148,1495.54894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
18587902,1495.5197172533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
12437546,1495.44933760516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
11320627,1495.43011814624,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
12407531,1495.36552509947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
25129957,1495.23054058254,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
21201859,1495.19646896568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
12067984,1495.06928305887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
10882967,1495.05670594643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
12195391,1494.95002805296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
6482909,1494.72018673512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
16626263,1494.71302521008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
2482226,1494.70588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
27234119,1494.47372356991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
11359985,1494.45804231044,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
12809303,1494.4125713382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
8570559,1494.40994239953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
3148418,1494.3056994828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
4801735,1494.04894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
21261842,1494.0237273451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
10212942,1494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
20054960,1493.89171786124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
14174951,1493.88893693805,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10487020,1493.75060174019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
10586760,1493.55414709557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
13179722,1493.21167316024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
9489702,1493.13105860948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
18365259,1493.09126108085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
12274556,1492.91229222788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10685608,1492.87792407557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
12000291,1492.77488149351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
15975275,1492.7281436067,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
14261342,1492.54894096342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
