"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","11th","12th","13th","14th","15th","16th","Lag"
13845312,1482.99725420779,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428
10586426,1482.99107488709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50673
17630593,1482.98491924431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734
18151493,1482.97258649132,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27579
17867471,1482.96281497162,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28568
6465811,1482.84825964117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30500
27277958,1482.83300193852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
16466999,1482.8279786035,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53958
13836587,1482.82597124066,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32362
12626424,1482.81165860376,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50242
21820489,1482.77211663908,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47076
10007738,1482.76926474896,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25929
15222223,1482.68384264467,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40486
25025133,1482.67226424701,270,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
18499824,1482.65419227858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
11814604,1482.65282315126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8941
16978626,1482.61260916451,61,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213
14848176,1482.60162447262,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598
17117482,1482.56971012042,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456
12086593,1482.56064738863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658
1290867,1482.52947978676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5581
19299326,1482.50873749121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33149
30158805,1482.49254308878,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39170
13958613,1482.47720503003,19,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7067
20634275,1482.4708634075,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
13060004,1482.41017840777,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
14647263,1482.38507698324,111,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430
20750682,1482.33875527158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
8039426,1482.30645331644,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45064
9890753,1482.25204885103,54,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774
6437591,1482.25006413138,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17172
16551148,1482.12987927542,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
30189313,1482.09112862045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47958
18670029,1482.09051062729,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53384
20672564,1482.05116244906,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457
5541443,1482.02459418329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
20956348,1482.02280546653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312
19589196,1482.00244830517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
6674955,1481.99511445988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14237
10800278,1481.93905089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53321
4956099,1481.83108653233,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37254
15297611,1481.81752127013,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37354
30426362,1481.80810063537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22043
16855996,1481.80607030222,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493
11342324,1481.7748835477,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12569
1558603,1481.74164114598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22593
24138630,1481.73344072597,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14758
14067227,1481.72656433561,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35715
14828454,1481.69464265091,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23685
3741057,1481.6567548976,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47939
22624380,1481.65659132726,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50082
22295165,1481.61685178822,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51920
7521711,1481.60921871569,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39817
11581013,1481.5887832987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665
10238090,1481.58451363374,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54425
16470989,1481.58163749516,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10718
16464944,1481.5025026619,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47179
10649224,1481.49025684208,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37564
8624493,1481.48129178021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47076
20512411,1481.43649493529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30500
10526247,1481.40177676699,61,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189
26210230,1481.39882631931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20952
17163314,1481.31969888879,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20568
18210753,1481.31263461993,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22403
17018207,1481.29333342747,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51419
31130380,1481.24342657446,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8139
10818834,1481.16665592371,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30830
10662566,1481.16595399077,60,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658
26857159,1481.16138559685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973
9746556,1481.08015763992,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48574
20094192,1480.98318613788,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32711
16485088,1480.94925490295,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223
21909008,1480.89620544698,57,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234
17370899,1480.88318494935,148,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106
25350735,1480.87955601535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
12677317,1480.77075038784,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38145
13255567,1480.70374836882,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482
8299277,1480.69424440278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367
17493320,1480.67605886316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31895
760389,1480.6562786639,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54472
12902420,1480.6328362907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036
10951913,1480.60064002335,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296
30086643,1480.58464565608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26454
16476246,1480.56669993434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701
17257572,1480.5138670862,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47179
13882595,1480.48085255619,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15305
14749149,1480.41020491157,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12692
7236907,1480.39161889201,42,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
12604372,1480.36785013659,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908
11414644,1480.32224713893,66,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24508
23512223,1480.32061124964,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25639
10508401,1480.31720412333,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42623
19613586,1480.29800517087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50235
16852359,1480.20956575512,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035
7685230,1480.19576129092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162
12531484,1480.18824512877,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20070
10349329,1480.16540684728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54531
23757842,1480.06500828672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33566
15475154,1480.06214138063,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43982
8310156,1480.04080322089,58,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30314
12968362,1480.02668337292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27432
22563312,1479.99414650596,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39967
10662278,1479.97297122818,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
9804008,1479.94418986111,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43006
13319554,1479.89678626147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45027
6121117,1479.89109682101,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36846
16270685,1479.84571073285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50083
11047052,1479.82763594892,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45057
28284491,1479.82754199468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38767
15863970,1479.79019829352,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14728
895581,1479.78242640783,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29803
7990368,1479.76997581056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36882
13396819,1479.72869360419,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37315
16157298,1479.71608222217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48682
18701773,1479.70157250368,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411
11357207,1479.69271073285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50083
20705501,1479.69005570703,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55009
14237088,1479.5974263455,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30311
14211662,1479.57085380846,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40282
8479338,1479.54464406546,18,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17357
14127164,1479.52437425553,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47821
22524047,1479.50880681218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781
21244860,1479.44707734107,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5897
15448155,1479.44023582835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19337
13485008,1479.39784969871,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30113
12466923,1479.34857278506,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19661
10445274,1479.30441810485,20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20870
17513907,1479.28315359043,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47556
19247276,1479.28012817369,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47076
9629457,1479.25333975493,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23184
17851909,1479.23371073285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50083
13262854,1479.20400831486,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50149
7072337,1479.1063168423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39382
12683342,1479.09852305288,32,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15127
7563700,1479.08318640335,40,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16277
17711382,1479.08172142947,54,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
12461612,1479.06177800313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54682
18124082,1479.03308941095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23944
9834623,1479.00701776405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10258
13255728,1478.97807293091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14186
8249051,1478.97788707684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
12868917,1478.9611101358,107,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10018024,1478.91467240001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30835
11328178,1478.90569547634,56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273
23578287,1478.8588163343,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47062
7735611,1478.85731645047,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36829
13864975,1478.83293857259,81,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630
10105607,1478.78904070815,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40023
20292277,1478.78649938013,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9904
12991570,1478.70732089782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36593
11503939,1478.66338018014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44360
11025299,1478.66216672176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52365
16246056,1478.63376547935,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
16407150,1478.6211440663,73,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
16802633,1478.57441309842,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8173
27168737,1478.54564221967,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10375
20862740,1478.54419172527,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20963
20364286,1478.52291460865,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37985
14571919,1478.52157733546,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44728
18663747,1478.51401886566,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11790
10461118,1478.50706854961,38,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16885
12375474,1478.49875032326,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36772
7329917,1478.38655209508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367
14393452,1478.37959989198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40026
16644505,1478.37839364892,152,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
10158490,1478.36047204588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
16876156,1478.35463314509,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49904
18311092,1478.35347714043,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30840
11631473,1478.34808192017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19071
19294770,1478.34118934485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42498
18389558,1478.31769914385,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916
18881955,1478.22586152742,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932
10401195,1478.19338243326,126,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045440,1478.17826750919,79,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37604
10655162,1478.17053907406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
17163162,1478.16966079526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430
16220194,1478.16192385728,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981
19674659,1478.12927897441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
8601970,1478.07063357879,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42717
9570455,1478.04354544801,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20073
8070299,1478.03317227445,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15781
14188713,1477.96180487827,54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17016
11993841,1477.91125400255,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092
21747765,1477.85694549569,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53995
11712974,1477.80035000679,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42873
17175586,1477.79083187525,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35333
4988162,1477.79026924651,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14728
20161586,1477.73220365534,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12450
13282358,1477.7131885967,20,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145
16907195,1477.68468933495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5129
7502118,1477.67344914512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
21451264,1477.58827685586,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42708
13334570,1477.55678202897,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44940
12458770,1477.54014484775,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54207
9550261,1477.53435572739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49795
17075306,1477.48909736438,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290
14066101,1477.48300893073,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572
12743021,1477.42311819016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30501
2611813,1477.38998501991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19062
1639250,1477.35043405822,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46126
18382591,1477.33843428707,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40461
8672703,1477.31797160974,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272
24097041,1477.31017704983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45188
7433950,1477.29991700592,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12858
17674793,1477.29594564108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
25596252,1477.29590138777,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240
19918195,1477.24829249017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44720
19435985,1477.23995396809,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40198
29809625,1477.22484850839,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666
21101695,1477.21648772726,93,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
15492424,1477.21543387794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
10615940,1477.20904036109,20,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3011
11444694,1477.18830943474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
21346814,1477.16389059989,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55886
18657852,1477.12763401294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40066
14659736,1477.12466606507,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49745
11342558,1477.12354387822,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12887
8799923,1477.09320558978,60,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31991
21545273,1477.07844664898,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7539
10650901,1477.04400816279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54402
25842028,1477.02986641504,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30041
17764670,1477.02677838231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
12240441,1476.96886618663,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15797
12832163,1476.94500293853,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7539
21426275,1476.93586052058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50990
6810671,1476.91948800101,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21576
15332090,1476.90657431269,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11591
18906438,1476.88098557397,42,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293
26452886,1476.81732754577,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15427
20203412,1476.81243948211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
24232404,1476.81243050425,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371
8811107,1476.79939854699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997
21374391,1476.78957190192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12883
20238467,1476.75854601237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49210
9633566,1476.75594640413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13275
3972977,1476.75084367638,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51768
15151447,1476.68471100931,36,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30113
7856835,1476.67194088727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8711
21402181,1476.6328362907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036
10941887,1476.62000537692,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448
16620837,1476.57662432899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56490
23472335,1476.54950823062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12633
17130840,1476.54591463558,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9275
15056040,1476.52841097718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
22643986,1476.49545745958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19488
6051693,1476.47099822989,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29894
12387411,1476.46751055175,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187
15771173,1476.43775618938,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099
7513571,1476.43395695135,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27110
17299001,1476.3705667327,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
18699492,1476.31243267601,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52363
14131799,1476.29940334359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
8987016,1476.26359904805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52139
16234712,1476.26218329857,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29273
7798349,1476.24161151097,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32930
5454621,1476.20701267857,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
10852296,1476.18582542557,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43244
8955826,1476.1522297318,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
11820235,1476.121828096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40032
19673927,1476.11528818192,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33566
5404711,1476.07885978739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367
17246706,1476.07094215114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27081
14312709,1476.04585448288,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53271
13594983,1476.01765205654,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30556
7079684,1475.98919175089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54150
9631365,1475.97281486069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48054
18927066,1475.94428086477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20952
20073414,1475.94219434194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54023
12292281,1475.86346625408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696
10842499,1475.8406501546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
23997581,1475.8187712099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48327
11629570,1475.80155860666,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
8242458,1475.79370805721,140,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4206
26931966,1475.76821087724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18067
3984458,1475.72880560982,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717
11978471,1475.71820869883,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246
19430137,1475.68236443311,182,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
9645613,1475.66616252391,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10106
9931020,1475.58632827296,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810
14151126,1475.53654214642,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39152
6251591,1475.5350062235,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
14658987,1475.48575124866,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
17442109,1475.47558937209,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7862
21687039,1475.44172575563,15,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592
14658319,1475.38337280924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
