"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","11th","12th","13th","14th","15th","16th","Lag"
1981187,1549.42977972324,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40894
21081596,1549.41630214989,34,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46810
9892196,1549.35933237318,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6805
16652834,1549.08182472739,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48121
12272964,1549.06227638075,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49536
11478895,1549.00002580337,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12633
31863550,1548.96597030479,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250
6223734,1548.96379043269,53,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
21318579,1548.96117238514,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8771
12152083,1548.79478559528,44,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14290
6447505,1548.7537505639,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55145
17805848,1548.7342565328,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14336
2154499,1548.56130223658,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50237
12696002,1548.49826948641,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881
1389663,1548.46213492298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096
24442298,1548.45777413448,52,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837
11709857,1548.40317352749,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50800
16765319,1548.3918151794,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26340
8934041,1548.14568647095,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17809
13053437,1548.12434225016,44,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37421
13565116,1548.09646455657,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12263
10131469,1548.04971281379,124,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10487
9300293,1548.02844728592,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26815
16239836,1547.93555564569,70,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014
8948585,1547.83707495242,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30555
17073008,1547.80159119407,42,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13443
7145125,1547.79950019577,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24688
7329177,1547.79906711445,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7547
17363709,1547.77390970568,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063
20864743,1547.75116267992,23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28954
12305377,1547.75037493715,20,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932
13729153,1547.69923386971,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
23598149,1547.60855218327,46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446
11509631,1547.59934681298,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39382
6545407,1547.50930220077,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46505
8712569,1547.46957933035,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855
9539163,1547.3551263495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17013
1928230,1547.19973739176,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8419
10736721,1547.09766127029,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37226
17205452,1547.0454765983,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14760
18892382,1546.92217330717,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42873
7077648,1546.64047176878,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51146
12280779,1546.51961309063,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43290
13858681,1546.51590175541,92,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508
15436396,1546.4189154567,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19087
21065695,1546.30779786535,38,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37146
19755259,1546.19072138624,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57061
14935293,1546.18480719539,25,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38860
24014873,1545.89295933686,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18826
10077132,1545.86064246606,74,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
4859362,1545.82603903309,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
467843,1545.82452247307,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29194
23475587,1545.77773056341,16,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42697
4470107,1545.6452020843,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52595
13626098,1545.60184639176,422,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
19994316,1545.5330696019,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30103
29365787,1545.46104406618,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50083
15672460,1545.41037934065,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48459
22938485,1545.35861237349,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500
9873405,1545.32706862581,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12150
17033632,1545.15492896485,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18732
14494253,1545.06053196866,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18091
13683622,1545.05578631681,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28386
2073320,1545.05499904591,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22220
13294871,1545,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34411
15769399,1544.99663658775,101,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561
4593498,1544.97191714032,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
13799103,1544.83297454745,14,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7535
19501020,1544.80940374026,46,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516
8441074,1544.78375854372,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37349
13408614,1544.70606036024,21,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48715
10780587,1544.4906874783,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10534
18792902,1544.40853699565,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55364
673549,1544.35628613572,58,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
11235610,1544.34736414628,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6606
25766290,1544.34217161425,50,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812
15085862,1544.29344041016,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19087
21928232,1544.25460098656,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40559
5071434,1544.21315342038,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
23653554,1544.15088123142,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32514
14866372,1544.14992368746,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12847
11390112,1544.14377246637,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45615
18004953,1544.13787802821,135,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908
18129836,1544.11285605977,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38457
27786752,1544.10578199838,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27631
14264961,1544.06413333491,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22022
5364823,1544.05713311752,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682
8812066,1543.96792521313,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187
16196404,1543.93937347381,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421
4279650,1543.91167273774,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31923
13626555,1543.8134301589,26,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989
13168997,1543.77612770175,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196
25574904,1543.76600561816,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52943
14844019,1543.74793663997,57,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7327
25721168,1543.65812701642,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521
21586994,1543.58240206272,222,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
17178329,1543.49610419234,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27503
14111925,1543.46538776478,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41126
11076829,1543.39057207002,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
11795963,1543.38954547133,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043
18557665,1543.2357476124,79,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
20199297,1543.23430842929,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50673
7080240,1543.23005540807,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24768
12301388,1543.22627420575,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
13789292,1543.19624506723,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29827
10640078,1543.07145455387,60,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770
19572472,1542.99718140613,155,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23060
15731161,1542.8920865074,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13749
13196536,1542.87994545431,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47718
13687141,1542.79328614487,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
9924464,1542.74002996675,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
8296795,1542.69052726871,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410
6387858,1542.6198366635,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47128
20443617,1542.60019500182,59,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189
20485889,1542.58325441373,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13144
15300480,1542.55613436747,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25261
4994598,1542.48487277064,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42181
8953852,1542.48006481184,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7774
14257870,1542.47383150984,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38682
12646484,1542.42672289804,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21352
18736170,1542.38117458266,71,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774
11568110,1542.35943962577,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17014
10147150,1542.35854286102,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18173
8550893,1542.34933944096,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54176
32673473,1542.27964285714,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45482
17816605,1542.21239817319,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30465
3893786,1542.11059141235,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40129
20508179,1542.04389613682,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30314
7390726,1542.00769071512,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7508
14798338,1541.9869571126,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104
19384155,1541.96887389412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39967
8455034,1541.95799099523,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57132
12967296,1541.93755572474,61,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355
19709173,1541.80466972071,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47278
20117644,1541.80309370136,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
14135953,1541.68854984162,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53675
19249761,1541.66357142211,35,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
20895943,1541.66259278872,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43634
7001293,1541.64999316242,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30501
6013533,1541.64634838419,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48048
603925,1541.64483363939,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8097
21521707,1541.62328775148,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239
13962149,1541.60010062776,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24752
6386735,1541.55027545433,498,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
7242804,1541.54221232069,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8249
5104320,1541.51669510002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
14666725,1541.4610978477,74,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
10709970,1541.41552798393,58,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30169
9470279,1541.41412693536,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22394
7593520,1541.26643244247,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354
11102760,1541.05404499631,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53128
3594368,1541.01235192097,382,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
12471020,1540.92065919078,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
20394089,1540.9010611491,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255
8135590,1540.88780168576,18,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8232
7781764,1540.81892060311,76,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39973
10162727,1540.77679626842,213,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852
12831353,1540.71386663407,76,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796
15387556,1540.70512889183,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32804
14294171,1540.70269171178,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
13237266,1540.67856048402,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
14336423,1540.66060577309,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043
13211728,1540.53815057332,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710
6391852,1540.51414737232,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24377
9070739,1540.49597863978,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32694
829779,1540.46337460352,33,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27508
4717462,1540.44982889867,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5054
1294891,1540.43271086967,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30163
6639059,1540.27224753063,24,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24668
11347991,1540.20824291803,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34062
10630304,1540.19149713491,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17254
12392386,1540.18470024366,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
20601623,1540.1572053969,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12166
4909088,1540.12312651421,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32905
17293204,1540.11704980112,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
11617600,1540.05517434874,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
13277528,1540.05155552674,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55810
20064531,1540.01847132315,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133
7817891,1540,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18078
6635816,1539.97696771091,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12751
19965793,1539.96934197556,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23724
18733683,1539.93279486444,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18869
579370,1539.92217626229,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758
8489588,1539.89574675419,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10075
5549547,1539.87771404184,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45154
9956596,1539.82771650173,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51195
23603422,1539.49928714844,37,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30168
19509622,1539.49353276097,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245
6784764,1539.43820684289,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922
6149947,1539.40831751913,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27330
10504284,1539.25528286615,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17712
17893380,1539.25461865477,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13443
18847055,1539.12970864009,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40312
19149216,1539.06251892266,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
12227975,1539.04415484478,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7615
8296269,1539.03557805717,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
8621203,1538.97855187672,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36454
11324949,1538.96707905697,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159
11068443,1538.81110898274,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
24704261,1538.49163729155,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40559
6234945,1538.32841920772,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55804
16036791,1538.22269831867,337,81,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849
22022420,1538.22170385547,23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11844371,1538.21787930521,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
11073207,1538.1556330664,64,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
8222366,1538.14614259731,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731
15811852,1538.12910571887,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926
9249465,1538.12680680414,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163
20217887,1538.10471233379,122,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637
4972114,1538.05849105392,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47278
14455082,1538.02980512706,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7535
10133455,1537.97242671746,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
14774930,1537.89709150937,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53126
21753287,1537.86320814741,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20810
9975242,1537.85903042238,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614
14387476,1537.83005383925,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30824
23840657,1537.67958855554,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52722
9186795,1537.6417087822,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28615
126144,1537.48631997121,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52128
8903870,1537.48574745496,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24636
13869921,1537.38746340774,101,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27485
15311532,1537.29602861029,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55168
17274052,1537.29398871608,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240
2909663,1537.29240792101,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12455
3770789,1537.26062013784,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5129
5352167,1537.25992290454,33,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26539
12619317,1537.21068422793,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15701
17863453,1537.17071242877,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22203
3859324,1537.1347589919,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855
15625697,1537.06950834621,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
11941747,1536.97194067792,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151
14463105,1536.90008112081,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16053
12064598,1536.8218983498,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43732
30222735,1536.74249150948,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9807
16866007,1536.73232548272,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15089
18118387,1536.65550776179,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
10085283,1536.62976768451,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29345
12632867,1536.60599630124,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5631
18659783,1536.59755624017,241,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178
480984,1536.56320245814,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32185
11969374,1536.55885409503,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40010
19697988,1536.50318729827,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53314
11116438,1536.50248644189,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49999
11251782,1536.41136215295,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563
10225377,1536.37741271066,23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21002
15253040,1536.24945687452,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37323
9527178,1536.07425960992,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13275
9796372,1536.0416337625,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20776
5904961,1536.01137974352,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51319
5837033,1535.81655011798,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32645
11811533,1535.74575501178,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7408
11983880,1535.71037392809,20,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33848
7564205,1535.66900582554,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17013
9285180,1535.56112634457,96,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12708
20876297,1535.38732710375,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52943
15167613,1535.33482427108,111,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
13684009,1535.3121532859,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48783
9436126,1535.30244807963,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755
4763906,1535.25795385082,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
12456827,1535.2304063654,16,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44239
17671153,1535.19125974182,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22070
6535559,1535.18502777095,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45604
8329753,1535.15300765799,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18766
15253616,1535.14128951945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174
5167225,1535.12728611569,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53541
6145220,1535.05953981767,39,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26763
16530678,1535.05897241533,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41735
22578886,1535.04830847171,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55101
6292234,1534.99548215781,59,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
12597975,1534.93109370758,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22772
8703188,1534.85560468559,51,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837
10289331,1534.77710791681,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043
8928890,1534.69865407176,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27109
19005591,1534.69119115042,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
28525064,1534.64639081997,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
17082379,1534.62614507468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32222
8057369,1534.59459711094,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33868
6452427,1534.58675014592,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268
5215955,1534.56649337755,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47124
7737438,1534.55765554945,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10104
32269245,1534.47633940886,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45080
15468475,1534.35837563998,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450
3636065,1534.19329858537,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51367
18508460,1534.1891819514,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19152
10249321,1534.14221689232,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38095
