"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","11th","12th","13th","14th","15th","16th","17th","18th","19th","20th","21th","22th","Lag"
14106450,3272.45546315921,493,161,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347
12408961,3255.16237671167,1501,650,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843
8472976,3151.22501163793,713,276,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
7562902,3100.64062706767,203,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347
4787150,3006.58523991397,180,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26494
7813296,3001.26258342614,813,187,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
1473890,3000.13249011446,625,200,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
11443437,2983.63203345457,2030,680,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173
2165650,2945.57857625791,1223,334,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
8116659,2943.03982762926,449,157,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6944
8640970,2890.8488479312,1120,225,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423
9405745,2870.56975640705,831,170,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
5199332,2864.27599432435,650,146,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
9694263,2843.82593874817,1121,236,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
10069909,2841.64156677546,575,107,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
2511839,2838.16947208334,933,226,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
7075211,2835.655152194,610,86,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
8007528,2829.81514646574,434,117,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841
16817965,2825.81496028927,640,144,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
10073635,2820.81770589456,229,57,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060
15173952,2806.81436499835,837,118,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513
3717598,2801.61479192923,385,77,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903
11794209,2797.33878885907,600,103,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060
6304246,2793.38520735577,420,98,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012
1906975,2788.39900096932,179,76,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487
19998548,2785.23264606038,639,165,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
13380270,2784.16989871259,800,106,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2546001,2782.93685456712,1001,172,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
1646397,2782.65373606872,527,97,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
11375105,2780.67458794,562,96,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
11399348,2767.91198669838,256,109,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694
8152145,2765.87285079868,452,110,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269
4581069,2765.51615256502,315,67,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17060
11091594,2761.2831895776,533,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4695
9052194,2760.0723095084,1030,199,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843
5645231,2754.60101617368,595,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
7787629,2752.80451637042,599,136,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33633
8443945,2747.61207184552,495,71,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17545
5339515,2747.00595444633,168,19,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291265,2734.95638953321,688,120,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589
9269034,2728.95015002476,612,101,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
4504101,2726.94056807907,123,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29615
124493,2723.19474075582,108,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421
4108547,2715.9851933989,626,77,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
4346274,2711.82430427415,320,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
12366071,2709.46636289556,197,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187
12779141,2704.60768810197,623,89,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526
10549880,2697.57213605669,454,64,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550
11552867,2696.1721284997,1170,187,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
6754508,2695.80026344075,514,68,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141
9712285,2694.36704263058,629,107,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
5447609,2692.48046434259,186,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58975
9719351,2691.59718877952,1187,144,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
8105138,2691.42865967402,209,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677
11375251,2689.00639696692,924,132,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128
9224078,2686.13357940389,193,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421
1876565,2682.85663420695,623,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701
7892320,2678.91641978874,664,119,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421
13300203,2677.73178647518,556,112,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
6327638,2676.7310853921,633,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886
9505131,2676.4733653436,240,55,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181
7333471,2674.89314838914,176,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
10056419,2669.44345343015,873,155,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274
1629553,2667.69968126669,134,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23417
10975777,2666.34190641716,307,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440
11592896,2662.64917227491,803,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949
2558286,2662.43817704568,528,120,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
5981005,2662.16880873057,187,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
11376152,2656.6899048723,975,196,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829
4734703,2655.51356228241,610,106,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428
4470775,2655.35978799709,316,58,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598
9938943,2651.2264123922,469,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
10092099,2647.60986039112,158,64,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4652
11215030,2642.28525472894,637,107,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120
1719471,2641.96346296469,263,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33613
8195473,2633.36049070396,338,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
16509171,2628.1899490373,381,126,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811
12959983,2619.16929616691,873,152,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
11684622,2618.32987121787,363,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526
2472609,2617.95440489969,365,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047
9961301,2617.48264575324,248,66,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500
3533958,2617.3533018015,587,62,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
13228917,2613.45517079894,406,74,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27561
11129034,2612.08993885489,1658,294,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
6619303,2611.46812138266,200,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57248
5033077,2610.26351848921,266,54,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
5413624,2610.14706691315,974,134,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
12434652,2609.35725348382,279,36,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3730848,2608.78336421359,699,76,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310
16288992,2608.39057959748,1285,243,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
7959945,2607.54477082652,340,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513
14970132,2603.39427647293,167,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
3149577,2602.47412480689,854,145,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
12736534,2598.79156628279,129,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736
6404027,2598.04217637332,431,61,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
11479551,2597.0816878443,470,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128
7802400,2596.98420884804,494,93,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
114017,2596.50880593993,1637,212,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
10676573,2591.43400893127,930,163,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
4830687,2589.11860173061,1110,123,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2932510,2586.22012303848,120,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085
10325072,2580.32620205747,1648,176,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
22461441,2578.74471172231,1040,298,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
7630971,2578.57100392982,123,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27099
2012453,2574.98869058988,368,86,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
2590257,2573.25136556532,339,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4876
6942259,2571.70855320961,497,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
15293080,2571.7001547749,416,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
4659319,2569.53395521655,358,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
3543130,2569.12587380074,293,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
12790479,2568.84429815936,127,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668
284905,2566.79863626891,132,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29726
8660293,2565.53368951183,315,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759
11380904,2565.08275619257,425,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5479
18092331,2563.54482407582,1386,289,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
4980135,2563.42586150728,656,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
6989615,2561.91378456038,509,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586
9265990,2555.70215805099,852,69,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
2323131,2553.43455619077,88,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
3765989,2552.66349614153,154,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29615
14919428,2551.8088516299,705,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
6090175,2550.95920707064,650,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
5472693,2549.81282530691,1502,234,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
7003293,2548.32843987445,133,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101465
3257847,2546.54929830635,1895,412,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785
11269055,2546.23896454989,945,59,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809
7027766,2546.10246758547,237,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4231
4253615,2545.88574158719,392,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688
10917620,2544.64154728074,796,129,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190
11367222,2543.51719577778,187,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421
9313951,2543.23714581865,719,176,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701
11553627,2536.20279486608,126,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47212
10717635,2535.45667652348,607,52,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
13108233,2533.16779257379,202,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843
3062998,2532.52445443854,166,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37380
10651106,2528.49721327483,1154,121,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
11198996,2527.58161981439,248,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340
12169267,2527.26911772256,132,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22476
7341183,2526.43520095031,119,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206
6093148,2525.80907575606,540,62,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841
5177569,2523.85848359172,411,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440
17272840,2521.95172892162,448,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
4663676,2519.01200169298,228,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179
14592820,2517.57644496358,1091,180,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
4715598,2516.98593332104,249,122,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956
7780605,2516.80549061521,519,83,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160
10463129,2516.36696622447,2148,383,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
14806365,2514.32864313799,959,131,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
14385814,2513.70982563651,723,110,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222
14035920,2513.47259569611,291,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
8359561,2511.77804112613,1419,244,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
11226645,2511.54177119579,429,88,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29602
6744123,2509.80489357858,642,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951
6830745,2508.45834165072,1434,254,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
4682646,2507.70883251451,147,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
11305398,2507.35252810775,446,111,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073
12941954,2507.02916023319,656,119,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
14169321,2505.94745073184,557,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
13767572,2502.99912796403,173,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
4981809,2502.42772143243,487,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
14215850,2496.04806101474,242,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003
12952320,2493.95978301265,118,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30017
5407620,2492.64487477546,487,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
10343292,2491.41695014244,734,140,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
2312106,2491.2372519997,783,59,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421
10077431,2490.75096743567,157,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903
139670,2490.10674762617,694,122,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824
6667041,2487.59007812303,139,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
11786864,2486.04464897725,1832,304,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
2917990,2485.85488268321,529,112,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047
7512553,2480.21344747334,116,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92065
6387149,2477.64452213559,689,82,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120
1355695,2476.92727047244,354,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265
10051720,2476.19208083476,467,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
11987104,2475.97298982544,403,72,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
12378737,2473.62324747521,271,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13753
14362480,2470.49843819994,195,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103805
4519494,2468.87026526056,726,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9113
10728620,2467.90297448333,1147,176,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
5370153,2467.29426086345,188,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50301
5403374,2464.95927444795,176,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688
8335950,2464.64146402714,140,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
13206785,2464.26096764172,492,63,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
3171691,2463.27742228055,124,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57217
8208289,2462.7128834993,465,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
14447878,2462.54954773558,1692,228,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265
11234706,2462.47280688153,1281,143,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4711
11921197,2461.55157155455,331,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222
11207004,2461.35203124207,288,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
13214651,2460.73635644346,576,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
9459674,2459.12294369643,1293,142,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
10909049,2458.84103794979,316,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
17476576,2458.71676669848,343,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11329
9993348,2458.04948326803,584,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
4852013,2457.11443863093,100,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
20461077,2456.30863408711,373,59,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598
4585186,2456.10636902823,275,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832
6295380,2455.49613155479,257,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
11940767,2454.88219165354,632,127,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
4540667,2453.00039175403,123,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886
251683,2452.88769349347,307,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27099
8698024,2451.66308841982,515,72,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11940
10592853,2450.99013755724,607,48,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782
8788058,2449.81983980717,661,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
13705417,2449.71847145973,425,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
11308471,2447.28812546315,543,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256
3345902,2446.86391844759,107,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37378
10322186,2441.70958631659,228,43,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
10434787,2440.37408183585,546,96,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
8274648,2439.94329877889,144,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33271
3995630,2439.72879674947,254,60,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
21338717,2438.60219241954,354,121,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
11345747,2438.20194720902,604,106,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11474
12147277,2438.08850369523,901,144,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
11106929,2436.48497480751,301,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32954
1501956,2436.23111972819,214,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11272
4733185,2435.10216972481,307,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
20501126,2435.10116720332,871,108,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
6671641,2434.59716476495,989,80,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822
11042418,2434.40738998892,212,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
10829419,2434.23657593297,368,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
15441612,2433.78172029839,4929,1159,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
12258658,2431.00608221419,194,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
12760743,2430.43692123649,198,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
7537133,2429.46525782746,710,64,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
8581210,2428.10613850885,750,162,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
3328742,2426.68132169607,165,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66959
7972980,2426.35020886404,327,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952
8799923,2424.37312530786,607,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
