"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","Lag"
14106450,3295.44322876058,446,147,89,0,0,0,0,946
12408961,3268.63105616271,1416,617,254,0,0,0,0,1575
7562902,3041.35407336309,175,48,35,0,0,0,0,1917
7813296,3021.52847352179,779,185,103,0,0,0,0,946
11443437,3021.14591851647,1982,669,387,0,0,0,0,223
8472976,2954.06636778086,492,170,117,0,0,0,0,127
2165650,2922.93578030533,1092,282,193,0,0,0,0,2831
8116659,2919.92622956698,424,147,61,0,0,0,0,1151
4787150,2913.46759973274,162,32,28,0,0,0,0,946
1473890,2905.34494253394,569,177,109,0,0,0,0,52
9694263,2894.03249964928,952,200,160,0,0,0,0,180
8007528,2875.65012624651,349,106,47,0,0,0,0,127
8640970,2863.90255073669,1034,194,189,0,0,0,0,625
9405745,2811.35530253955,751,141,83,0,0,0,0,323
3717598,2804.46414596361,360,69,62,0,0,0,0,2005
13380270,2804.28772937559,690,98,67,0,0,0,0,180
6304246,2803.92814276082,396,94,58,0,0,0,0,1961
15173952,2792.2743914044,776,111,92,0,0,0,0,3025
1906975,2790.03705389636,174,74,37,0,0,0,0,1789
2511839,2785.19299207084,868,203,154,0,0,0,0,946
12366071,2779.80224414748,190,26,30,0,0,0,0,6043
4581069,2764.22485855685,303,65,44,0,0,0,0,70
2546001,2760.94644530528,866,155,104,0,0,0,0,52
11375105,2756.47825329781,464,85,51,0,0,0,0,127
16817965,2755.94478090294,477,96,72,0,0,0,0,915
11399348,2752.92214662913,232,104,40,0,0,0,0,1668
7787629,2752.80451637042,599,136,96,0,0,0,0,5533
8152145,2750.13504531157,424,105,63,0,0,0,0,1511
11552867,2746.45850099605,1064,178,139,0,0,0,0,2142
5199332,2741.92760923285,526,113,90,0,0,0,0,1626
7075211,2737.80189168185,520,64,70,0,0,0,0,946
1646397,2735.43759502596,442,81,56,0,0,0,0,182
8443945,2732.97517598928,459,61,52,0,0,0,0,55
4504101,2726.94056807907,123,11,9,0,0,0,0,1515
5645231,2725.73333677101,555,65,67,0,0,0,0,946
10073635,2719.33749891695,182,48,37,0,0,0,0,9045
2291265,2717.49949562497,635,109,79,0,0,0,0,52
7892320,2713.88485151319,630,118,111,0,0,0,0,948
9269034,2713.28148530287,557,92,71,0,0,0,0,1626
9052194,2709.65363836401,946,186,142,0,0,0,0,946
8195473,2704.8258277945,323,67,50,0,0,0,0,2224
11091594,2700.59582089355,413,50,64,0,0,0,0,57
12779141,2698.17328376928,611,89,77,0,0,0,0,4834
5447609,2692.48046434259,186,41,32,0,0,0,0,30875
124493,2692.35409425214,101,21,22,0,0,0,0,38540
10069909,2687.45627371093,370,56,34,0,0,0,0,109
19998548,2686.8299944161,554,133,90,0,0,0,0,55
1876565,2679.1713939152,619,127,128,0,0,0,0,1077
10549880,2678.2746726815,414,56,43,0,0,0,0,182
2558286,2672.735877531,513,114,86,0,0,0,0,227
11794209,2667.01571981468,435,66,57,0,0,0,0,16
4108547,2659.89850673194,558,64,54,0,0,0,0,227
6327638,2652.0019226357,510,55,54,0,0,0,0,695
4734703,2650.67284621359,547,96,83,0,0,0,0,129
4830687,2646.64384785511,973,98,88,0,0,0,0,948
14970132,2646.44849268792,129,45,12,0,0,0,0,2831
1719471,2641.96346296469,263,52,53,0,0,0,0,5513
6754508,2641.84334532975,419,55,38,0,0,0,0,362
11129034,2638.50460520735,1527,279,258,0,0,0,0,76
11215030,2638.3679080507,597,100,87,0,0,0,0,1000
11592896,2635.9719310375,771,75,77,0,0,0,0,52
11479551,2634.12766046135,388,78,54,0,0,0,0,319
13300203,2626.40562008619,449,77,60,0,0,0,0,227
3533958,2620.38394267642,549,59,60,0,0,0,0,948
13228917,2617.81428150414,405,74,44,0,0,0,0,9280
9938943,2616.68273761583,419,80,47,0,0,0,0,127
11375251,2616.61945668909,704,96,71,0,0,0,0,109
9712285,2613.84852341232,523,86,83,0,0,0,0,2384
11684622,2611.67929303165,344,41,34,0,0,0,0,6362
6619303,2611.46812138266,200,13,8,0,0,0,0,29148
5981005,2610.9221385104,176,54,25,0,0,0,0,1022
10056419,2599.30109875045,724,122,75,0,0,0,0,110
18092331,2597.10956454078,1293,273,144,0,0,0,0,2224
11198996,2594.1870497876,229,38,39,0,0,0,0,11796
5339515,2591.23505232535,100,9,5,0,0,0,0,52
6404027,2586.4217547026,404,50,59,0,0,0,0,5607
16288992,2584.78259468012,1044,212,163,0,0,0,0,122
9505131,2583.70587693639,196,47,27,0,0,0,0,4391
12790479,2582.98715858335,126,31,16,0,0,0,0,4753
3149577,2580.89753230221,796,135,86,0,0,0,0,78
7959945,2580.08105766324,292,22,17,0,0,0,0,180
11269055,2578.34801879147,860,56,79,0,0,0,0,477
5033077,2577.97151804551,187,40,16,0,0,0,0,127
6989615,2577.37678534324,479,88,70,0,0,0,0,186
3730848,2571.35783016863,614,69,63,0,0,0,0,122
2472609,2570.58698024645,291,41,27,0,0,0,0,873
2932510,2567.6886934992,82,35,17,0,0,0,0,614
284905,2566.79863626891,132,17,13,0,0,0,0,1626
22461441,2565.22733889874,853,261,150,0,0,0,0,140
3543130,2562.88137586418,287,25,43,0,0,0,0,2908
4659319,2562.68128315549,315,31,29,0,0,0,0,1626
9224078,2560.0283685179,153,2,15,0,0,0,0,946
12959983,2556.62770782546,766,133,92,0,0,0,0,109
7341183,2553.26409116708,110,17,11,0,0,0,0,1917
3765989,2552.66349614153,154,26,26,0,0,0,0,1515
7003293,2548.32843987445,133,45,21,0,0,0,0,73365
9313951,2547.00130733129,683,170,130,0,0,0,0,3356
5177569,2546.98334837535,375,40,28,0,0,0,0,1511
11940767,2545.53421099607,544,119,58,0,0,0,0,1333
2590257,2544.76076143714,325,29,34,0,0,0,0,1174
7027766,2544.21759213961,233,32,23,0,0,0,0,1174
9719351,2543.88688216935,1024,110,106,0,0,0,0,52
11367222,2541.19312530106,152,26,13,0,0,0,0,330
8660293,2541.06380653831,291,44,39,0,0,0,0,974
10651106,2539.8593037651,910,99,93,0,0,0,0,304
2035254,2537.90628952673,321,38,34,0,0,0,0,695
7802400,2537.6211876952,397,73,38,0,0,0,0,1655
8208289,2536.51602963326,439,46,46,0,0,0,0,4991
11553627,2536.20279486608,126,12,9,0,0,0,0,19112
4470775,2534.27541538332,265,55,22,0,0,0,0,19649
3062998,2532.52445443854,166,12,18,0,0,0,0,9280
6090175,2530.95326820962,630,47,51,0,0,0,0,3025
10975777,2530.39675997152,248,34,29,0,0,0,0,310
2012453,2524.73847047949,318,73,51,0,0,0,0,1319
15293080,2523.55817513201,379,75,43,0,0,0,0,2144
11380904,2522.5611068003,384,57,48,0,0,0,0,596
4253615,2517.7569764812,320,16,23,0,0,0,0,328
4980135,2516.98887617381,460,65,53,0,0,0,0,50
8788058,2514.7375168695,628,65,72,0,0,0,0,227
10676573,2513.15313534756,757,131,89,0,0,0,0,122
9265990,2511.93253590091,790,59,66,0,0,0,0,2178
11226645,2511.54177119579,429,88,30,0,0,0,0,1502
10917620,2507.20470179168,764,115,71,0,0,0,0,11897
14919428,2506.11724553855,447,25,31,0,0,0,0,109
14806365,2505.77988518022,880,125,91,0,0,0,0,695
11376152,2504.32788777566,815,153,135,0,0,0,0,303
5413624,2502.48843084339,782,99,78,0,0,0,0,186
1629553,2500.61979752967,102,20,14,0,0,0,0,330
4981809,2499.63260885764,486,53,59,0,0,0,0,1465
2312106,2499.20479929318,658,51,63,0,0,0,0,110
10717635,2499.08186061187,557,45,50,0,0,0,0,330
7780605,2497.51945285366,477,72,49,0,0,0,0,330
8359561,2495.06764344734,1293,213,230,0,0,0,0,180
12952320,2493.95978301265,118,15,8,0,0,0,0,1917
14385814,2493.58194798953,704,99,84,0,0,0,0,1515
4852013,2489.51086775257,96,14,10,0,0,0,0,2277
13108233,2488.83519118291,174,25,19,0,0,0,0,180
5407620,2488.24147001135,456,32,37,0,0,0,0,9045
3995630,2487.53687250189,231,58,34,0,0,0,0,21283
7512553,2480.21344747334,116,54,22,0,0,0,0,63965
6942259,2478.4001224189,428,43,43,0,0,0,0,52
12378737,2477.48639446514,258,28,21,0,0,0,0,127
2917990,2476.12038241915,499,100,61,0,0,0,0,336
14169321,2474.78384157223,451,36,37,0,0,0,0,474
10325072,2473.75728464414,1385,145,111,0,0,0,0,48
8335950,2471.16245092313,132,31,20,0,0,0,0,5716
14362480,2470.49843819994,195,62,30,0,0,0,0,75705
8698024,2469.50566388991,484,72,48,0,0,0,0,227
6387149,2468.81601795897,637,74,99,0,0,0,0,1634
5370153,2467.29426086345,188,14,18,0,0,0,0,22201
139670,2466.32254388304,658,114,94,0,0,0,0,994
11234706,2464.55889260391,1174,125,124,0,0,0,0,109
3171691,2463.27742228055,124,33,19,0,0,0,0,29117
6404488,2462.92975298252,145,30,28,0,0,0,0,2136
14215850,2461.23910907994,181,25,13,0,0,0,0,127
16436446,2461.18963527704,611,122,68,0,0,0,0,1453
11308471,2460.93925858537,467,77,62,0,0,0,0,1024
11207004,2457.03274954335,283,32,25,0,0,0,0,5533
9993348,2456.87268376207,539,42,53,0,0,0,0,2142
10051720,2456.74241271202,430,27,34,0,0,0,0,1556
6744123,2455.12485577399,553,58,53,0,0,0,0,186
10343292,2452.46618610463,597,107,93,0,0,0,0,127
10463129,2450.62390781318,1870,333,245,0,0,0,0,303
4519494,2449.73736526555,609,35,44,0,0,0,0,186
3345902,2446.86391844759,107,6,13,0,0,0,0,9278
8802914,2446.28599330317,353,19,19,0,0,0,0,695
17476576,2445.85029090511,254,55,27,0,0,0,0,303
20461077,2442.98879001996,323,54,42,0,0,0,0,6872
11042418,2442.94871213923,209,27,19,0,0,0,0,2997
8274648,2439.94329877889,144,13,16,0,0,0,0,5171
12159899,2438.52387239453,131,11,18,0,0,0,0,2403
1825928,2438.06455820536,126,40,16,0,0,0,0,873
13767572,2437.72440340721,162,33,22,0,0,0,0,11605
11106929,2436.48497480751,301,28,41,0,0,0,0,4854
11921197,2435.89810724484,298,31,16,0,0,0,0,330
11987104,2435.17984261154,338,64,43,0,0,0,0,974
114017,2435.11319968174,1425,182,162,0,0,0,0,76
12258658,2432.22886007452,168,25,29,0,0,0,0,783
13705417,2431.35548082151,418,42,44,0,0,0,0,5808
6479616,2430.26416181903,317,53,45,0,0,0,0,723
4715598,2430.2228331771,165,80,58,0,0,0,0,251
3257847,2428.36819509445,1712,353,219,0,0,0,0,55
14097024,2428.20722095056,200,25,18,0,0,0,0,182
10728620,2427.89264786345,873,136,111,0,0,0,0,50
3328742,2426.68132169607,165,15,9,0,0,0,0,38859
14035920,2424.91345074435,204,26,20,0,0,0,0,9666
14592820,2424.08249056372,921,141,101,0,0,0,0,52
10760701,2423.05366567157,246,71,38,0,0,0,0,477
12714574,2420.13397784703,177,58,37,0,0,0,0,5365
7537133,2420.12885195601,662,61,68,0,0,0,0,596
7178423,2420.01148876418,118,16,14,0,0,0,0,9280
4301976,2418.91524271716,392,37,26,0,0,0,0,52
10504596,2418.86822227274,266,29,14,0,0,0,0,14167
7657831,2416.33831644599,247,63,48,0,0,0,0,4168
6093148,2413.1869067357,452,55,61,0,0,0,0,2081
5309981,2412.83372339471,1221,267,222,0,0,0,0,73
6585939,2412.73884771756,544,57,57,0,0,0,0,77
7333471,2411.85521885457,123,8,12,0,0,0,0,186
8581210,2410.10521284414,723,151,65,0,0,0,0,749
9513980,2409.48289603383,300,29,41,0,0,0,0,76
7630971,2408.97300971572,94,12,8,0,0,0,0,2350
1355695,2407.36606901248,323,14,19,0,0,0,0,127
10434787,2405.40897788986,507,91,53,0,0,0,0,981
251683,2404.86690314496,280,22,20,0,0,0,0,981
8084370,2404.849692583,284,39,40,0,0,0,0,138
1428455,2402.45929016954,147,57,28,0,0,0,0,39838
6671641,2401.75322085827,887,77,63,0,0,0,0,127
5774823,2400.52317081535,86,15,15,0,0,0,0,55699
11674122,2399.51546310055,254,51,36,0,0,0,0,98
10829419,2396.56630719745,302,21,24,0,0,0,0,873
10077431,2396.24516223586,148,15,21,0,0,0,0,25663
7010761,2395.13696695109,220,31,26,0,0,0,0,1034
9961301,2394.50630765569,187,38,44,0,0,0,0,2487
5425046,2393.99233077632,610,65,54,0,0,0,0,1828
9501251,2393.68121832858,494,61,41,0,0,0,0,32873
6867478,2392.77391220703,878,137,95,0,0,0,0,50
16509171,2390.25585767047,276,81,37,0,0,0,0,306
14447878,2388.93495305261,1522,210,203,0,0,0,0,109
12941954,2388.5006652761,508,95,87,0,0,0,0,57
8105138,2388.47330518315,108,8,17,0,0,0,0,915
11255340,2388.25347512322,1764,338,234,0,0,0,0,122
4346274,2386.36611308822,199,20,24,0,0,0,0,303
12736534,2384.30689855598,105,33,18,0,0,0,0,16
4540667,2380.31488361552,78,20,8,0,0,0,0,25689
12090610,2379.01126133056,1048,135,118,0,0,0,0,207
8275006,2378.93124693603,257,54,43,0,0,0,0,6362
2758279,2378.92369354726,374,39,33,0,0,0,0,304
4916057,2378.09057666569,83,14,7,0,0,0,0,2117
7972980,2377.14889031933,293,21,20,0,0,0,0,2142
9323821,2376.76566348793,1367,221,192,0,0,0,0,50
13214651,2375.72784198961,481,30,30,0,0,0,0,3706
9474976,2374.66406677075,255,26,37,0,0,0,0,37251
3674590,2374.66041663236,685,101,78,0,0,0,0,186
15441612,2374.63426636654,3735,865,727,0,0,0,0,57
11305398,2374.40284926865,315,74,36,0,0,0,0,722
11715109,2373.08552009309,452,44,29,0,0,0,0,206
7554753,2372.83630122913,95,22,15,0,0,0,0,41735
39828,2372.34447850503,109,9,7,0,0,0,0,3641
10592853,2372.10049654119,483,36,64,0,0,0,0,596
14800198,2371.5403898943,321,24,21,0,0,0,0,1527
11345747,2371.39286048901,521,84,66,0,0,0,0,470
15296550,2370.51831017413,637,117,78,0,0,0,0,16
4637369,2368.82220853963,351,75,62,0,0,0,0,15
11243772,2368.42244698935,449,74,65,0,0,0,0,326
9578404,2368.09977384693,238,28,19,0,0,0,0,50
4750008,2366.82324043765,99,13,10,0,0,0,0,330
12585048,2366.38425763147,160,12,14,0,0,0,0,5809
11786864,2365.7440915698,1579,250,185,0,0,0,0,307
20501126,2365.316975419,636,53,64,0,0,0,0,110
1501956,2364.99194975134,153,15,17,0,0,0,0,57
5791401,2363.83376522534,773,74,77,0,0,0,0,6058
13218204,2363.48627741072,631,68,62,0,0,0,0,109
12760743,2363.16503953676,178,35,31,0,0,0,0,11793
16320893,2363.0885623709,2021,400,262,0,0,0,0,138
4209818,2361.77108496812,232,21,23,0,0,0,0,4822
13206785,2361.30904864083,351,44,42,0,0,0,0,77
1818573,2358.53482297009,420,84,37,0,0,0,0,3025
6600930,2358.00319745662,141,6,7,0,0,0,0,2005
4585186,2357.32820818862,250,25,35,0,0,0,0,3028
10640486,2356.57390356901,142,5,9,0,0,0,0,695
4399129,2356.56764226418,574,111,98,0,0,0,0,61
2787415,2356.0237890837,349,22,18,0,0,0,0,109
10778261,2355.80453781372,90,27,19,0,0,0,0,8976
13709281,2355.54778472422,516,89,53,0,0,0,0,50
6667041,2355.53881859543,120,12,14,0,0,0,0,9091
11684952,2354.95500675731,363,49,38,0,0,0,0,1961
3068044,2354.59753676092,133,17,27,0,0,0,0,1917
9820792,2354.58710595356,246,30,24,0,0,0,0,109
12796317,2354.47346926557,181,40,22,0,0,0,0,1348
5472693,2352.94113313612,1214,188,115,0,0,0,0,80
14958380,2351.063323557,246,25,24,0,0,0,0,182
11388931,2349.92764866182,148,44,23,0,0,0,0,35384
5403374,2349.91488905934,139,21,8,0,0,0,0,328
1218895,2349.832852078,379,36,30,0,0,0,0,596
12179012,2349.50640244045,119,10,14,0,0,0,0,25643
13962152,2349.28783109951,201,32,27,0,0,0,0,50
4277702,2348.49566618283,148,31,26,0,0,0,0,38401
11405734,2348.46561871265,367,106,51,0,0,0,0,17269
4384207,2344.74804589437,90,10,7,0,0,0,0,35827
12904237,2343.74034850545,1243,144,72,0,0,0,0,695
12147277,2342.47320811645,826,121,115,0,0,0,0,695
9211924,2342.43744250327,342,25,15,0,0,0,0,695
16329318,2341.69868455977,164,35,27,0,0,0,0,2081
12260184,2341.63680126428,453,22,30,0,0,0,0,1285
16139008,2340.07577874393,218,18,24,0,0,0,0,8976
3635214,2336.56387727958,315,73,37,0,0,0,0,30
14040810,2335.06822702207,262,25,28,0,0,0,0,474
7701428,2334.52883868688,760,71,50,0,0,0,0,70
15803625,2333.94153885405,72,18,10,0,0,0,0,754
2000416,2333.92972618538,186,16,24,0,0,0,0,2358
6760007,2333.44707476018,126,22,25,0,0,0,0,32202
13065919,2332.91442317013,1228,337,184,0,0,0,0,33
10704796,2331.97762270185,189,32,26,0,0,0,0,1453
4733185,2331.8312449659,226,6,15,0,0,0,0,477
6399568,2330.77172662026,363,51,40,0,0,0,0,3028
5965797,2330.62835268185,120,25,24,0,0,0,0,11235
7810180,2330.58584917618,367,46,40,0,0,0,0,981
15592469,2330.54399829644,117,54,18,0,0,0,0,303
10792185,2328.25227999084,429,58,30,0,0,0,0,122
20988374,2327.12283278887,269,43,31,0,0,0,0,733
7748891,2326.30509749198,280,23,17,0,0,0,0,2476
1433427,2326.26369615655,855,124,97,0,0,0,0,596
14100781,2325.83172986661,349,44,40,0,0,0,0,1614
13057699,2325.45141463656,461,90,53,0,0,0,0,304
12169267,2324.49235384615,91,18,14,0,0,0,0,791
11405263,2320.46518243064,386,52,34,0,0,0,0,127
2831793,2319.65713449605,87,5,4,0,0,0,0,5002
9322480,2318.95457700379,449,32,34,0,0,0,0,182
9323312,2318.8311796141,971,127,110,0,0,0,0,303
11469447,2316.83187306237,226,29,26,0,0,0,0,6589
7081596,2316.46775858142,335,61,47,0,0,0,0,50
15392570,2316.2558620001,692,110,67,0,0,0,0,492
8364754,2314.10256809982,65,35,12,0,0,0,0,122112
5477343,2313.87468129012,358,51,41,0,0,0,0,227
8445602,2312.67034072073,602,62,63,0,0,0,0,127
10507706,2311.31952364632,124,26,23,0,0,0,0,1689
9975427,2310.60108304931,152,17,16,0,0,0,0,127
13798649,2310.36162481999,178,54,28,0,0,0,0,16
20087811,2310.16609835117,815,171,112,0,0,0,0,18
18131614,2309.91945513582,1359,131,115,0,0,0,0,138
8799923,2309.8178424569,522,48,80,0,0,0,0,180
5245584,2309.05425692848,235,48,40,0,0,0,0,1556
3215487,2308.5119306955,121,13,6,0,0,0,0,9281
14282987,2307.50105601018,802,78,81,0,0,0,0,109
2848604,2306.24459969201,504,58,38,0,0,0,0,2178
2694475,2304.97855670995,188,26,35,0,0,0,0,59962
7060756,2304.91194242433,602,120,95,0,0,0,0,186
11415687,2303.65873622605,77,12,3,0,0,0,0,4714
6567297,2302.94229631157,75,15,19,0,0,0,0,33294
13951894,2302.67403373402,567,55,53,0,0,0,0,596
17847877,2302.19182604805,1266,288,206,0,0,0,0,114
17272840,2301.77322569071,270,41,22,0,0,0,0,1024
10659233,2301.7656603772,648,64,63,0,0,0,0,244
12309147,2301.47004296141,374,43,48,0,0,0,0,330
9737185,2301.05928022772,835,182,142,0,0,0,0,205
612898,2300.7813290402,132,15,13,0,0,0,0,1961
4256461,2299.94552030887,97,4,7,0,0,0,0,55
9459674,2299.82855702428,926,96,85,0,0,0,0,127
10665363,2299.73415294078,230,39,28,0,0,0,0,4175
8666950,2299.00070062946,600,54,63,0,0,0,0,122
11750028,2298.25670109158,121,10,11,0,0,0,0,2346
1775182,2298.12791438995,365,66,57,0,0,0,0,974
9767342,2297.85903013447,295,74,55,0,0,0,0,252
5936405,2297.60201441581,187,44,26,0,0,0,0,50717
13540434,2297.30365724171,272,26,25,0,0,0,0,22707
10391882,2297.18313287983,413,100,73,0,0,0,0,251
3213430,2296.30676711358,214,36,35,0,0,0,0,488
12976255,2296.14570393813,66,30,18,0,0,0,0,127
9377901,2293.45214131981,138,31,22,0,0,0,0,76
4653583,2292.97155208469,273,37,24,0,0,0,0,52
6114695,2292.04309746756,98,13,12,0,0,0,0,4834
6830745,2291.55720482179,1130,185,168,0,0,0,0,16
1987591,2291.17718474456,358,18,28,0,0,0,0,186
12609022,2289.68292041958,414,23,36,0,0,0,0,1552
3213239,2289.26747052692,188,31,16,0,0,0,0,873
7774197,2288.86540166879,1211,134,135,0,0,0,0,127
4458239,2288.58408245478,545,28,44,0,0,0,0,695
3139364,2286.98878189268,125,13,12,0,0,0,0,56914
1860489,2286.39844606804,164,23,19,0,0,0,0,974
11371245,2286.1014493725,520,36,31,0,0,0,0,50
2323131,2284.36909362536,54,17,8,0,0,0,0,304
6283858,2279.33617675583,401,62,55,0,0,0,0,3365
11806306,2279.09441077039,91,16,12,0,0,0,0,1828
9276293,2277.71792048103,420,4,18,0,0,0,0,2198
13925698,2276.75428351542,664,60,45,0,0,0,0,50
7344333,2273.71993388728,114,7,8,0,0,0,0,330
14309415,2272.57328527858,444,57,42,0,0,0,0,1024
16750823,2272.36426710361,181,64,30,0,0,0,0,12770
2142966,2271.1326555664,62,11,3,0,0,0,0,66427
7165477,2269.11360679014,91,29,21,0,0,0,0,9091
7078544,2268.17961338318,376,33,30,0,0,0,0,436
7640581,2267.79245569112,635,71,55,0,0,0,0,304
7817539,2266.49536266221,129,9,11,0,0,0,0,23957
4479041,2265.79598512579,142,18,16,0,0,0,0,109
754792,2265.45837797702,340,17,21,0,0,0,0,1655
2395405,2265.35729959526,97,16,9,0,0,0,0,24194
9728880,2263.65095971735,393,42,40,0,0,0,0,1531
10656864,2263.55105290067,229,26,21,0,0,0,0,2473
4383303,2263.40553913425,225,67,34,0,0,0,0,330
14503423,2261.714990772,81,8,9,0,0,0,0,304
12148238,2260.4975467946,149,56,24,0,0,0,0,5800
5286213,2257.51437264156,237,46,25,0,0,0,0,873
14031664,2256.16713156714,368,39,36,0,0,0,0,122
6295380,2255.99296354844,138,28,24,0,0,0,0,127
1460263,2255.14743307132,2282,413,412,0,0,0,0,73
11919665,2254.99877294006,100,10,12,0,0,0,0,328
4784772,2254.8715253473,901,171,102,0,0,0,0,1081
12434652,2254.17994409917,181,10,17,0,0,0,0,5513
8045604,2253.6401277182,243,30,39,0,0,0,0,3747
4382220,2253.62114831264,461,128,73,0,0,0,0,498
8925266,2253.60991800387,105,12,15,0,0,0,0,49859
10852203,2249.77447011992,153,26,8,0,0,0,0,1655
9561644,2249.30254172648,98,12,8,0,0,0,0,12030
9683186,2248.26922135237,303,17,22,0,0,0,0,42503
3706039,2247.63948625621,189,35,24,0,0,0,0,436
11349288,2247.54235716293,124,48,15,0,0,0,0,47495
4803900,2247.51340498698,118,33,18,0,0,0,0,84710
3556891,2244.85286989265,214,9,13,0,0,0,0,1465
5510197,2244.7510520735,67,10,7,0,0,0,0,3337
10092099,2244.28941352585,106,38,23,0,0,0,0,137
10858131,2244.03880174979,632,122,96,0,0,0,0,234
12601090,2242.58644481502,131,19,20,0,0,0,0,35515
11991374,2241.96938216886,131,4,6,0,0,0,0,1024
17911347,2241.08299403775,608,218,105,0,0,0,0,23058
14083285,2239.88095015317,140,24,17,0,0,0,0,20233
12981253,2239.57866600173,181,20,22,0,0,0,0,1648
10227144,2239.42733333453,127,26,25,0,0,0,0,461
20630250,2238.80425028777,2347,311,257,0,0,0,0,138
14758501,2238.74821216916,1167,162,119,0,0,0,0,1632
1285637,2238.20451668786,263,18,20,0,0,0,0,3042
5623529,2237.70978698791,216,29,27,0,0,0,0,1034
12537417,2237.40338759709,850,104,74,0,0,0,0,536
13207763,2237.05551677622,931,58,69,0,0,0,0,127
3493804,2236.38611211969,1028,112,110,0,0,0,0,76
10162611,2236.38009943542,205,29,18,0,0,0,0,5616
4896825,2236.33473399921,237,19,26,0,0,0,0,873
7165748,2235.85122831526,119,43,23,0,0,0,0,116
8914929,2234.55579291156,187,10,13,0,0,0,0,20637
4663676,2233.9465897875,120,13,11,0,0,0,0,303
14041375,2233.49809379558,264,15,15,0,0,0,0,9585
5144534,2233.0918637982,237,16,12,0,0,0,0,16
6024502,2233.00530981108,104,26,20,0,0,0,0,648
14438574,2231.38289021677,477,47,34,0,0,0,0,1723
8150535,2230.71100615763,619,72,74,0,0,0,0,965
21338717,2228.86340295187,153,55,28,0,0,0,0,92
21653406,2228.54873720416,434,45,27,0,0,0,0,215
5218178,2227.3402755639,113,13,14,0,0,0,0,5716
9362168,2227.34024634991,537,71,63,0,0,0,0,1136
14398471,2227.32816468437,760,84,69,0,0,0,0,330
10199538,2226.89571174776,174,55,22,0,0,0,0,21423
5136821,2226.61185266918,281,34,31,0,0,0,0,48
10459580,2226.29393801927,531,30,38,0,0,0,0,1655
17467899,2225.6699869149,1656,326,211,0,0,0,0,186
7627844,2225.12997209867,190,11,8,0,0,0,0,5608
12805967,2224.98196952995,636,65,65,0,0,0,0,76
14179487,2222.1402140493,57,27,13,0,0,0,0,82520
11141578,2221.95154166163,926,126,105,0,0,0,0,109
6411122,2221.57735011768,86,6,6,0,0,0,0,16368
12701607,2220.32726759074,307,28,24,0,0,0,0,22929
13068741,2218.51496530931,357,66,65,0,0,0,0,2142
11608083,2217.33234451534,391,70,65,0,0,0,0,10186
10250612,2215.78607214712,167,41,23,0,0,0,0,1215
5423872,2215.66997441897,100,9,6,0,0,0,0,2142
11021073,2215.43503160285,173,23,20,0,0,0,0,25676
4389490,2214.66518823827,168,42,30,0,0,0,0,52384
3216107,2212.36605465252,201,29,28,0,0,0,0,20132
13628898,2211.9594203771,223,29,15,0,0,0,0,57
11706350,2209.94495403134,100,14,18,0,0,0,0,22865
19315726,2209.63888514186,147,28,22,0,0,0,0,65720
11245184,2209.45346141672,433,24,32,0,0,0,0,50
7587763,2206.09432345117,701,107,89,0,0,0,0,16
6036351,2206.01967231959,189,17,14,0,0,0,0,37474
7095800,2205.77678753966,111,42,14,0,0,0,0,54932
6735738,2205.71908086495,539,36,22,0,0,0,0,76
14787295,2204.3044224087,107,13,16,0,0,0,0,1209
10137131,2203.76728620362,697,48,60,0,0,0,0,217
10223298,2203.44041820803,145,18,14,0,0,0,0,5388
11186709,2203.32785422906,312,65,34,0,0,0,0,9710
5783061,2201.58519647686,87,15,11,0,0,0,0,122
4673649,2201.31821461468,371,19,28,0,0,0,0,76
6155320,2200.3758247394,222,65,44,0,0,0,0,10455
16227745,2200.2001732372,710,97,80,0,0,0,0,873
8509247,2199.84364445397,74,16,12,0,0,0,0,93865
9507565,2198.87377841431,751,73,62,0,0,0,0,50
4415285,2198.63663036579,261,32,39,0,0,0,0,3025
10634348,2198.16398972871,536,59,36,0,0,0,0,127
7302146,2197.64810801932,233,48,35,0,0,0,0,4220
19709801,2195.84136780287,118,24,9,0,0,0,0,11644
11604978,2195.67603924203,83,19,9,0,0,0,0,436
10909049,2194.87749682112,188,5,14,0,0,0,0,3679
4309566,2194.06182307025,90,16,15,0,0,0,0,26075
10959013,2191.66618149656,113,9,11,0,0,0,0,9012
4316633,2190.94807945722,301,25,29,0,0,0,0,22845
11836334,2190.73534020208,528,58,58,0,0,0,0,695
11959709,2190.52119145426,602,94,85,0,0,0,0,140
2742030,2190.43491003899,154,18,18,0,0,0,0,436
6668666,2189.45953428697,151,11,9,0,0,0,0,38322
11393702,2189.24121045875,477,59,39,0,0,0,0,9008
12211248,2188.26147694459,716,103,80,0,0,0,0,122
14445724,2187.8409377923,147,14,13,0,0,0,0,1024
11070577,2185.85770001044,334,63,39,0,0,0,0,217
7611178,2185.58911104419,187,5,7,0,0,0,0,35958
8717773,2185.04492645354,238,26,24,0,0,0,0,11565
4908650,2183.9918051627,41,18,6,0,0,0,0,62659
6567244,2183.61253560015,136,27,24,0,0,0,0,19338
1427407,2181.26391182103,203,16,25,0,0,0,0,47499
11189164,2181.17244244431,1311,176,126,0,0,0,0,981
12145220,2180.72755471706,78,31,13,0,0,0,0,2099
5426640,2180.51037310659,149,8,12,0,0,0,0,1339
