"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","Lag"
6250960,1438.58253798842,3,0,0,0,0,0,0,0,0,8963
11579477,1438.54165598934,6,0,2,0,0,0,0,0,0,22703
13520901,1438.5346207175,6,1,0,0,0,0,0,0,0,38391
16772248,1438.53323175088,10,0,0,0,0,0,0,0,0,45695
22782807,1438.46914321252,35,6,8,0,0,0,0,0,0,39134
12382410,1438.443207765,5,0,0,0,0,0,0,0,0,43039
4793715,1438.42978136881,40,8,6,0,0,0,0,0,0,23303
3512532,1438.41820228639,11,0,0,0,0,0,0,0,0,13258
17833302,1438.4140940689,3,0,0,0,0,0,0,0,0,79300
12965428,1438.40350953921,48,0,0,0,0,0,0,0,0,11275
13133188,1438.37995382236,53,2,2,0,0,0,0,0,0,1038
20584083,1438.33901900584,114,5,7,0,0,0,0,0,0,392
17501619,1438.3257368268,2,0,0,0,0,0,0,0,0,62743
11069969,1438.31411528188,6,0,0,0,0,0,0,0,0,70551
11948653,1438.2664288707,6,0,0,0,0,0,0,0,0,60183
15111650,1438.26291412224,3,0,0,0,0,0,0,0,0,13598
25321232,1438.21329475913,3,0,0,0,0,0,0,0,0,19327
20034541,1438.20526404294,9,0,0,0,0,0,0,0,0,51066
27634214,1438.12554461529,2,0,0,0,0,0,0,0,0,49025
5176406,1438.07399746225,26,3,3,0,0,0,0,0,0,44770
21180640,1438.04707347348,6,0,0,0,0,0,0,0,0,82617
15100005,1438.00866567253,26,0,1,0,0,0,0,0,0,67531
5131849,1437.98741215358,20,0,0,0,0,0,0,0,0,77390
14380711,1437.98046967647,12,0,1,0,0,0,0,0,0,20895
3287169,1437.91306485514,14,0,0,0,0,0,0,0,0,69167
15195364,1437.85849323866,544,53,49,0,0,0,0,0,0,112
12057206,1437.855047721,10,0,0,0,0,0,0,0,0,16028
29074177,1437.79948011313,10,0,0,0,0,0,0,0,0,21734
10040597,1437.79818460834,41,0,0,0,0,0,0,0,0,48477
7121520,1437.74960198732,5,0,0,0,0,0,0,0,0,47994
26131645,1437.7208021711,31,0,0,0,0,0,0,0,0,17129
27761816,1437.70175859686,98,6,7,0,0,0,0,0,0,4461
12836907,1437.69294746069,6,1,2,0,0,0,0,0,0,55872
21049273,1437.64511192719,9,0,0,0,0,0,0,0,0,38783
16928887,1437.62607436167,5,0,0,0,0,0,0,0,0,44499
16897775,1437.61632617452,8,0,0,0,0,0,0,0,0,47880
18678603,1437.58269559111,9,0,0,0,0,0,0,0,0,38019
8426128,1437.54842562986,4,0,0,0,0,0,0,0,0,17418
28694940,1437.53262737668,13,0,3,0,0,0,0,0,0,583
11907239,1437.51974491735,5,0,1,0,0,0,0,0,0,55123
11948017,1437.51108964829,30,2,5,0,0,0,0,0,0,22452
15736278,1437.50795441446,5,0,0,0,0,0,0,0,0,78649
13144930,1437.45436556147,4,0,0,0,0,0,0,0,0,77723
11422688,1437.44637986103,281,49,32,0,0,0,0,0,0,5531
14823731,1437.39184418516,22,0,0,0,0,0,0,0,0,41518
17076666,1437.38368285893,2,0,0,0,0,0,0,0,0,7649
18983862,1437.32763774712,13,3,1,0,0,0,0,0,0,67453
3793938,1437.25254933246,92,18,14,0,0,0,0,0,0,32
3096297,1437.24292267011,16,4,2,0,0,0,0,0,0,83505
4154765,1437.21659685025,3,0,0,0,0,0,0,0,0,42244
18399859,1437.20642014897,20,1,1,0,0,0,0,0,0,29443
9165391,1437.20536545495,3,0,0,0,0,0,0,0,0,26183
22722599,1437.20154700054,13,0,0,0,0,0,0,0,0,16831
6772064,1437.16905551308,7,0,0,0,0,0,0,0,0,910
11905188,1437.14184255561,5,0,0,0,0,0,0,0,0,58323
3765285,1437.11319495347,3,0,0,0,0,0,0,0,0,24581
12014683,1437.1058844674,5,0,0,0,0,0,0,0,0,37896
16753295,1437.06059798792,7,0,0,0,0,0,0,0,0,37803
10615317,1437.05224091767,14,0,2,0,0,0,0,0,0,15518
11476417,1437.04017674889,10,0,0,0,0,0,0,0,0,3644
19767176,1437.0284726914,7,0,0,0,0,0,0,0,0,36052
13827317,1437.01028735849,54,1,5,0,0,0,0,0,0,16639
13428511,1436.98801419669,8,1,0,0,0,0,0,0,0,40254
2542623,1436.9875959484,8,1,0,0,0,0,0,0,0,402
21517375,1436.81750478694,4,1,1,0,0,0,0,0,0,19057
20868683,1436.74943927863,3,0,0,0,0,0,0,0,0,77731
20800529,1436.74196654815,2,0,0,0,0,0,0,0,0,70359
11633163,1436.68435147672,14,0,3,0,0,0,0,0,0,60050
15702633,1436.66264091891,6,0,0,0,0,0,0,0,0,67970
12774999,1436.6550891192,19,2,1,0,0,0,0,0,0,74194
15088888,1436.5607539348,6,0,0,0,0,0,0,0,0,81741
12294699,1436.55588538747,37,8,11,0,0,0,0,0,0,27027
16396119,1436.54658764792,8,0,0,0,0,0,0,0,0,40237
21065695,1436.54297653002,46,10,10,0,0,0,0,0,0,16345
9960251,1436.53903827142,9,0,0,0,0,0,0,0,0,27084
9157643,1436.51720525947,154,28,15,0,0,0,0,0,0,1784
12961781,1436.49297973905,22,0,0,0,0,0,0,0,0,68561
2536620,1436.48375082296,11,0,0,0,0,0,0,0,0,49093
27716020,1436.39488252956,23,2,1,0,0,0,0,0,0,2076
12061283,1436.34871461871,13,0,0,0,0,0,0,0,0,59895
4794808,1436.34659727836,3,0,0,0,0,0,0,0,0,79339
24755680,1436.31029010739,7,0,0,0,0,0,0,0,0,53816
6337485,1436.25371805404,30,9,12,0,0,0,0,0,0,8643
14451706,1436.2170577817,4,0,0,0,0,0,0,0,0,35536
10518108,1436.18586305742,4,0,0,0,0,0,0,0,0,46951
11157009,1436.1848028946,47,2,2,0,0,0,0,0,0,923
8438143,1436.16963795817,13,0,0,0,0,0,0,0,0,64229
18660752,1436.15949009209,4,0,0,0,0,0,0,0,0,77726
18318139,1436.13348095749,3,0,0,0,0,0,0,0,0,53826
17497039,1436.11133060404,7,1,2,0,0,0,0,0,0,61592
16064026,1436.05392747305,10,1,0,0,0,0,0,0,0,4171
15741611,1436.04796927397,11,1,5,0,0,0,0,0,0,81268
13590024,1436.04069184647,17,0,0,0,0,0,0,0,0,71893
2968970,1435.98896318216,25,0,0,0,0,0,0,0,0,69598
8240580,1435.95954848406,11,1,0,0,0,0,0,0,0,46318
27376118,1435.94014252861,29,3,1,0,0,0,0,0,0,25585
9014375,1435.91908908984,42,0,1,0,0,0,0,0,0,6176
7024499,1435.8874604785,12,0,1,0,0,0,0,0,0,40254
5454621,1435.86230739605,55,0,1,0,0,0,0,0,0,19760
12760199,1435.84134477042,4,0,0,0,0,0,0,0,0,294
1976624,1435.82520313276,41,0,0,0,0,0,0,0,0,19233
24906927,1435.82234640518,2,0,0,0,0,0,0,0,0,39867
3499649,1435.8207304463,6,0,0,0,0,0,0,0,0,1993
15518219,1435.78747985484,20,3,2,0,0,0,0,0,0,76997
17784425,1435.76652571139,10,0,0,0,0,0,0,0,0,43147
5356586,1435.75493257529,5,0,0,0,0,0,0,0,0,41722
13322048,1435.75135220429,13,0,2,0,0,0,0,0,0,67193
12967587,1435.71509677606,52,3,3,0,0,0,0,0,0,346
19453684,1435.69349226561,33,3,3,0,0,0,0,0,0,22868
8360581,1435.66689057777,5,0,0,0,0,0,0,0,0,66758
27889898,1435.65692691452,3,0,0,0,0,0,0,0,0,16509
32403397,1435.63545402137,3,0,0,0,0,0,0,0,0,4859
29348964,1435.56188610768,2,0,1,0,0,0,0,0,0,45706
20459807,1435.41816280774,4,0,0,0,0,0,0,0,0,67461
17904412,1435.39422233398,4,0,0,0,0,0,0,0,0,12126
10162727,1435.3937415265,295,13,7,0,0,0,0,0,0,311
16851538,1435.39350775396,123,10,11,0,0,0,0,0,0,1464
9215266,1435.37961306587,3,0,0,0,0,0,0,0,0,1303
20022558,1435.34167311228,9,0,0,0,0,0,0,0,0,8785
15000336,1435.31922093882,3,0,0,0,0,0,0,0,0,42244
24034155,1435.308129018,38,8,7,0,0,0,0,0,0,469
22530176,1435.25392839493,3,0,0,0,0,0,0,0,0,80068
12985377,1435.1961227495,8,0,0,0,0,0,0,0,0,29534
15198035,1435.16547035612,5,0,0,0,0,0,0,0,0,70249
15003620,1435.15789037313,9,0,0,0,0,0,0,0,0,26505
22876007,1435.14582560692,34,1,0,0,0,0,0,0,0,34136
14648196,1435.12106636216,7,0,0,0,0,0,0,0,0,37068
17638188,1435.08471519578,31,0,2,0,0,0,0,0,0,9034
16856628,1434.88323431891,11,0,2,0,0,0,0,0,0,60550
20354473,1434.82343692798,27,3,3,0,0,0,0,0,0,29129
10574179,1434.78529090321,3,0,0,0,0,0,0,0,0,712
14899675,1434.75377246542,27,1,3,0,0,0,0,0,0,38960
6024493,1434.72760479324,6,0,0,0,0,0,0,0,0,49508
20311767,1434.68545231557,9,0,0,0,0,0,0,0,0,74740
10522193,1434.65620196542,19,2,1,0,0,0,0,0,0,1701
15536847,1434.62162610129,7,0,0,0,0,0,0,0,0,70587
3393057,1434.61097524847,3,0,0,0,0,0,0,0,0,80807
13212815,1434.61066388834,19,0,0,0,0,0,0,0,0,38713
3565813,1434.60988920828,41,0,1,0,0,0,0,0,0,2078
2868952,1434.60958113361,8,1,0,0,0,0,0,0,0,24808
17196487,1434.59925553755,10,0,0,0,0,0,0,0,0,54736
12120338,1434.57906841092,5,0,0,0,0,0,0,0,0,7236
17040762,1434.57796860302,168,42,39,0,0,0,0,0,0,476
32795987,1434.55246422188,3,0,0,0,0,0,0,0,0,12550
6410878,1434.54681093365,15,0,0,0,0,0,0,0,0,19652
22381741,1434.52396770297,14,1,0,0,0,0,0,0,0,32267
14406018,1434.49784251057,2,0,0,0,0,0,0,0,0,2753
29381072,1434.49747426765,5,0,0,0,0,0,0,0,0,39857
11802634,1434.47764196239,7,0,0,0,0,0,0,0,0,41755
12102694,1434.45917397652,15,0,0,0,0,0,0,0,0,34096
13480282,1434.45896343465,7,0,0,0,0,0,0,0,0,67188
13357108,1434.42746131927,10,0,0,0,0,0,0,0,0,83372
16697022,1434.40866559432,12,0,0,0,0,0,0,0,0,27013
7083420,1434.37454719506,8,0,0,0,0,0,0,0,0,76676
7196781,1434.33203211901,3,0,0,0,0,0,0,0,0,54941
12006477,1434.30030370586,5,0,0,0,0,0,0,0,0,23288
12561254,1434.29171819784,4,0,0,0,0,0,0,0,0,80800
17430144,1434.27547432406,6,0,0,0,0,0,0,0,0,55276
17456553,1434.25562679063,10,0,0,0,0,0,0,0,0,55730
20727453,1434.25216428382,3,0,0,0,0,0,0,0,0,11181
14491879,1434.22461383319,8,1,4,0,0,0,0,0,0,37506
8501053,1434.21663560873,47,3,4,0,0,0,0,0,0,642
16006269,1434.21612146603,19,1,2,0,0,0,0,0,0,70214
17047693,1434.21519525096,11,0,1,0,0,0,0,0,0,1038
12571148,1434.19027920088,40,0,2,0,0,0,0,0,0,54025
22447609,1434.18965800918,50,2,3,0,0,0,0,0,0,106
1294891,1434.17875161466,42,2,2,0,0,0,0,0,0,720
23370133,1434.17868616464,19,1,6,0,0,0,0,0,0,65449
15402914,1434.17034480222,4,0,0,0,0,0,0,0,0,20226
12942719,1434.16497200632,56,9,5,0,0,0,0,0,0,39303
11537738,1434.16493317132,15,0,0,0,0,0,0,0,0,13408
3984458,1434.12274099933,46,0,3,0,0,0,0,0,0,505
4325837,1434.09464058014,6,1,1,0,0,0,0,0,0,8273
13696515,1434.08029725791,5,1,4,0,0,0,0,0,0,68686
16383529,1434.02169419954,15,0,2,0,0,0,0,0,0,20218
10281083,1434.00037971706,25,1,1,0,0,0,0,0,0,125
9738378,1433.9797394546,3,0,2,0,0,0,0,0,0,71343
7339984,1433.96239201313,8,0,4,0,0,0,0,0,0,26975
10091878,1433.9416147391,13,0,0,0,0,0,0,0,0,23093
7615185,1433.92935143409,265,18,35,0,0,0,0,0,0,1286
20458221,1433.92859359143,6,0,0,0,0,0,0,0,0,59708
13478033,1433.88175795704,5,0,2,0,0,0,0,0,0,40262
14261342,1433.86206513013,19,0,2,0,0,0,0,0,0,70654
12953226,1433.85033042479,10,0,0,0,0,0,0,0,0,991
7646825,1433.82756512779,31,7,3,0,0,0,0,0,0,2075
28087032,1433.72962717218,5,0,0,0,0,0,0,0,0,7634
23230171,1433.72017711616,3,0,0,0,0,0,0,0,0,12635
18207652,1433.69621305468,3,0,0,0,0,0,0,0,0,19926
20286912,1433.66614184919,3,0,0,0,0,0,0,0,0,76419
22940035,1433.60056702058,13,0,0,0,0,0,0,0,0,505
15337680,1433.58944391867,4,0,0,0,0,0,0,0,0,5093
7214475,1433.58907439546,25,4,1,0,0,0,0,0,0,26138
20726689,1433.57533663912,9,0,0,0,0,0,0,0,0,17573
21518092,1433.54193233569,4,0,0,0,0,0,0,0,0,67248
18174784,1433.51402135916,2,0,0,0,0,0,0,0,0,49750
7844452,1433.51323943656,42,1,2,0,0,0,0,0,0,68762
13635433,1433.49290760628,4,0,0,0,0,0,0,0,0,27042
22076760,1433.48832316916,8,0,0,0,0,0,0,0,0,17573
21101533,1433.47908923648,4,0,0,0,0,0,0,0,0,16782
30515384,1433.46506446267,3,0,0,0,0,0,0,0,0,7530
2779077,1433.45200289405,274,12,19,0,0,0,0,0,0,69
14381318,1433.4379290644,5,0,0,0,0,0,0,0,0,44654
13661480,1433.43425379019,11,0,0,0,0,0,0,0,0,37861
17958309,1433.41660142672,9,1,2,0,0,0,0,0,0,5945
12354557,1433.41370787812,59,1,3,0,0,0,0,0,0,57797
6813675,1433.40804174353,13,0,0,0,0,0,0,0,0,67505
13141753,1433.37797373212,42,0,8,0,0,0,0,0,0,41276
16582033,1433.33196498092,9,0,0,0,0,0,0,0,0,27922
26147084,1433.32258775366,20,3,4,0,0,0,0,0,0,3631
19225294,1433.31768632254,7,1,1,0,0,0,0,0,0,44841
12799537,1433.30974198147,7,0,0,0,0,0,0,0,0,67968
14348073,1433.25482703926,4,0,0,0,0,0,0,0,0,82653
13482535,1433.2458305754,50,1,3,0,0,0,0,0,0,13314
3336090,1433.19821485323,25,0,2,0,0,0,0,0,0,44985
16551148,1433.16491094375,22,0,0,0,0,0,0,0,0,20604
16021981,1433.16396325382,18,0,0,0,0,0,0,0,0,46253
2090101,1433.1421486794,16,0,0,0,0,0,0,0,0,74053
19718606,1433.14046850254,8,0,1,0,0,0,0,0,0,2686
13032918,1433.14037090297,5,0,0,0,0,0,0,0,0,62562
11354569,1433.09259226638,8,2,6,0,0,0,0,0,0,72267
30047879,1433.06526640168,7,2,2,0,0,0,0,0,0,68625
30367809,1432.93394670896,28,1,3,0,0,0,0,0,0,46457
16722317,1432.93201058391,27,1,0,0,0,0,0,0,0,336
22445518,1432.92319577274,35,0,0,0,0,0,0,0,0,15173
13228763,1432.92010013294,3,0,0,0,0,0,0,0,0,17018
16177062,1432.91346439123,3,0,0,0,0,0,0,0,0,22460
20750682,1432.90153725795,11,1,0,0,0,0,0,0,0,10732
20774823,1432.89932188682,10,0,0,0,0,0,0,0,0,32816
7717867,1432.8739703017,5,0,0,0,0,0,0,0,0,51171
7461207,1432.8460476247,6,0,0,0,0,0,0,0,0,3243
10718356,1432.8435760509,10,1,1,0,0,0,0,0,0,518
16666972,1432.83931455724,11,1,0,0,0,0,0,0,0,46254
16137073,1432.81912584047,10,0,0,0,0,0,0,0,0,15173
9861206,1432.79423982047,12,0,0,0,0,0,0,0,0,20536
18220734,1432.76558268249,4,0,0,0,0,0,0,0,0,20514
20565615,1432.76448604192,11,0,0,0,0,0,0,0,0,505
26030045,1432.75670702703,6,0,0,0,0,0,0,0,0,77485
17049803,1432.72477049787,8,0,0,0,0,0,0,0,0,10138
29492996,1432.72354608091,3,0,0,0,0,0,0,0,0,26811
17208181,1432.67937361772,12,0,0,0,0,0,0,0,0,54480
16800309,1432.61217395624,10,0,0,0,0,0,0,0,0,14798
18371932,1432.50305962827,18,2,3,0,0,0,0,0,0,32106
20511373,1432.49964051668,12,0,0,0,0,0,0,0,0,27310
6746559,1432.47467530842,3,0,0,0,0,0,0,0,0,71778
24868424,1432.42051804807,10,0,0,0,0,0,0,0,0,11531
13385533,1432.38010452265,4,0,0,0,0,0,0,0,0,81421
14656836,1432.36280235383,3,0,0,0,0,0,0,0,0,57156
17125008,1432.312251651,6,0,0,0,0,0,0,0,0,13378
9561857,1432.278977621,48,0,1,0,0,0,0,0,0,1268
21340324,1432.19568793581,5,0,0,0,0,0,0,0,0,26015
20010501,1432.18284358304,7,0,0,0,0,0,0,0,0,24581
17203584,1432.15705920686,13,1,3,0,0,0,0,0,0,56060
17257926,1432.13577982328,16,2,0,0,0,0,0,0,0,14107
10217673,1432.10323103705,7,0,0,0,0,0,0,0,0,16153
26054119,1432.0147228988,17,1,4,0,0,0,0,0,0,7360
18493550,1432.01247503156,33,1,7,0,0,0,0,0,0,15760
12341479,1431.98483588221,7,0,0,0,0,0,0,0,0,49341
15641242,1431.96935253654,4,0,0,0,0,0,0,0,0,64315
15869723,1431.94180581934,3,0,1,0,0,0,0,0,0,64902
7604722,1431.90275326844,8,0,0,0,0,0,0,0,0,66082
10701168,1431.88685572508,3,0,0,0,0,0,0,0,0,82474
23925219,1431.86667549078,7,0,0,0,0,0,0,0,0,35905
13220969,1431.86588953395,9,0,0,0,0,0,0,0,0,77723
20203412,1431.83170294809,4,0,0,0,0,0,0,0,0,23971
18429323,1431.77495095391,7,1,0,0,0,0,0,0,0,46230
11311583,1431.62915454967,35,2,0,0,0,0,0,0,0,20254
11825889,1431.6137856938,8,0,0,0,0,0,0,0,0,16733
4009916,1431.58033801334,63,1,2,0,0,0,0,0,0,1433
11599395,1431.57335183299,334,11,15,0,0,0,0,0,0,76
14106178,1431.5710832131,244,14,21,0,0,0,0,0,0,150
12850164,1431.56596641725,3,0,0,0,0,0,0,0,0,47152
9919391,1431.54158673192,47,2,1,0,0,0,0,0,0,1982
5394681,1431.5219807133,17,0,0,0,0,0,0,0,0,62628
17496503,1431.5018367594,5,0,1,0,0,0,0,0,0,74517
24122795,1431.49143621744,18,1,0,0,0,0,0,0,0,27080
11672064,1431.43746971797,6,0,0,0,0,0,0,0,0,80800
22126653,1431.37539280272,30,2,2,0,0,0,0,0,0,10714
16313328,1431.27741041829,6,0,0,0,0,0,0,0,0,1326
14396063,1431.25738428895,5,1,1,0,0,0,0,0,0,42266
22717305,1431.20080184359,9,1,3,0,0,0,0,0,0,68205
4502522,1431.13579390829,19,0,0,0,0,0,0,0,0,54264
8423190,1431.12769519329,3,0,0,0,0,0,0,0,0,53816
8041705,1431.11612478905,7,0,0,0,0,0,0,0,0,64173
18124611,1431.06258150282,17,0,0,0,0,0,0,0,0,4505
20886222,1431.05891366072,18,1,0,0,0,0,0,0,0,49076
16020256,1431.02259668945,9,0,0,0,0,0,0,0,0,70008
14283437,1431.00331643342,4,0,1,0,0,0,0,0,0,79385
15025648,1430.995350091,3,0,0,0,0,0,0,0,0,58925
13606756,1430.96563378998,16,0,0,0,0,0,0,0,0,51171
11641857,1430.91887719576,5,1,3,0,0,0,0,0,0,31355
10249956,1430.91794421951,5,1,2,0,0,0,0,0,0,45295
12517689,1430.91338824384,10,0,0,0,0,0,0,0,0,21734
25849153,1430.89859590613,5,0,2,0,0,0,0,0,0,18759
19589456,1430.8191003427,16,0,2,0,0,0,0,0,0,52
18625225,1430.79786190536,6,0,0,0,0,0,0,0,0,40254
10076620,1430.78582436051,5,0,0,0,0,0,0,0,0,40540
13624832,1430.77779377973,4,0,4,0,0,0,0,0,0,14146
5075812,1430.77379635986,4,0,0,0,0,0,0,0,0,80068
11236262,1430.76621494736,11,3,6,0,0,0,0,0,0,74251
9275130,1430.76497881015,4,0,0,0,0,0,0,0,0,72915
10518528,1430.72890962207,27,3,3,0,0,0,0,0,0,59470
14549441,1430.71681804837,3,0,0,0,0,0,0,0,0,57586
5274116,1430.70524167725,4,0,0,0,0,0,0,0,0,58042
11047297,1430.67865630606,21,0,0,0,0,0,0,0,0,48204
14013313,1430.66574044209,6,0,0,0,0,0,0,0,0,77723
18467117,1430.59974394535,9,0,0,0,0,0,0,0,0,336
12880681,1430.59632772368,5,0,0,0,0,0,0,0,0,77409
22560999,1430.57431584907,13,0,0,0,0,0,0,0,0,75283
19654216,1430.56113299319,6,0,0,0,0,0,0,0,0,20711
17639865,1430.55886150379,6,1,2,0,0,0,0,0,0,14961
15255635,1430.55334086303,4,0,0,0,0,0,0,0,0,20940
12513194,1430.53365197383,6,0,0,0,0,0,0,0,0,82460
20761711,1430.51102141995,67,2,6,0,0,0,0,0,0,4154
11390568,1430.41532096628,48,1,4,0,0,0,0,0,0,480
23490790,1430.34469233204,4,0,0,0,0,0,0,0,0,63187
10159139,1430.34387280823,12,0,1,0,0,0,0,0,0,73404
17010088,1430.26459820986,3,0,1,0,0,0,0,0,0,84246
15754716,1430.2566174927,65,2,3,0,0,0,0,0,0,7674
11678261,1430.22459071566,4,0,2,0,0,0,0,0,0,13546
13441191,1430.17444295505,6,0,0,0,0,0,0,0,0,55082
21203185,1430.14935400528,4,0,3,0,0,0,0,0,0,35891
16103368,1430.08275246781,4,0,0,0,0,0,0,0,0,44654
16201213,1430.05230261403,4,0,0,0,0,0,0,0,0,5909
13608111,1430.0518319723,13,1,6,0,0,0,0,0,0,382
5744235,1430.04484861177,7,0,1,0,0,0,0,0,0,46230
19051219,1430.02308681186,3,0,1,0,0,0,0,0,0,71990
21880345,1430.00165284985,5,0,0,0,0,0,0,0,0,69897
10018405,1429.98482950901,29,0,2,0,0,0,0,0,0,1722
10445335,1429.9806847198,17,0,0,0,0,0,0,0,0,65637
7934932,1429.95849055667,27,0,1,0,0,0,0,0,0,505
11348503,1429.94743678076,18,1,1,0,0,0,0,0,0,672
11973153,1429.90090540213,3,0,0,0,0,0,0,0,0,50107
16166443,1429.85198398769,3,0,0,0,0,0,0,0,0,75334
10558466,1429.83204101937,11,0,0,0,0,0,0,0,0,71218
14591564,1429.7512529936,5,0,0,0,0,0,0,0,0,64353
9097783,1429.65195880017,26,0,2,0,0,0,0,0,0,4154
4843912,1429.65165179054,9,0,0,0,0,0,0,0,0,7182
20755155,1429.63010604146,6,0,0,0,0,0,0,0,0,74943
14223285,1429.58171144368,8,0,0,0,0,0,0,0,0,72083
13324376,1429.56210736178,5,0,0,0,0,0,0,0,0,10149
18858565,1429.54142885199,4,0,0,0,0,0,0,0,0,32142
9099301,1429.53516819146,10,0,2,0,0,0,0,0,0,69258
19141814,1429.51829565812,8,1,4,0,0,0,0,0,0,3532
18034896,1429.51366870392,3,0,0,0,0,0,0,0,0,4990
15884029,1429.41217475228,16,0,0,0,0,0,0,0,0,68534
18082492,1429.40394598538,11,0,0,0,0,0,0,0,0,8605
8645771,1429.40281674917,3,0,0,0,0,0,0,0,0,67453
16921707,1429.40180556328,10,3,3,0,0,0,0,0,0,80715
16818802,1429.39916269837,6,0,0,0,0,0,0,0,0,48670
8399692,1429.37590907391,10,0,0,0,0,0,0,0,0,62703
3628613,1429.26921697515,42,2,0,0,0,0,0,0,0,28991
12859105,1429.22381720435,6,0,0,0,0,0,0,0,0,46951
11301927,1429.19340371875,5,0,0,0,0,0,0,0,0,34962
19382084,1429.17982650219,3,0,0,0,0,0,0,0,0,20622
8060366,1429.12948990257,18,7,4,0,0,0,0,0,0,38639
25749950,1429.12867790887,6,0,0,0,0,0,0,0,0,61052
6747548,1429.12801525254,53,13,7,0,0,0,0,0,0,2672
27801426,1429.1140584275,8,0,0,0,0,0,0,0,0,17573
15762494,1429.10613140658,10,0,0,0,0,0,0,0,0,70435
10722298,1429.09865780961,318,9,25,0,0,0,0,0,0,373
23483322,1429.06999723799,3,0,0,0,0,0,0,0,0,111
10511366,1429.05375599306,47,2,3,0,0,0,0,0,0,1746
3436126,1429.04613711683,7,0,1,0,0,0,0,0,0,32732
8883892,1429.02855659591,10,0,1,0,0,0,0,0,0,14434
3731183,1429.02230442799,22,0,0,0,0,0,0,0,0,57283
12223059,1428.99876091862,92,9,12,0,0,0,0,0,0,3041
18585766,1428.99650564876,7,0,0,0,0,0,0,0,0,75283
13527482,1428.95436081025,3,0,0,0,0,0,0,0,0,61066
5874763,1428.94853775692,7,0,0,0,0,0,0,0,0,60459
12551131,1428.94349623006,8,0,0,0,0,0,0,0,0,63023
13297981,1428.9358765964,22,3,0,0,0,0,0,0,0,505
9465021,1428.93382136317,5,0,0,0,0,0,0,0,0,276
13905342,1428.87710849004,7,2,4,0,0,0,0,0,0,36463
8471476,1428.87085770383,26,1,3,0,0,0,0,0,0,7463
19895203,1428.86800228418,6,0,0,0,0,0,0,0,0,13722
17693782,1428.85533511873,7,0,0,0,0,0,0,0,0,68045
12208055,1428.82868445421,3,0,0,0,0,0,0,0,0,46508
22279095,1428.82408284115,75,3,0,0,0,0,0,0,0,16806
19813440,1428.7689593616,10,0,1,0,0,0,0,0,0,1724
10407431,1428.74942626254,3,0,0,0,0,0,0,0,0,49559
2042565,1428.73713350334,19,4,7,0,0,0,0,0,0,28957
15787955,1428.71538031597,60,6,9,0,0,0,0,0,0,94
13685233,1428.71098191837,18,0,0,0,0,0,0,0,0,39258
32781896,1428.67224267225,4,0,0,0,0,0,0,0,0,12350
11967930,1428.60144491561,3,0,0,0,0,0,0,0,0,49472
17288860,1428.58978918844,9,1,2,0,0,0,0,0,0,58
24944054,1428.58562585675,3,0,0,0,0,0,0,0,0,43231
31476861,1428.57797099823,3,0,0,0,0,0,0,0,0,43775
11900253,1428.56789394963,19,0,1,0,0,0,0,0,0,64620
5541443,1428.54512002551,4,0,0,0,0,0,0,0,0,24584
15933171,1428.54315886727,26,2,1,0,0,0,0,0,0,13393
8518169,1428.53215980485,4,0,0,0,0,0,0,0,0,62955
12455534,1428.51755803533,7,0,0,0,0,0,0,0,0,36200
21609165,1428.50732038886,13,0,2,0,0,0,0,0,0,81575
8834793,1428.50569164455,5,1,4,0,0,0,0,0,0,4250
19150343,1428.46338374574,18,0,0,0,0,0,0,0,0,43911
25400348,1428.40604009974,5,0,0,0,0,0,0,0,0,81278
21283922,1428.20280603597,3,0,0,0,0,0,0,0,0,662
13312393,1428.17294494053,4,0,0,0,0,0,0,0,0,2629
17273090,1428.13386675511,10,2,2,0,0,0,0,0,0,54902
16219419,1428.12715250321,5,0,0,0,0,0,0,0,0,20608
25952679,1428.11133413564,149,4,4,0,0,0,0,0,0,9265
12489717,1428.09362647936,5,0,0,0,0,0,0,0,0,16828
10771232,1428.07012353992,98,14,17,0,0,0,0,0,0,2838
14697715,1428.04729343411,18,1,2,0,0,0,0,0,0,72786
12408784,1427.98909580303,5,0,0,0,0,0,0,0,0,67848
12301656,1427.94509487499,7,2,5,0,0,0,0,0,0,4664
19872947,1427.93662725936,8,0,0,0,0,0,0,0,0,49375
16937289,1427.93475795479,33,0,0,0,0,0,0,0,0,1766
9758637,1427.91821615834,12,0,0,0,0,0,0,0,0,7674
15928955,1427.90581085114,40,5,4,0,0,0,0,0,0,21297
16643442,1427.82110197821,16,5,7,0,0,0,0,0,0,8719
9956692,1427.79714375337,12,0,0,0,0,0,0,0,0,64964
19501020,1427.77672726337,90,4,4,0,0,0,0,0,0,3487
15116794,1427.74873008104,7,0,0,0,0,0,0,0,0,13850
10300115,1427.74786999818,169,27,21,0,0,0,0,0,0,6176
20237935,1427.72135732554,8,0,0,0,0,0,0,0,0,79882
14414690,1427.71815301973,84,8,3,0,0,0,0,0,0,2075
19453671,1427.71304073428,38,2,3,0,0,0,0,0,0,41368
18426513,1427.62562774359,9,0,0,0,0,0,0,0,0,336
12995368,1427.56565104039,18,0,2,0,0,0,0,0,0,50327
7382734,1427.53524912662,5,0,0,0,0,0,0,0,0,72513
16395195,1427.50708700026,15,0,0,0,0,0,0,0,0,71515
23714374,1427.46450683159,64,5,3,0,0,0,0,0,0,61940
