"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","Lag"
6908032,1580.66917466678,735,65,54,0,0,0,0,0,0,345
17133127,1580.60658334667,100,0,3,0,0,0,0,0,0,1222
8840398,1580.54139743081,51,8,6,0,0,0,0,0,0,69074
14060103,1580.46033907525,5,0,0,0,0,0,0,0,0,4674
18838192,1580.44429729302,6,4,0,0,0,0,0,0,0,5817
8715808,1580.42998255359,25,10,2,0,0,0,0,0,0,19994
27921376,1580.30021561827,4,2,1,0,0,0,0,0,0,62586
12240324,1580.24153877705,31,1,1,0,0,0,0,0,0,13978
16238252,1580.201271265,41,1,2,0,0,0,0,0,0,66650
19006618,1580.15819702699,9,0,0,0,0,0,0,0,0,5074
14463105,1580.05957589562,82,15,1,0,0,0,0,0,0,110
8626190,1580.0426757607,36,1,0,0,0,0,0,0,0,27684
14370554,1580.04056886106,31,4,3,0,0,0,0,0,0,69261
28663011,1579.96833434553,123,14,10,0,0,0,0,0,0,1455
10274874,1579.92691251921,4,0,0,0,0,0,0,0,0,65
20589414,1579.90269371617,84,8,7,0,0,0,0,0,0,16212
32671212,1579.77531118121,17,4,4,0,0,0,0,0,0,6732
14129921,1579.62719241171,443,33,37,0,0,0,0,0,0,92
29824237,1579.62440636306,14,2,0,0,0,0,0,0,0,56924
14277157,1579.42676261817,5,0,0,0,0,0,0,0,0,62363
8613913,1579.03311552541,25,0,0,0,0,0,0,0,0,1175
3925586,1578.85935157436,4,0,1,0,0,0,0,0,0,79766
18619681,1578.72736661496,5,0,0,0,0,0,0,0,0,75133
2390581,1578.62227810145,9,0,1,0,0,0,0,0,0,642
16051936,1578.53019442404,7,0,1,0,0,0,0,0,0,19181
7145125,1578.52590084417,14,2,1,0,0,0,0,0,0,6910
7383688,1578.48901337909,91,18,16,0,0,0,0,0,0,12377
10371365,1578.41856855086,49,0,3,0,0,0,0,0,0,190
10961983,1578.28912783076,25,6,5,0,0,0,0,0,0,28926
12251702,1578.11401948545,20,3,5,0,0,0,0,0,0,59398
14973729,1577.99638470483,4,3,0,0,0,0,0,0,0,77558
9650310,1577.87086370067,6,0,1,0,0,0,0,0,0,26176
11185888,1577.85318235891,37,1,0,0,0,0,0,0,0,35354
3808390,1577.84049061307,27,3,3,0,0,0,0,0,0,57731
6888206,1577.80596207755,58,3,9,0,0,0,0,0,0,54249
6957262,1577.76568253136,71,6,7,0,0,0,0,0,0,26058
5352167,1577.70665290858,58,4,10,0,0,0,0,0,0,2831
14262460,1577.68727661902,22,2,3,0,0,0,0,0,0,29141
10773960,1577.68655685565,17,1,2,0,0,0,0,0,0,20244
21682059,1577.64663917842,27,0,4,0,0,0,0,0,0,345
7552300,1577.61092964015,20,1,3,0,0,0,0,0,0,1030
12474985,1577.58295019632,10,0,2,0,0,0,0,0,0,10010
21971747,1577.53991871596,98,5,16,0,0,0,0,0,0,336
12868917,1577.35688534505,207,20,22,0,0,0,0,0,0,940
13458836,1577.20775401435,46,1,1,0,0,0,0,0,0,29341
14420220,1577.15953081006,384,16,22,0,0,0,0,0,0,766
17500720,1577.15836425779,17,0,0,0,0,0,0,0,0,41275
15617884,1576.90442588451,18,1,1,0,0,0,0,0,0,13544
13352562,1576.7976224889,172,19,16,0,0,0,0,0,0,10685
10322186,1576.77868750057,22,0,0,0,0,0,0,0,0,19601
18299363,1576.76851158289,19,1,0,0,0,0,0,0,0,29058
9625749,1576.54697397111,47,11,11,0,0,0,0,0,0,22192
23592892,1576.51610287073,44,0,2,0,0,0,0,0,0,11959
10188022,1576.404315987,6,0,0,0,0,0,0,0,0,20883
9819240,1576.37143601606,23,1,2,0,0,0,0,0,0,11148
14446486,1576.28580810111,10,3,1,0,0,0,0,0,0,25991
3089026,1576.2382437482,124,1,6,0,0,0,0,0,0,345
16158336,1576.21213905159,13,2,0,0,0,0,0,0,0,69700
18803427,1576.21102651983,9,3,0,0,0,0,0,0,0,10404
10975425,1576.13435495133,19,0,0,0,0,0,0,0,0,52169
15463837,1576.12483338188,8,0,0,0,0,0,0,0,0,78082
10225377,1576.12169276579,36,4,4,0,0,0,0,0,0,3706
8940544,1576.10972355212,37,7,5,0,0,0,0,0,0,75729
9689716,1576.04636245371,299,21,28,0,0,0,0,0,0,662
21028016,1576.02500209132,18,1,0,0,0,0,0,0,0,53415
12392386,1576.0082431962,16,2,1,0,0,0,0,0,0,1060
7934786,1575.95878728482,9,4,1,0,0,0,0,0,0,5202
18746890,1575.93028582853,15,1,0,0,0,0,0,0,0,62167
22474333,1575.90298153549,24,3,3,0,0,0,0,0,0,43683
12831939,1575.8761006443,39,4,3,0,0,0,0,0,0,1742
8106988,1575.8405629602,23,3,3,0,0,0,0,0,0,48674
15954602,1575.76433023559,20,2,1,0,0,0,0,0,0,1366
10702262,1575.72600387541,25,8,2,0,0,0,0,0,0,26712
26119591,1575.61384685794,72,19,11,0,0,0,0,0,0,892
16598701,1575.59314364847,18,3,1,0,0,0,0,0,0,505
22232975,1575.55631767792,511,45,67,0,0,0,0,0,0,336
16812555,1575.53008294391,24,5,3,0,0,0,0,0,0,59545
7513571,1575.48167955523,40,2,5,0,0,0,0,0,0,7055
13370107,1575.46402415088,8,2,2,0,0,0,0,0,0,52779
12171170,1575.46362829347,33,0,2,0,0,0,0,0,0,6852
3493249,1575.41657978757,23,0,0,0,0,0,0,0,0,72525
14234240,1575.38649594354,15,1,0,0,0,0,0,0,0,13132
8828420,1575.29582898866,42,0,0,0,0,0,0,0,0,23068
22102275,1575.24380073603,513,64,47,0,0,0,0,0,0,1488
9613246,1575.08109067898,21,5,4,0,0,0,0,0,0,74261
8826833,1575.0591307423,9,0,0,0,0,0,0,0,0,75225
17293204,1575.02286565356,43,2,0,0,0,0,0,0,0,7482
4550695,1574.89272082389,13,0,0,0,0,0,0,0,0,2851
8901306,1574.8444137097,10,0,0,0,0,0,0,0,0,51066
16675202,1574.81451561186,27,0,3,0,0,0,0,0,0,11410
10559833,1574.73748483842,14,4,3,0,0,0,0,0,0,50523
11775740,1574.72808918131,4,3,0,0,0,0,0,0,0,68430
7641620,1574.71616281271,47,4,6,0,0,0,0,0,0,792
3850211,1574.70247455259,26,1,2,0,0,0,0,0,0,67192
11153810,1574.55533958758,12,0,0,0,0,0,0,0,0,40055
11934348,1574.44000828908,59,7,9,0,0,0,0,0,0,16814
27822646,1574.43656945717,55,5,3,0,0,0,0,0,0,2075
21527894,1574.42015026633,13,2,3,0,0,0,0,0,0,38918
2043401,1574.39762196769,17,1,3,0,0,0,0,0,0,11707
11703740,1574.2582671726,37,1,1,0,0,0,0,0,0,16682
11966251,1574.19411138066,10,3,6,0,0,0,0,0,0,18342
9981029,1574.12914437536,111,14,18,0,0,0,0,0,0,7418
14590106,1574.12285284242,53,1,1,0,0,0,0,0,0,2324
11305047,1574.10903084539,99,3,5,0,0,0,0,0,0,3348
10925847,1574.08518876594,15,2,1,0,0,0,0,0,0,65367
18702228,1574.06488319768,4,1,3,0,0,0,0,0,0,54124
13264148,1573.99545744384,247,15,18,0,0,0,0,0,0,4320
15857436,1573.91974228505,24,2,0,0,0,0,0,0,0,2075
31863550,1573.91810687015,22,2,2,0,0,0,0,0,0,26273
9082096,1573.89631151031,13,1,0,0,0,0,0,0,0,48504
11315329,1573.76036104468,10,1,1,0,0,0,0,0,0,34744
15701343,1573.70077576937,165,13,18,0,0,0,0,0,0,1862
10342535,1573.6454137889,41,14,12,0,0,0,0,0,0,764
13684009,1573.61341399169,17,0,1,0,0,0,0,0,0,18485
9008727,1573.53290125353,36,4,6,0,0,0,0,0,0,73728
7889571,1573.46461298264,13,0,4,0,0,0,0,0,0,54483
11196666,1573.46258636629,6,4,2,0,0,0,0,0,0,38936
21185770,1572.97485172891,4,3,0,0,0,0,0,0,0,16393
26073893,1572.97206121144,307,62,41,0,0,0,0,0,0,3704
13289728,1572.96081055562,32,2,3,0,0,0,0,0,0,57218
4394718,1572.95365676647,44,0,0,0,0,0,0,0,0,61757
12301296,1572.94283805804,3,2,0,0,0,0,0,0,0,71990
3881335,1572.92498178791,26,4,5,0,0,0,0,0,0,25698
18951230,1572.88880753273,8,4,1,0,0,0,0,0,0,9679
8473665,1572.88530108354,10,1,4,0,0,0,0,0,0,74164
20054960,1572.82153700685,5,3,0,0,0,0,0,0,0,83841
25501296,1572.80009930305,5,1,2,0,0,0,0,0,0,12559
13729153,1572.75811691817,35,5,1,0,0,0,0,0,0,18793
11566624,1572.75504182811,56,3,1,0,0,0,0,0,0,22681
12665928,1572.71558007512,11,4,4,0,0,0,0,0,0,44962
20508726,1572.69244246633,6,2,1,0,0,0,0,0,0,72445
9258670,1572.58117797522,250,17,26,0,0,0,0,0,0,336
5026496,1572.51557732253,19,0,0,0,0,0,0,0,0,28780
10431586,1572.49325673094,8,4,3,0,0,0,0,0,0,80560
16962493,1572.33770215971,77,17,11,0,0,0,0,0,0,336
11098454,1572.30710029949,68,3,5,0,0,0,0,0,0,16318
17755357,1572.26002823918,7,0,2,0,0,0,0,0,0,20261
13720351,1572.24151886505,59,3,3,0,0,0,0,0,0,12612
19466750,1572.14158093986,13,2,7,0,0,0,0,0,0,40054
11247520,1572.05205620398,67,20,30,0,0,0,0,0,0,2132
5833329,1571.94272434694,40,0,1,0,0,0,0,0,0,54160
15312729,1571.87688110518,8,1,0,0,0,0,0,0,0,23125
3885547,1571.86285623356,14,6,6,0,0,0,0,0,0,79893
12420904,1571.84489521981,4,0,1,0,0,0,0,0,0,15568
11227346,1571.57016786754,322,40,34,0,0,0,0,0,0,112
21338717,1571.54546357771,3,2,1,0,0,0,0,0,0,9772
12906792,1571.51550142998,22,2,4,0,0,0,0,0,0,518
19815879,1571.38951201931,4,2,2,0,0,0,0,0,0,78100
13099371,1571.3413619638,10,0,0,0,0,0,0,0,0,52528
7206495,1571.33201557408,18,0,2,0,0,0,0,0,0,22140
5911299,1571.29603996795,24,0,1,0,0,0,0,0,0,57560
6033065,1571.23987317327,7,2,0,0,0,0,0,0,0,3170
10526936,1571.19290138908,118,9,9,0,0,0,0,0,0,3743
10272532,1571.18146636073,7,1,1,0,0,0,0,0,0,4031
12817037,1571.13975503564,13,1,0,0,0,0,0,0,0,14791
13204251,1571.06761693311,23,2,0,0,0,0,0,0,0,19825
17440339,1570.93739359452,64,1,3,0,0,0,0,0,0,12875
7024526,1570.92839544777,18,4,0,0,0,0,0,0,0,81263
16195397,1570.90807939823,37,3,2,0,0,0,0,0,0,67947
11159039,1570.90421126443,34,4,1,0,0,0,0,0,0,12153
17880075,1570.86745089178,234,29,24,0,0,0,0,0,0,34210
9753306,1570.86260348619,12,0,2,0,0,0,0,0,0,44228
11364009,1570.77943258975,233,19,31,0,0,0,0,0,0,336
8725353,1570.76872693368,13,3,0,0,0,0,0,0,0,60397
7291171,1570.68674431934,34,0,0,0,0,0,0,0,0,31478
7969090,1570.66789976053,6,0,0,0,0,0,0,0,0,75307
15451071,1570.66569515836,9,1,1,0,0,0,0,0,0,6546
13748308,1570.61382684481,53,0,4,0,0,0,0,0,0,740
13361225,1570.48387907699,9,0,0,0,0,0,0,0,0,14792
9507985,1570.35049265691,23,6,4,0,0,0,0,0,0,2324
15349293,1570.34082934685,24,0,1,0,0,0,0,0,0,16260
4882979,1570.31315459019,4,2,0,0,0,0,0,0,0,15699
12939811,1570.18196863052,12,0,0,0,0,0,0,0,0,57993
6857843,1570.1734750436,15,5,5,0,0,0,0,0,0,40237
13575161,1570.11095693079,47,1,4,0,0,0,0,0,0,662
18992997,1570.09017473878,3,1,0,0,0,0,0,0,0,66656
20543308,1570.06592261636,27,5,5,0,0,0,0,0,0,10213
10463581,1569.98800418498,8,2,0,0,0,0,0,0,0,81715
16143170,1569.8199778845,9,3,4,0,0,0,0,0,0,2722
18217983,1569.80025425676,19,2,2,0,0,0,0,0,0,1060
7671790,1569.73788778468,15,4,2,0,0,0,0,0,0,19299
12117924,1569.61159129398,41,3,0,0,0,0,0,0,0,1212
6577301,1569.38965685906,24,5,2,0,0,0,0,0,0,66624
12225738,1569.35993203649,57,14,9,0,0,0,0,0,0,48426
19042501,1569.33833008125,11,0,0,0,0,0,0,0,0,75283
12249104,1569.2239952827,7,0,0,0,0,0,0,0,0,29411
12202466,1569.13569477167,25,1,0,0,0,0,0,0,0,42885
20004746,1569.01282868884,80,20,15,0,0,0,0,0,0,24107
14748920,1568.96016312156,125,23,24,0,0,0,0,0,0,4062
10250838,1568.93515361973,31,3,4,0,0,0,0,0,0,58020
11661764,1568.91858324393,101,20,15,0,0,0,0,0,0,1163
24213874,1568.86676028076,110,3,5,0,0,0,0,0,0,518
10406127,1568.77012268484,45,4,7,0,0,0,0,0,0,52196
2955661,1568.76930780592,59,2,0,0,0,0,0,0,0,64809
15103117,1568.56870953003,12,2,2,0,0,0,0,0,0,81727
9583290,1568.46530339561,23,4,0,0,0,0,0,0,0,48439
20128381,1568.27811058793,56,6,3,0,0,0,0,0,0,7463
12986120,1568.2753919356,69,18,16,0,0,0,0,0,0,249
268788,1568.25367917965,3,1,1,0,0,0,0,0,0,14189
10217900,1568.20243006587,5,3,0,0,0,0,0,0,0,10247
9833112,1568.15217752636,23,0,2,0,0,0,0,0,0,16723
12920831,1568.0568940768,111,0,3,0,0,0,0,0,0,346
16575519,1567.9530424275,33,4,3,0,0,0,0,0,0,43951
14033569,1567.88397921868,203,20,19,0,0,0,0,0,0,958
17726617,1567.84730580593,11,0,0,0,0,0,0,0,0,47878
12612018,1567.8339658354,13,2,1,0,0,0,0,0,0,78169
3886466,1567.67354364809,2,2,0,0,0,0,0,0,0,16655
24984414,1567.67192693774,7,2,0,0,0,0,0,0,0,67240
19824418,1567.67166262779,15,6,2,0,0,0,0,0,0,9680
13791953,1567.67078255649,21,0,2,0,0,0,0,0,0,54628
11365631,1567.65870165202,528,78,79,0,0,0,0,0,0,116
11844371,1567.62407784671,46,0,0,0,0,0,0,0,0,5074
12265149,1567.57261560879,46,4,5,0,0,0,0,0,0,2324
9300085,1567.57030920632,9,0,0,0,0,0,0,0,0,26118
8824226,1567.5551278749,378,69,50,0,0,0,0,0,0,116
12957438,1567.37860041462,34,2,2,0,0,0,0,0,0,75427
8500047,1567.31884571275,4,1,2,0,0,0,0,0,0,13794
14706518,1567.2786476851,12,0,0,0,0,0,0,0,0,52215
22262791,1567.20908396086,35,3,4,0,0,0,0,0,0,10909
13455113,1567.18579070754,66,6,5,0,0,0,0,0,0,505
9379821,1567.09783853537,34,0,0,0,0,0,0,0,0,29230
22287370,1567.08593956092,430,36,35,0,0,0,0,0,0,522
20525003,1566.89504999311,29,12,5,0,0,0,0,0,0,21723
7847997,1566.88433956653,4,1,1,0,0,0,0,0,0,48591
4241054,1566.85129718728,4,0,1,0,0,0,0,0,0,40178
29921153,1566.81746658164,34,4,2,0,0,0,0,0,0,57667
9723388,1566.81536347751,12,0,2,0,0,0,0,0,0,27
23512223,1566.78012465717,61,15,9,0,0,0,0,0,0,2522
11011335,1566.71088612969,39,1,1,0,0,0,0,0,0,518
9951289,1566.66011461538,6,3,3,0,0,0,0,0,0,39713
13865320,1566.65215821116,60,2,8,0,0,0,0,0,0,3688
18155390,1566.63657498557,16,2,2,0,0,0,0,0,0,24631
14863700,1566.59061231516,11,0,2,0,0,0,0,0,0,45087
17195689,1566.54808615363,11,0,0,0,0,0,0,0,0,60459
11537729,1566.53360306307,3,3,0,0,0,0,0,0,0,292
22542518,1566.37467367687,12,6,1,0,0,0,0,0,0,51715
14717856,1566.37182286341,34,2,4,0,0,0,0,0,0,12904
17616725,1566.36184687906,4,0,0,0,0,0,0,0,0,60842
13736991,1566.26150966719,28,3,1,0,0,0,0,0,0,78673
17711382,1566.24178760787,84,13,9,0,0,0,0,0,0,5074
9754283,1566.18602438299,31,0,0,0,0,0,0,0,0,22945
16420404,1566.1453298812,5,4,1,0,0,0,0,0,0,27989
11966127,1566.11178636623,6,3,1,0,0,0,0,0,0,31114
13843591,1566.06182299271,9,0,0,0,0,0,0,0,0,15402
6029142,1565.97674957093,18,0,1,0,0,0,0,0,0,13572
16157188,1565.94027411376,7,2,1,0,0,0,0,0,0,78492
14813129,1565.83854736752,39,1,2,0,0,0,0,0,0,22624
10890088,1565.8257057037,79,8,7,0,0,0,0,0,0,1185
18126732,1565.45107362026,10,0,0,0,0,0,0,0,0,49632
20443617,1565.33695111831,138,17,15,0,0,0,0,0,0,518
9469362,1565.31175274679,5,3,1,0,0,0,0,0,0,9824
8368247,1565.26123222599,4,0,2,0,0,0,0,0,0,7475
18510342,1565.26086196133,13,0,0,0,0,0,0,0,0,12994
13820921,1565.15772037424,24,1,0,0,0,0,0,0,0,31281
12166015,1565.14970433491,50,11,8,0,0,0,0,0,0,6814
11538089,1565.1169251856,9,1,1,0,0,0,0,0,0,79970
9400468,1565.10261496876,10,0,2,0,0,0,0,0,0,1487
12387359,1565.02409857942,25,1,3,0,0,0,0,0,0,3195
14382675,1564.94079097576,11,3,4,0,0,0,0,0,0,25428
17522180,1564.82635574718,322,45,46,0,0,0,0,0,0,336
17963790,1564.71804448149,11,0,0,0,0,0,0,0,0,57918
5346261,1564.7075283735,9,3,4,0,0,0,0,0,0,52731
4075265,1564.70373436452,9,0,0,0,0,0,0,0,0,16619
6073492,1564.67386071653,85,0,0,0,0,0,0,0,0,13663
12696690,1564.62600892564,3,2,0,0,0,0,0,0,0,71998
5937545,1564.58302974988,11,0,0,0,0,0,0,0,0,17590
4681677,1564.3143566959,12,0,0,0,0,0,0,0,0,53666
15960512,1564.28860291235,10,0,2,0,0,0,0,0,0,67530
22910322,1564.23845981829,12,4,1,0,0,0,0,0,0,21490
673549,1564.21770520442,74,9,22,0,0,0,0,0,0,21237
16403061,1564.20890160304,4,3,0,0,0,0,0,0,0,37107
25486177,1564.18321495646,16,4,0,0,0,0,0,0,0,35725
16197406,1564.15587478546,17,2,1,0,0,0,0,0,0,49677
30284920,1564.14222459161,23,2,4,0,0,0,0,0,0,32418
10678230,1564.11404861942,10,0,1,0,0,0,0,0,0,1745
17802532,1563.98657695128,57,1,2,0,0,0,0,0,0,505
13132990,1563.84201360115,10,0,2,0,0,0,0,0,0,23559
18750002,1563.83455522436,28,1,1,0,0,0,0,0,0,4842
11409334,1563.80845758829,73,6,4,0,0,0,0,0,0,7224
8382196,1563.79610097515,3,0,0,0,0,0,0,0,0,506
15339680,1563.74269639631,12,1,0,0,0,0,0,0,0,6897
1376983,1563.6732442324,39,3,3,0,0,0,0,0,0,15646
18373966,1563.65499305068,18,2,1,0,0,0,0,0,0,29780
15941946,1563.61681227811,45,3,7,0,0,0,0,0,0,38203
14153349,1563.5679999153,36,7,3,0,0,0,0,0,0,10788
11832058,1563.53798400405,6,2,2,0,0,0,0,0,0,23823
6351243,1563.5379825146,3,2,0,0,0,0,0,0,0,71343
21367371,1563.46935150852,13,1,1,0,0,0,0,0,0,40237
10601504,1563.3665304089,24,1,2,0,0,0,0,0,0,54575
4839876,1563.35960199648,24,2,7,0,0,0,0,0,0,28958
10535243,1563.35338157243,4,2,0,0,0,0,0,0,0,41086
12775536,1563.32616040296,10,5,2,0,0,0,0,0,0,679
17233121,1563.12445755988,9,3,1,0,0,0,0,0,0,38140
10290012,1562.92848121424,49,2,3,0,0,0,0,0,0,2580
10854590,1562.88859826082,16,1,0,0,0,0,0,0,0,59859
6904371,1562.88418878149,24,1,0,0,0,0,0,0,0,49506
17581180,1562.79791512412,61,8,9,0,0,0,0,0,0,19845
12171019,1562.78301363676,57,3,2,0,0,0,0,0,0,2075
10382679,1562.64642373924,65,2,3,0,0,0,0,0,0,54926
25017513,1562.58586554628,18,1,2,0,0,0,0,0,0,39954
18005865,1562.53681847693,10,1,0,0,0,0,0,0,0,42501
15136054,1562.49834944276,3,2,0,0,0,0,0,0,0,32576
14134289,1562.47932501627,5,0,0,0,0,0,0,0,0,75425
12698869,1562.45760565256,18,0,0,0,0,0,0,0,0,23006
7963232,1562.44267217632,62,18,17,0,0,0,0,0,0,36339
15167613,1562.43924997232,134,9,9,0,0,0,0,0,0,12819
10275103,1562.27429321664,237,32,27,0,0,0,0,0,0,9
2232928,1562.27265759003,86,5,8,0,0,0,0,0,0,16212
12228018,1562.26637998135,27,0,1,0,0,0,0,0,0,54994
13013893,1562.16265393588,25,0,0,0,0,0,0,0,0,3714
9364810,1562.12359084745,6,3,2,0,0,0,0,0,0,32961
10191914,1562.10764253898,8,1,1,0,0,0,0,0,0,23288
17678734,1562.09752320984,3,1,1,0,0,0,0,0,0,73439
19247502,1561.94878580806,19,1,2,0,0,0,0,0,0,505
14847177,1561.87526761313,13,9,1,0,0,0,0,0,0,10298
17958186,1561.8460314442,2,2,0,0,0,0,0,0,0,83743
10261883,1561.84435986189,16,1,1,0,0,0,0,0,0,1612
15660022,1561.83175862462,47,6,9,0,0,0,0,0,0,25548
3447236,1561.81606362518,19,2,0,0,0,0,0,0,0,65393
12182913,1561.71196881846,487,66,57,0,0,0,0,0,0,69
8700026,1561.68116539532,65,2,2,0,0,0,0,0,0,7253
1801580,1561.65403770138,41,1,7,0,0,0,0,0,0,64955
16494969,1561.628901306,17,0,1,0,0,0,0,0,0,22967
3170401,1561.59242752815,18,4,7,0,0,0,0,0,0,23482
8844222,1561.56542138771,12,3,0,0,0,0,0,0,0,3624
4746949,1561.43955575372,12,0,0,0,0,0,0,0,0,62069
9441958,1561.37702098759,13,2,2,0,0,0,0,0,0,72063
1654186,1561.33975893295,26,1,4,0,0,0,0,0,0,22020
17392497,1561.32226726559,17,4,1,0,0,0,0,0,0,11320
25863887,1561.24235952352,291,28,45,0,0,0,0,0,0,12339
19323753,1561.23339700763,5,1,1,0,0,0,0,0,0,56310
16196404,1561.16577285531,10,1,5,0,0,0,0,0,0,27122
8650175,1561.1522951275,34,1,0,0,0,0,0,0,0,55017
18525607,1561.06263779173,26,7,6,0,0,0,0,0,0,17430
15722353,1561.05844167334,15,0,0,0,0,0,0,0,0,14740
6753996,1561.05464549062,3,1,1,0,0,0,0,0,0,68040
8296269,1560.98663217717,20,2,1,0,0,0,0,0,0,26969
18178958,1560.89446609389,19,4,1,0,0,0,0,0,0,31587
8728357,1560.83011859125,20,2,0,0,0,0,0,0,0,43142
12876504,1560.80132101812,10,0,0,0,0,0,0,0,0,55656
437945,1560.72048368172,33,3,5,0,0,0,0,0,0,12243
1638369,1560.70286627712,59,10,4,0,0,0,0,0,0,5607
12442952,1560.5510718826,17,1,0,0,0,0,0,0,0,81753
10949503,1560.53596627359,111,12,15,0,0,0,0,0,0,662
11275181,1560.52233340052,6,4,2,0,0,0,0,0,0,7478
16018790,1560.47091799692,7,0,0,0,0,0,0,0,0,43220
4314559,1560.47017432758,19,0,0,0,0,0,0,0,0,27684
26052932,1560.46973015732,19,0,1,0,0,0,0,0,0,36674
9047034,1560.42006256645,198,12,8,0,0,0,0,0,0,7322
12349105,1560.40318178561,13,3,1,0,0,0,0,0,0,517
13165910,1560.29709077636,14,0,0,0,0,0,0,0,0,1222
6802061,1560.14375417783,5,0,0,0,0,0,0,0,0,44691
22417587,1560.13765661422,30,9,4,0,0,0,0,0,0,27302
15025665,1560.04523393698,50,8,5,0,0,0,0,0,0,1620
10159709,1560.00501479065,18,2,2,0,0,0,0,0,0,45174
19104542,1559.97013597286,38,2,6,0,0,0,0,0,0,72690
11633961,1559.97004748833,7,0,0,0,0,0,0,0,0,58042
15375044,1559.78685963758,5,2,2,0,0,0,0,0,0,3908
25785218,1559.68317583437,182,28,41,0,0,0,0,0,0,982
7781764,1559.60047309122,88,14,7,0,0,0,0,0,0,5193
26996077,1559.5929760752,7,3,0,0,0,0,0,0,0,662
10878651,1559.58611479039,76,12,10,0,0,0,0,0,0,20263
10662566,1559.4974124896,91,2,3,0,0,0,0,0,0,11227
16036791,1559.31696452609,474,98,99,0,0,0,0,0,0,693
17165126,1559.28498752251,127,15,15,0,0,0,0,0,0,15173
7789926,1559.1915,2,2,0,0,0,0,0,0,0,58829
26703112,1559.1915,2,2,0,0,0,0,0,0,0,72968
9044476,1559.1915,2,2,0,0,0,0,0,0,0,74428
8720577,1559.14369209039,17,5,2,0,0,0,0,0,0,76459
6894700,1559.09458390374,10,0,0,0,0,0,0,0,0,75534
21652829,1559.05895121883,35,1,3,0,0,0,0,0,0,505
10192639,1558.96645537047,39,0,2,0,0,0,0,0,0,505
18641855,1558.89603936965,11,0,0,0,0,0,0,0,0,71218
13050074,1558.85710907044,10,2,0,0,0,0,0,0,0,47083
4133758,1558.76865869478,11,1,2,0,0,0,0,0,0,66835
22450299,1558.74992223389,6,4,2,0,0,0,0,0,0,63246
21000751,1558.6975487175,3,2,0,0,0,0,0,0,0,20612
3673575,1558.68754273621,17,1,1,0,0,0,0,0,0,3852
10527116,1558.54898470853,8,0,0,0,0,0,0,0,0,41018
15015938,1558.51299278188,20,0,0,0,0,0,0,0,0,27922
7990368,1558.43875012703,8,0,1,0,0,0,0,0,0,10149
16315382,1558.33673295002,147,34,25,0,0,0,0,0,0,87
16230024,1558.31398129118,16,0,0,0,0,0,0,0,0,22128
33369858,1558.3028088553,4,3,1,0,0,0,0,0,0,40389
25578225,1558.27368953962,9,1,0,0,0,0,0,0,0,13721
18914421,1558.25527617465,2,2,0,0,0,0,0,0,0,49606
8842392,1558.14511299743,13,3,4,0,0,0,0,0,0,52963
7802148,1558.06710365265,14,1,0,0,0,0,0,0,0,834
12181599,1558.0095566411,21,0,4,0,0,0,0,0,0,43142
15846360,1557.99473268599,44,6,6,0,0,0,0,0,0,518
21606617,1557.94863160782,18,7,5,0,0,0,0,0,0,80668
13330123,1557.89126245691,27,1,0,0,0,0,0,0,0,3426
2956248,1557.8567630475,7,0,0,0,0,0,0,0,0,80800
20133680,1557.81165700214,62,1,1,0,0,0,0,0,0,22635
12540036,1557.78149895887,25,1,0,0,0,0,0,0,0,1061
19311749,1557.77720588782,6,2,0,0,0,0,0,0,0,73890
3372322,1557.6794080315,215,31,48,0,0,0,0,0,0,168
2275326,1557.56827507285,35,2,4,0,0,0,0,0,0,28768
13630983,1557.56643314688,16,7,4,0,0,0,0,0,0,2407
19058466,1557.45168590859,6,4,2,0,0,0,0,0,0,6234
20276851,1557.44183824261,29,0,0,0,0,0,0,0,0,1117
27597380,1557.42929642688,15,2,1,0,0,0,0,0,0,23553
25731217,1557.36477311442,5,0,1,0,0,0,0,0,0,72515
12118449,1557.34740011863,8,0,1,0,0,0,0,0,0,23081
12842561,1557.19756960792,4,2,0,0,0,0,0,0,0,17396
7819055,1557.16457872509,167,10,16,0,0,0,0,0,0,3676
6121945,1557.13050452969,39,2,3,0,0,0,0,0,0,19149
14188385,1557.09575204702,24,2,3,0,0,0,0,0,0,5560
14528133,1557.06727040371,9,1,2,0,0,0,0,0,0,64156
11879661,1557.04903123414,14,5,4,0,0,0,0,0,0,72233
9371150,1556.99599908429,8,1,1,0,0,0,0,0,0,62541
18732400,1556.99431903772,70,9,7,0,0,0,0,0,0,518
11317547,1556.98848389435,34,7,6,0,0,0,0,0,0,35515
10254842,1556.86551131494,14,1,2,0,0,0,0,0,0,65435
15379548,1556.7798714795,97,2,9,0,0,0,0,0,0,889
7451805,1556.72559790215,6,3,2,0,0,0,0,0,0,65106
17799404,1556.64254698533,30,1,1,0,0,0,0,0,0,24584
8862460,1556.58372594286,35,2,1,0,0,0,0,0,0,15173
20773192,1556.4832548379,21,0,2,0,0,0,0,0,0,28319
11037311,1556.23103105019,47,2,2,0,0,0,0,0,0,434
14628380,1556.18423061834,44,2,0,0,0,0,0,0,0,37351
4839300,1556.17504813792,13,0,2,0,0,0,0,0,0,7384
18857412,1556.16828997699,17,1,3,0,0,0,0,0,0,57936
6749950,1556.13086088686,4,0,0,0,0,0,0,0,0,41480
7403461,1556.10870350028,201,10,20,0,0,0,0,0,0,175
