"Player","Rating","Games","1st","2nd","3rd","4th","Lag"
9276293,2048.57115072941,186,3,6,0,0,3818
947742,2048.21285782942,94,13,10,0,0,5787
10792185,2048.08295643181,62,5,5,0,0,247
5623529,2047.95240506578,89,9,14,0,0,5987
10966302,2047.53295253962,53,5,6,0,0,443
6744123,2047.47791529133,85,15,11,0,0,17692
612898,2047.3476935652,56,10,7,0,0,14436
7341183,2046.47432753963,47,12,8,0,0,19958
8085085,2045.3455988908,80,25,11,0,0,6169
3929529,2045.11308356123,77,19,19,0,0,3846
8275006,2044.67329359581,79,7,15,0,0,239
9993348,2044.49702345723,168,17,23,0,0,941
12090610,2043.88584799703,385,35,35,0,0,102
10613549,2043.69191854766,60,8,6,0,0,15419
11371245,2042.76636263848,179,15,14,0,0,264
11189917,2042.60677220168,106,44,24,0,0,507
17847877,2041.8685417146,597,127,110,0,0,892
3635214,2041.86150362923,66,15,15,0,0,3271
10325072,2041.51846849395,229,18,17,0,0,237
6237416,2040.79164382422,93,13,10,0,0,11236
18047706,2040.07980786846,333,32,39,0,0,892
12805967,2039.8263623779,232,32,28,0,0,333
14855337,2039.49113293871,147,43,23,0,0,9557
14592820,2038.72331654689,188,27,17,0,0,210
10975777,2038.398423086,37,7,1,0,0,8579
10625776,2036.75581544818,307,18,22,0,0,338
4896825,2035.79511856653,106,12,9,0,0,341
14398471,2035.28977470565,185,34,25,0,0,386
1355695,2034.94969573294,127,3,5,0,0,938
4301976,2034.15989713608,129,13,13,0,0,7610
10459580,2034.1299866204,180,13,12,0,0,6
11469447,2033.86707933162,47,5,5,0,0,651
11238108,2032.80863105665,246,42,30,0,0,6
13139356,2032.63904320851,71,17,15,0,0,7062
11684952,2032.55345494736,62,10,3,0,0,3862
16897434,2032.40931119345,105,35,25,0,0,351
8500628,2030.2314721851,130,11,10,0,0,3941
6036351,2030.11131909626,90,14,11,0,0,3672
12949657,2028.14060272249,141,10,11,0,0,3811
5324987,2027.61605839304,55,13,11,0,0,22823
17117946,2026.47725833925,287,52,47,0,0,413
20971891,2025.72418017345,532,106,77,0,0,58
11195861,2025.20955984908,135,25,36,0,0,648
9526124,2022.57452398097,383,38,49,0,0,68
3394696,2021.92812575946,249,36,36,0,0,568
13963691,2021.44858676638,65,12,9,0,0,9188
15846736,2021.32955764184,510,99,68,0,0,192
9938943,2020.20291310253,91,17,10,0,0,584
12324616,2020.17350028882,370,51,65,0,0,1078
13218204,2019.64872629553,140,15,17,0,0,233
2541804,2019.20345284746,110,9,4,0,0,1791
9331403,2018.7998428462,66,15,7,0,0,625
2944449,2018.60576933474,153,10,16,0,0,1663
10674817,2018.47947116669,55,17,9,0,0,29873
3216107,2017.87054255192,106,21,18,0,0,15207
10500832,2017.48418971081,145,23,14,0,0,3826
3772251,2015.25203409567,105,1,5,0,0,1068
7644691,2014.71351791811,124,6,9,0,0,707
8788058,2014.31359027116,113,19,10,0,0,17867
12760743,2012.85090217963,63,7,7,0,0,897
13705417,2012.70164322428,98,11,9,0,0,2148
5403374,2011.77885914704,86,12,2,0,0,262
4922584,2011.41487317065,112,32,23,0,0,564
9845103,2011.39065460938,433,59,66,0,0,68
10952922,2010.13513717918,318,32,21,0,0,247
5033077,2009.42400895273,40,9,4,0,0,110
11222462,2007.57801006295,237,21,26,0,0,970
11536421,2007.55060446789,270,27,20,0,0,645
9712285,2007.23917692895,49,7,6,0,0,2264
6385683,2006.62510453539,44,21,9,0,0,8601
14367585,2006.55390157123,146,25,18,0,0,539
11091594,2006.08482677463,96,9,13,0,0,1250
12270069,2006.02605656871,186,36,24,0,0,144
11680054,2005.47379202219,190,32,15,0,0,8578
9737185,2004.95634323714,133,50,38,0,0,301
2312106,2003.20357127523,160,1,6,0,0,1250
8688737,2002.68852573556,66,21,17,0,0,2982
11399348,2002.54891541087,31,11,10,0,0,154
2742030,2002.31696427346,62,8,11,0,0,11606
14817468,2002.29383309802,126,15,11,0,0,1628
9294147,2001.9707765236,48,10,7,0,0,338
15213139,2001.74108704282,133,5,6,0,0,1141
12716143,2001.58941715686,129,20,20,0,0,5601
14684430,2001.32587631495,89,33,21,0,0,282
4010492,2000.42055715662,116,3,1,0,0,963
11267857,1999.49540242847,192,10,13,0,0,922
14696361,1999.14623030705,56,23,7,0,0,6634
7701428,1999.05702347288,187,13,11,0,0,760
11607790,1998.75797058669,116,31,18,0,0,19997
3149395,1998.50832863551,335,61,40,0,0,11416
10958852,1998.21773001484,150,10,6,0,0,1624
13592012,1996.705086373,232,24,29,0,0,243
26796620,1994.98890356969,233,50,38,0,0,129
10526814,1994.74016865438,161,37,36,0,0,9478
4796794,1994.63861172045,46,11,6,0,0,6340
2186872,1994.5583089105,36,9,0,0,0,19575
7774197,1994.24666150206,349,48,41,0,0,345
8077264,1994.12447854723,131,13,22,0,0,256
11794209,1993.63502402998,64,3,1,0,0,6751
1766764,1993.36349355487,80,11,9,0,0,2463
3698691,1993.06287727416,206,7,10,0,0,574
9136545,1992.06731978266,99,14,16,0,0,762
13628898,1991.96297794364,124,11,6,0,0,1008
11987104,1991.55983476748,75,13,8,0,0,7316
3163649,1990.73036011084,37,10,4,0,0,27975
4430263,1990.31401229838,56,20,8,0,0,544
20501126,1989.57110986748,103,7,12,0,0,50
4309566,1988.61085937021,68,14,14,0,0,23093
11921197,1988.50377092306,48,3,1,0,0,264
8666950,1987.839071584,144,10,18,0,0,2949
6178640,1987.17331316904,166,15,12,0,0,293
12179012,1986.81154566648,65,10,10,0,0,1624
8535398,1986.71024893043,58,4,6,0,0,8889
7249261,1986.56738169709,220,14,18,0,0,916
3601553,1985.61749186627,126,9,19,0,0,3537
19315726,1984.75427116834,82,15,8,0,0,679
13057699,1984.72484440787,147,29,21,0,0,873
7081596,1984.33845845166,72,11,8,0,0,6
2012039,1984.05623551381,60,9,7,0,0,755
6524092,1983.80210982338,41,15,4,0,0,16751
1285637,1983.66115563298,67,3,6,0,0,3990
12902475,1983.61957469508,147,7,11,0,0,60
13896734,1983.35606953791,162,10,16,0,0,4170
10778261,1982.63392465427,21,6,6,0,0,1141
7457788,1982.54209626856,187,6,5,0,0,237
4018079,1982.37177612768,63,4,11,0,0,9459
11129041,1982.00938422753,325,20,26,0,0,97
14402477,1981.41250486618,103,8,10,0,0,54
8926244,1981.00898884908,271,53,23,0,0,760
10410603,1980.37432069996,117,13,14,0,0,136
3898396,1979.22911007483,133,10,13,0,0,3818
8445602,1978.44459683497,155,16,10,0,0,554
7624067,1978.02345050204,328,68,56,0,0,86
14457670,1976.72469747265,102,7,10,0,0,25187
10029074,1976.32465076713,134,7,16,0,0,400
3859111,1976.01533880325,221,39,30,0,0,2114
11106929,1975.6582189783,63,17,18,0,0,334
10805852,1975.6205485613,69,14,6,0,0,816
11836334,1975.55218390875,135,21,26,0,0,205
9459674,1975.36207658205,202,30,26,0,0,1433
18906801,1974.78594671404,97,5,7,0,0,8597
7388062,1974.53290938687,49,11,6,0,0,77
15641344,1974.37401395748,131,8,4,0,0,540
9484080,1974.31810670129,188,17,9,0,0,1168
8717773,1973.75214274046,76,9,10,0,0,48
14083285,1973.52675925059,46,9,11,0,0,12599
9321674,1972.93716887484,73,20,7,0,0,568
13300203,1972.34161005663,102,18,11,0,0,711
10487020,1971.57177712455,201,9,14,0,0,645
11349288,1971.27711692465,41,18,6,0,0,1217
2110845,1970.17656575006,52,2,5,0,0,846
27234119,1969.84893993905,359,66,51,0,0,129
9997359,1967.85790017205,72,5,10,0,0,15412
15745271,1967.85521838259,95,8,15,0,0,18190
5286213,1967.67271027317,69,10,8,0,0,844
7302148,1966.45395835737,99,12,13,0,0,11025
12450467,1966.15818442401,99,12,8,0,0,11820
9883156,1966.12051523701,421,89,64,0,0,326
7940696,1966.06027405663,131,16,11,0,0,6067
5281485,1965.35814480127,152,8,15,0,0,1680
6942259,1963.29386216512,129,6,6,0,0,1835
13767572,1963.17369585228,66,16,13,0,0,127
15251627,1960.45065109041,214,26,22,0,0,54
16538717,1960.2065011022,164,13,7,0,0,52
7498203,1959.60936790793,392,83,70,0,0,127
7785655,1959.33330937144,64,14,7,0,0,154
11446219,1959.14327704287,86,11,12,0,0,1322
4715598,1958.30173568915,46,19,17,0,0,4389
9918331,1957.22408768219,57,15,6,0,0,17388
6379036,1957.07042200459,297,36,32,0,0,709
4858555,1956.83432850092,177,35,25,0,0,290
17980099,1956.73620766622,67,13,10,0,0,843
4852013,1956.61956086545,29,10,3,0,0,26816
7166953,1956.41435071824,54,5,5,0,0,17224
6643511,1956.37930471338,661,77,66,0,0,51
18781432,1955.03964542815,535,56,55,0,0,247
11806306,1954.46507885193,51,12,7,0,0,23166
5366933,1954.24508417258,107,30,21,0,0,1064
12609022,1954.20379502349,164,11,23,0,0,3589
12701607,1953.44274049675,139,10,10,0,0,2949
7713152,1951.2753593966,288,36,31,0,0,400
6795168,1951.09374052763,111,9,15,0,0,688
11557554,1950.59731004343,24,10,2,0,0,237
16626263,1950.32539109457,286,41,42,0,0,1069
12148238,1950.27957424129,67,24,12,0,0,9741
1427407,1950.24006370714,61,4,12,0,0,516
1041943,1950.1493748323,321,48,53,0,0,138
14293652,1949.68727831635,166,48,36,0,0,481
14477332,1949.52892315653,39,9,3,0,0,3439
5245584,1949.45015524377,51,11,5,0,0,22107
15030466,1949.44182617753,58,13,8,0,0,1282
8788898,1948.78502282954,114,3,8,0,0,34
6661913,1947.64812666408,62,15,6,0,0,13896
9558549,1947.61523310855,24,7,5,0,0,19596
7810180,1947.32555337122,155,22,18,0,0,8803
13988393,1947.24848079271,58,0,3,0,0,15569
14860270,1947.16881530951,278,27,22,0,0,448
7421892,1947.13740677793,32,12,4,0,0,24393
13214651,1946.92583899429,65,0,3,0,0,7949
5346730,1946.89649742525,171,41,28,0,0,427
13757181,1946.86467086106,84,11,3,0,0,2871
14866091,1946.81829648535,201,28,25,0,0,367
8401905,1946.79375427583,78,2,3,0,0,448
9975427,1946.52591113102,83,4,4,0,0,922
3318668,1945.02855464103,26,12,1,0,0,20544
12159899,1944.61691013755,44,3,1,0,0,3946
28214731,1944.48003912694,63,19,14,0,0,766
2000416,1943.26666678047,69,3,6,0,0,239
13207763,1943.09612077932,287,19,15,0,0,760
10069909,1942.88675384572,73,2,5,0,0,928
4166621,1942.8119526728,53,7,10,0,0,27345
10826957,1942.23938231193,90,6,14,0,0,69
4934554,1942.14237223114,37,10,5,0,0,7865
7393858,1941.0902053396,85,12,4,0,0,306
14612966,1940.89109324602,39,8,11,0,0,8169
15246709,1939.96593680683,72,14,13,0,0,2811
3345902,1939.60737912041,24,4,6,0,0,1628
9254536,1939.13464754234,44,6,11,0,0,22275
11076938,1939.13417292216,106,16,20,0,0,587
14503423,1938.91978328126,40,4,5,0,0,22353
9323312,1938.82609965707,51,6,6,0,0,927
9283403,1938.58463368575,41,9,4,0,0,11562
10224047,1938.51718672666,96,6,4,0,0,237
6600930,1938.44883357269,50,4,4,0,0,6644
8151359,1938.02340554843,83,6,5,0,0,9082
12530511,1935.84419524045,87,5,9,0,0,540
5326197,1935.51731541358,71,3,7,0,0,1628
4253615,1935.29805390219,140,7,9,0,0,262
14024115,1935.14447835528,136,43,26,0,0,56
17158552,1935.13433571028,51,7,7,0,0,11720
7845731,1934.88235952174,116,9,7,0,0,243
4908650,1933.7069883161,18,14,3,0,0,14831
2791044,1932.89133097129,109,8,14,0,0,13585
6124459,1932.00290298759,173,24,23,0,0,304
2272587,1931.39022239143,50,4,3,0,0,538
11688228,1931.10360774613,96,13,13,0,0,20197
16083856,1931.04462664259,76,3,6,0,0,4288
15392570,1930.45107803105,115,19,10,0,0,2937
10543853,1929.90065192863,103,12,15,0,0,12
22139521,1929.62777864204,58,15,6,0,0,25025
13778217,1929.12586036599,230,31,28,0,0,129
11239094,1928.59492758553,85,8,8,0,0,25126
2155578,1928.55493442967,20,6,4,0,0,8597
13935409,1927.84531517177,502,85,110,0,0,197
69114,1927.17574519314,46,3,3,0,0,18192
2282145,1927.08849690459,82,7,10,0,0,11610
16468838,1927.05998489414,85,7,4,0,0,540
19191708,1926.71069533607,455,63,46,0,0,148
7067142,1926.34963817312,101,5,4,0,0,247
7374212,1925.98245938801,147,18,18,0,0,16
6024502,1925.75513336575,39,12,10,0,0,451
10073635,1925.51390560424,31,7,2,0,0,6751
23303515,1923.86304747712,139,35,18,0,0,8122
10345531,1923.51021303441,147,8,7,0,0,522
7948169,1923.23276078247,87,8,5,0,0,7952
10634348,1923.01438020088,153,20,7,0,0,60
16435346,1922.87778030885,288,27,24,0,0,163
21653406,1922.81243301999,107,9,13,0,0,568
5132353,1922.60188757479,167,6,15,0,0,239
