"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","Lag"
1887616,1874.01462766912,33,6,6,0,0,0,0,0,0,0,0,344
11821951,1873.83092134017,57,6,5,0,0,0,0,0,0,0,0,74536
7127366,1873.27153132317,100,17,15,0,0,0,0,0,0,0,0,2768
12902475,1873.02826388291,263,10,15,0,0,0,0,0,0,0,0,3000
10424384,1872.92061271371,133,11,12,0,0,0,0,0,0,0,0,4944
5382216,1872.37823895422,143,18,22,0,0,0,0,0,0,0,0,6621
19576144,1871.87189835078,31,8,1,0,0,0,0,0,0,0,0,26148
8352298,1871.12131972884,30,4,3,0,0,0,0,0,0,0,0,26434
8066515,1870.9937209701,58,4,5,0,0,0,0,0,0,0,0,23408
7636779,1870.86774308764,183,16,12,0,0,0,0,0,0,0,0,2323
13995156,1870.83163597417,61,13,6,0,0,0,0,0,0,0,0,1827
12482253,1870.59243263031,79,12,7,0,0,0,0,0,0,0,0,7510
10451063,1870.52659926724,78,6,6,0,0,0,0,0,0,0,0,8450
13319294,1869.86508030909,383,46,30,0,0,0,0,0,0,0,0,510
11132798,1869.56914772342,26,9,2,0,0,0,0,0,0,0,0,88490
18004953,1869.46908907454,306,57,42,0,0,0,0,0,0,0,0,2057
3223144,1869.4374313214,67,7,5,0,0,0,0,0,0,0,0,15191
10801246,1869.36548444564,87,11,16,0,0,0,0,0,0,0,0,1771
4858555,1869.22541653109,233,42,34,0,0,0,0,0,0,0,0,27736
12981253,1868.63538024688,111,11,16,0,0,0,0,0,0,0,0,4513
341591,1868.54654218921,128,27,11,0,0,0,0,0,0,0,0,4018
25822905,1868.33628988036,110,9,11,0,0,0,0,0,0,0,0,1771
3149395,1868.06873718196,419,78,49,0,0,0,0,0,0,0,0,71
9106690,1867.792443293,44,8,7,0,0,0,0,0,0,0,0,37546
12080544,1867.49863220555,132,8,10,0,0,0,0,0,0,0,0,5902
17045442,1867.36424290458,224,14,13,0,0,0,0,0,0,0,0,8850
8707087,1867.31505557891,74,5,2,0,0,0,0,0,0,0,0,5547
11461810,1867.27351923219,742,45,64,0,0,0,0,0,0,0,0,255
6784764,1867.05646479616,107,23,17,0,0,0,0,0,0,0,0,19029
4942030,1866.80144590603,203,23,23,0,0,0,0,0,0,0,0,1229
10853878,1866.45688933757,614,73,64,0,0,0,0,0,0,0,0,138
13592012,1865.83572729378,419,52,52,0,0,0,0,0,0,0,0,426
13986379,1865.83072817915,160,9,8,0,0,0,0,0,0,0,0,10928
8268978,1865.6004618897,736,32,51,0,0,0,0,0,0,0,0,139
17917574,1865.25756202357,31,0,0,0,0,0,0,0,0,0,0,2138
11409111,1865.12090918836,50,6,6,0,0,0,0,0,0,0,0,15468
29306402,1865.0091238879,92,21,15,0,0,0,0,0,0,0,0,166
6795168,1864.92497207909,268,20,31,0,0,0,0,0,0,0,0,397
9508109,1864.55696246443,27,2,3,0,0,0,0,0,0,0,0,20787
11461426,1864.20730666899,153,2,2,0,0,0,0,0,0,0,0,5422
8861593,1864.11603542302,253,18,18,0,0,0,0,0,0,0,0,234
16218750,1863.91315357131,471,34,29,0,0,0,0,0,0,0,0,98
2367495,1863.66454994404,29,1,0,0,0,0,0,0,0,0,0,464
11893325,1863.35211699898,70,1,8,0,0,0,0,0,0,0,0,8524
10731451,1863.32054369269,56,13,5,0,0,0,0,0,0,0,0,107
7972980,1863.23022453507,182,16,14,0,0,0,0,0,0,0,0,8579
9784305,1863.12174279586,93,21,15,0,0,0,0,0,0,0,0,23438
16083856,1862.85789214751,124,11,13,0,0,0,0,0,0,0,0,19065
4248481,1862.78395140416,80,21,14,0,0,0,0,0,0,0,0,9144
13241562,1862.74657034459,182,7,9,0,0,0,0,0,0,0,0,2768
15867013,1862.53568028137,116,15,14,0,0,0,0,0,0,0,0,22593
9548110,1862.49583025943,623,42,44,0,0,0,0,0,0,0,0,29
15213508,1862.4434665477,53,17,6,0,0,0,0,0,0,0,0,25004
6760007,1862.10218339409,58,10,10,0,0,0,0,0,0,0,0,2405
6806754,1861.96275379182,18,9,2,0,0,0,0,0,0,0,0,19616
3869519,1861.73277672338,54,2,2,0,0,0,0,0,0,0,0,26244
14661718,1861.55793440712,199,12,15,0,0,0,0,0,0,0,0,2359
10436342,1861.31263761072,181,9,9,0,0,0,0,0,0,0,0,23421
4200090,1861.29649867063,55,11,10,0,0,0,0,0,0,0,0,11906
10831582,1861.12104403697,117,3,8,0,0,0,0,0,0,0,0,5029
5442931,1860.67167941982,216,15,19,0,0,0,0,0,0,0,0,5104
12830952,1860.60937035708,84,27,26,0,0,0,0,0,0,0,0,975
19204047,1860.44551603432,595,78,89,0,0,0,0,0,0,0,0,510
8923608,1860.34425852938,79,5,7,0,0,0,0,0,0,0,0,19467
11447637,1860.22297280028,54,1,4,0,0,0,0,0,0,0,0,6923
13456818,1859.47641544336,136,22,22,0,0,0,0,0,0,0,0,2916
18217876,1859.36744524727,154,14,17,0,0,0,0,0,0,0,0,38
7249644,1859.18876329245,452,40,53,0,0,0,0,0,0,0,0,247
10298561,1858.89843236485,74,6,7,0,0,0,0,0,0,0,0,3622
12000193,1858.18404466449,95,17,8,0,0,0,0,0,0,0,0,1685
21949849,1857.93018106036,79,11,6,0,0,0,0,0,0,0,0,264
12727907,1857.90242208313,35,2,2,0,0,0,0,0,0,0,0,41656
6567244,1857.56738506646,88,19,17,0,0,0,0,0,0,0,0,2282
26626040,1857.33578101759,107,5,1,0,0,0,0,0,0,0,0,510
6607682,1857.26764009571,255,20,17,0,0,0,0,0,0,0,0,270
4856562,1857.14278390547,40,1,4,0,0,0,0,0,0,0,0,2046
9331403,1856.7408219434,105,15,10,0,0,0,0,0,0,0,0,35985
9406171,1856.54421024434,111,13,6,0,0,0,0,0,0,0,0,60
21644645,1856.47200046178,64,4,11,0,0,0,0,0,0,0,0,2912
18948749,1856.45272595624,141,14,5,0,0,0,0,0,0,0,0,5269
21908147,1856.35924092206,109,18,15,0,0,0,0,0,0,0,0,56
9580428,1856.17526723923,379,33,26,0,0,0,0,0,0,0,0,219
11554464,1856.06254401375,68,18,14,0,0,0,0,0,0,0,0,79346
6583827,1855.97533548695,294,7,10,0,0,0,0,0,0,0,0,2412
12027165,1855.68381142215,996,181,128,0,0,0,0,0,0,0,0,32
5155680,1855.4602723995,47,8,10,0,0,0,0,0,0,0,0,1418
9049630,1855.30439008381,108,4,5,0,0,0,0,0,0,0,0,2073
8065765,1855.05088388736,98,7,4,0,0,0,0,0,0,0,0,5051
9626482,1854.54425582436,308,35,36,0,0,0,0,0,0,0,0,1442
18775526,1854.47295701216,242,69,42,0,0,0,0,0,0,0,0,62
11446219,1854.01221670537,117,11,12,0,0,0,0,0,0,0,0,17796
15291551,1853.0681721255,26,4,1,0,0,0,0,0,0,0,0,43714
8077264,1852.8775806124,197,15,23,0,0,0,0,0,0,0,0,19240
19672825,1852.87738991085,129,16,14,0,0,0,0,0,0,0,0,3622
3148418,1852.67105976672,180,53,42,0,0,0,0,0,0,0,0,58283
3471120,1852.58863254718,100,33,17,0,0,0,0,0,0,0,0,1383
8210988,1852.50290269848,94,11,13,0,0,0,0,0,0,0,0,3487
6379036,1852.30662896006,461,47,37,0,0,0,0,0,0,0,0,1243
874891,1852.2519019077,349,27,22,0,0,0,0,0,0,0,0,551
23235560,1851.24401749143,145,16,16,0,0,0,0,0,0,0,0,39
13344402,1850.86313460104,238,25,25,0,0,0,0,0,0,0,0,231
2629617,1850.84935248729,398,51,50,0,0,0,0,0,0,0,0,277
7784120,1850.79560095903,70,15,12,0,0,0,0,0,0,0,0,119
3521482,1850.5293385201,20,5,4,0,0,0,0,0,0,0,0,9144
11238108,1850.3102537947,686,101,64,0,0,0,0,0,0,0,0,197
2138989,1849.63274533356,233,35,33,0,0,0,0,0,0,0,0,6699
8944472,1849.60378012534,95,22,19,0,0,0,0,0,0,0,0,183
12041303,1849.33196658708,33,5,3,0,0,0,0,0,0,0,0,4189
10568168,1849.21268217008,63,2,2,0,0,0,0,0,0,0,0,1815
10722794,1849.01368283045,211,9,12,0,0,0,0,0,0,0,0,1272
17720805,1848.98368501818,317,17,23,0,0,0,0,0,0,0,0,82
11477921,1848.92096874297,222,28,36,0,0,0,0,0,0,0,0,139
10959013,1848.77686433984,46,8,10,0,0,0,0,0,0,0,0,2465
17018032,1848.52620316039,41,7,6,0,0,0,0,0,0,0,0,49065
5182050,1848.51319921863,23,2,1,0,0,0,0,0,0,0,0,22410
6137858,1848.26834218829,51,4,1,0,0,0,0,0,0,0,0,2192
15399730,1848.2324625947,182,22,24,0,0,0,0,0,0,0,0,137
13281473,1848.16232728613,32,13,2,0,0,0,0,0,0,0,0,86951
10415929,1847.95902185742,298,14,19,0,0,0,0,0,0,0,0,685
6659116,1847.94679021497,111,8,4,0,0,0,0,0,0,0,0,1895
7836718,1847.86789761729,431,66,74,0,0,0,0,0,0,0,0,623
3794345,1847.60821780178,488,59,80,0,0,0,0,0,0,0,0,69
10849508,1847.60743810259,157,20,19,0,0,0,0,0,0,0,0,1013
9843825,1847.50454431415,223,26,39,0,0,0,0,0,0,0,0,4955
19236903,1847.33432997585,60,12,11,0,0,0,0,0,0,0,0,5437
15657769,1847.09507176633,22,7,2,0,0,0,0,0,0,0,0,50087
6574823,1847.09165202482,75,12,8,0,0,0,0,0,0,0,0,19231
5283014,1846.87007610918,121,3,7,0,0,0,0,0,0,0,0,7110
14077136,1846.5975973403,97,8,9,0,0,0,0,0,0,0,0,1771
5334278,1846.44701667333,216,30,44,0,0,0,0,0,0,0,0,14912
6111086,1846.32192472467,88,14,16,0,0,0,0,0,0,0,0,2044
6491728,1846.30873442448,17,12,5,0,0,0,0,0,0,0,0,59
19186934,1845.93986297047,25,4,1,0,0,0,0,0,0,0,0,5452
10302933,1845.71526231456,144,11,4,0,0,0,0,0,0,0,0,312
9665206,1845.26839186571,30,13,3,0,0,0,0,0,0,0,0,1079
14582697,1844.87118220518,45,5,6,0,0,0,0,0,0,0,0,6586
10903510,1844.84013343345,48,4,7,0,0,0,0,0,0,0,0,194
22185836,1844.83061550367,728,94,64,0,0,0,0,0,0,0,0,51
7753804,1844.48079723452,28,5,3,0,0,0,0,0,0,0,0,58182
10927454,1844.30053134541,63,10,8,0,0,0,0,0,0,0,0,4272
16388920,1844.22240362892,17,10,0,0,0,0,0,0,0,0,0,16096
14025454,1844.18169431154,278,24,30,0,0,0,0,0,0,0,0,98
4087422,1843.52943035823,43,7,6,0,0,0,0,0,0,0,0,20481
13248978,1843.34351215377,67,0,7,0,0,0,0,0,0,0,0,37802
9970083,1843.12575577555,39,14,3,0,0,0,0,0,0,0,0,5215
14198079,1843.12285967602,51,13,8,0,0,0,0,0,0,0,0,13111
3995874,1842.97621726614,108,10,4,0,0,0,0,0,0,0,0,2255
11151214,1842.93935979752,17,15,2,0,0,0,0,0,0,0,0,73340
16949746,1842.78662386328,325,13,18,0,0,0,0,0,0,0,0,1771
2454767,1842.66514242982,40,2,2,0,0,0,0,0,0,0,0,5266
13077790,1842.52742576851,69,3,8,0,0,0,0,0,0,0,0,67530
9919528,1842.49924417118,186,12,27,0,0,0,0,0,0,0,0,6023
18567604,1842.4870082921,365,20,24,0,0,0,0,0,0,0,0,717
7127792,1842.38607696995,44,10,7,0,0,0,0,0,0,0,0,66721
22907342,1842.2705044252,39,5,5,0,0,0,0,0,0,0,0,1998
10429510,1842.00355143336,38,3,6,0,0,0,0,0,0,0,0,468
16702873,1841.9051831902,52,10,6,0,0,0,0,0,0,0,0,25138
14376625,1841.65313339794,102,11,4,0,0,0,0,0,0,0,0,1432
13619656,1841.29774271588,705,135,95,0,0,0,0,0,0,0,0,8
848961,1840.96414135065,107,14,12,0,0,0,0,0,0,0,0,1656
22986777,1840.92374483896,36,0,8,0,0,0,0,0,0,0,0,886
5423872,1840.52093416701,42,1,0,0,0,0,0,0,0,0,0,56
6216284,1840.51863970574,63,10,7,0,0,0,0,0,0,0,0,14912
10670264,1840.38480301755,43,6,9,0,0,0,0,0,0,0,0,41501
4005672,1839.46214092167,37,5,3,0,0,0,0,0,0,0,0,69348
16603630,1839.110602802,38,9,2,0,0,0,0,0,0,0,0,1771
2558163,1839.07792404328,116,8,7,0,0,0,0,0,0,0,0,29471
13802569,1838.78763734261,218,24,15,0,0,0,0,0,0,0,0,13
8263599,1838.73508075586,76,11,5,0,0,0,0,0,0,0,0,3701
12067984,1838.70577387104,326,43,42,0,0,0,0,0,0,0,0,747
13510394,1838.55451862654,90,11,2,0,0,0,0,0,0,0,0,7802
15841832,1838.39035682443,93,18,12,0,0,0,0,0,0,0,0,1273
2355080,1837.91722836932,226,16,19,0,0,0,0,0,0,0,0,710
8401053,1837.86970848992,140,12,13,0,0,0,0,0,0,0,0,12603
10500832,1837.82578364589,244,27,18,0,0,0,0,0,0,0,0,35829
13237266,1837.51521277033,25,1,0,0,0,0,0,0,0,0,0,1243
9625245,1837.42195643998,64,10,10,0,0,0,0,0,0,0,0,52929
1598736,1837.0683743202,74,5,6,0,0,0,0,0,0,0,0,5142
21130016,1836.64269717992,889,142,111,0,0,0,0,0,0,0,0,98
3322364,1836.60076123039,24,9,4,0,0,0,0,0,0,0,0,22494
10852557,1836.50067801292,50,10,7,0,0,0,0,0,0,0,0,2410
15956540,1836.47531646516,85,10,3,0,0,0,0,0,0,0,0,510
14552958,1836.426052181,35,10,8,0,0,0,0,0,0,0,0,7837
4010492,1836.40085851729,173,3,1,0,0,0,0,0,0,0,0,28594
17684409,1836.31107250577,199,18,8,0,0,0,0,0,0,0,0,98
10815893,1836.2695755065,107,15,16,0,0,0,0,0,0,0,0,2074
9140390,1836.09510980515,52,9,8,0,0,0,0,0,0,0,0,51659
16748549,1835.88528283558,150,21,23,0,0,0,0,0,0,0,0,784
14497638,1835.67320742179,118,15,12,0,0,0,0,0,0,0,0,7795
17074316,1835.61056921294,88,15,13,0,0,0,0,0,0,0,0,7795
12060369,1835.547564717,65,5,4,0,0,0,0,0,0,0,0,4694
8064649,1835.14803758298,32,7,4,0,0,0,0,0,0,0,0,60089
19606212,1834.54166202344,479,166,154,0,0,0,0,0,0,0,0,41003
7111019,1834.53899929517,131,20,17,0,0,0,0,0,0,0,0,476
5427223,1834.04251622246,158,10,12,0,0,0,0,0,0,0,0,3612
8655635,1833.9214637478,48,17,10,0,0,0,0,0,0,0,0,467
5414124,1833.90046253285,83,7,11,0,0,0,0,0,0,0,0,140
29636074,1833.62245678228,54,17,5,0,0,0,0,0,0,0,0,31216
11895985,1833.14285348559,93,10,10,0,0,0,0,0,0,0,0,5596
13976710,1832.8655167782,182,45,26,0,0,0,0,0,0,0,0,37169
10964155,1832.25527351716,31,0,2,0,0,0,0,0,0,0,0,5505
14467998,1831.9897614919,154,5,4,0,0,0,0,0,0,0,0,1243
10042684,1831.91558032009,89,13,13,0,0,0,0,0,0,0,0,71
14364661,1831.91270605563,70,2,2,0,0,0,0,0,0,0,0,3609
18997680,1831.76972559844,30,4,1,0,0,0,0,0,0,0,0,1808
18443387,1831.57974231028,38,4,0,0,0,0,0,0,0,0,0,39394
10733055,1831.45075157591,126,5,5,0,0,0,0,0,0,0,0,15783
12093309,1831.38610872838,45,10,6,0,0,0,0,0,0,0,0,1016
14798338,1831.372632703,91,35,17,0,0,0,0,0,0,0,0,834
17908427,1831.00202471448,751,43,50,0,0,0,0,0,0,0,0,98
13473514,1830.99594254448,68,5,9,0,0,0,0,0,0,0,0,26741
10507706,1830.82564437272,47,9,10,0,0,0,0,0,0,0,0,708
10060138,1830.44449842377,791,168,122,0,0,0,0,0,0,0,0,1551
9694973,1830.34398073756,58,13,12,0,0,0,0,0,0,0,0,63811
4932456,1830.18834919837,46,1,3,0,0,0,0,0,0,0,0,35877
11944118,1829.90767995751,49,7,10,0,0,0,0,0,0,0,0,28836
5366898,1829.63760971222,160,13,25,0,0,0,0,0,0,0,0,3878
10350809,1829.62459027635,421,15,10,0,0,0,0,0,0,0,0,746
5104320,1829.56398658626,84,3,3,0,0,0,0,0,0,0,0,2535
13661543,1829.16663292325,28,5,1,0,0,0,0,0,0,0,0,464
13342143,1828.73718007941,86,5,5,0,0,0,0,0,0,0,0,4508
17996877,1828.6843622006,559,64,68,0,0,0,0,0,0,0,0,252
9425864,1828.58555162912,404,42,49,0,0,0,0,0,0,0,0,510
12033812,1828.24938417951,32,0,2,0,0,0,0,0,0,0,0,18764
8429128,1828.0051444323,61,11,11,0,0,0,0,0,0,0,0,119
14953642,1827.70381582613,124,9,6,0,0,0,0,0,0,0,0,19988
11001039,1827.66126669343,134,8,4,0,0,0,0,0,0,0,0,1243
3547290,1827.29096069813,33,0,4,0,0,0,0,0,0,0,0,17662
14451752,1827.10884206938,50,4,4,0,0,0,0,0,0,0,0,1622
8508931,1826.74512461164,163,5,5,0,0,0,0,0,0,0,0,981
11740073,1826.60190939451,139,18,8,0,0,0,0,0,0,0,0,11906
9484080,1826.37778581033,285,35,23,0,0,0,0,0,0,0,0,17332
7348744,1826.27149600606,84,14,8,0,0,0,0,0,0,0,0,1444
13684411,1826.0187486095,43,2,3,0,0,0,0,0,0,0,0,25248
9062731,1825.82956875411,33,4,1,0,0,0,0,0,0,0,0,67604
9283403,1825.42943361798,100,9,6,0,0,0,0,0,0,0,0,309
19191708,1825.31389088305,922,104,92,0,0,0,0,0,0,0,0,1616
10816653,1825.10755217687,118,12,14,0,0,0,0,0,0,0,0,4262
2906436,1824.66175500224,61,12,13,0,0,0,0,0,0,0,0,524
19686199,1824.65336567535,112,3,7,0,0,0,0,0,0,0,0,11317
13282358,1824.38955642044,38,19,10,0,0,0,0,0,0,0,0,27571
10881788,1824.25526741104,42,4,4,0,0,0,0,0,0,0,0,11421
19890183,1824.25444246422,99,11,2,0,0,0,0,0,0,0,0,76
14402477,1824.10516297698,197,18,26,0,0,0,0,0,0,0,0,1303
6898948,1823.96509214299,188,5,6,0,0,0,0,0,0,0,0,31738
16535905,1823.89880752573,57,17,10,0,0,0,0,0,0,0,0,966
3604693,1823.88886588625,32,8,4,0,0,0,0,0,0,0,0,60
19485895,1823.85144276707,21,6,4,0,0,0,0,0,0,0,0,1469
2021758,1823.84264467316,51,4,0,0,0,0,0,0,0,0,0,727
8170186,1823.68134870816,32,5,6,0,0,0,0,0,0,0,0,55401
12139352,1823.57428109462,228,17,13,0,0,0,0,0,0,0,0,510
2120824,1823.52922093489,104,15,17,0,0,0,0,0,0,0,0,1579
23738997,1823.40682095368,126,23,18,0,0,0,0,0,0,0,0,8145
10912560,1823.21493843991,44,19,7,0,0,0,0,0,0,0,0,45253
10712019,1823.11886206734,18,7,0,0,0,0,0,0,0,0,0,16142
5405852,1823.08346375473,56,11,14,0,0,0,0,0,0,0,0,58416
12290117,1822.75034461237,133,9,12,0,0,0,0,0,0,0,0,21605
7096642,1822.57628480757,96,17,18,0,0,0,0,0,0,0,0,39507
12571145,1822.53815491303,45,6,5,0,0,0,0,0,0,0,0,29364
17202789,1822.41432709385,69,17,17,0,0,0,0,0,0,0,0,39503
4464845,1822.38480174337,186,3,8,0,0,0,0,0,0,0,0,4725
12443104,1822.00213626544,181,14,31,0,0,0,0,0,0,0,0,563
10748381,1821.78222582185,166,7,7,0,0,0,0,0,0,0,0,17672
5510197,1821.2406474956,23,2,2,0,0,0,0,0,0,0,0,8792
29250968,1821.15039943048,190,23,31,0,0,0,0,0,0,0,0,5565
2272413,1820.99615463788,177,35,34,0,0,0,0,0,0,0,0,60
13875116,1820.72945049332,92,7,12,0,0,0,0,0,0,0,0,4950
10567112,1820.65977149291,20,1,1,0,0,0,0,0,0,0,0,119
14358922,1820.54802658306,102,7,6,0,0,0,0,0,0,0,0,475
7764053,1820.48079161263,71,8,6,0,0,0,0,0,0,0,0,69873
12632867,1820.32318507994,329,42,47,0,0,0,0,0,0,0,0,20
9927583,1820.26108025173,583,88,73,0,0,0,0,0,0,0,0,540
8369677,1820.11313555516,66,9,6,0,0,0,0,0,0,0,0,2500
18443135,1819.94317125976,156,27,29,0,0,0,0,0,0,0,0,761
14392070,1819.91866941314,149,25,16,0,0,0,0,0,0,0,0,7748
6482909,1819.76463188576,645,57,65,0,0,0,0,0,0,0,0,3
13778217,1819.61601442056,520,51,58,0,0,0,0,0,0,0,0,51
2212941,1819.25737792104,54,0,0,0,0,0,0,0,0,0,0,2073
11042554,1819.15030447841,102,0,2,0,0,0,0,0,0,0,0,35569
8454773,1819.03204809991,18,0,0,0,0,0,0,0,0,0,0,5834
947742,1818.75206278223,126,14,10,0,0,0,0,0,0,0,0,5108
5449433,1818.66981070271,76,9,3,0,0,0,0,0,0,0,0,5401
1313327,1818.18205584501,53,6,2,0,0,0,0,0,0,0,0,16900
11918602,1816.79060694988,758,52,75,0,0,1,0,0,0,0,0,0
14177677,1816.68297869019,80,14,11,0,0,0,0,0,0,0,0,119
16640535,1816.64873094516,166,34,32,0,0,0,0,0,0,0,0,10170
20802654,1816.4230111401,136,10,5,0,0,0,0,0,0,0,0,3629
8133880,1816.06864141347,65,13,12,0,0,0,0,0,0,0,0,2138
14255332,1816.01675029381,566,28,47,0,0,0,0,0,0,0,0,625
5400349,1815.83003016269,32,5,6,0,0,0,0,0,0,0,0,44342
18889109,1815.0252993928,90,18,9,0,0,0,0,0,0,0,0,22576
11984937,1814.93994559586,63,9,8,0,0,0,0,0,0,0,0,32108
2341034,1814.8549337032,56,14,2,0,0,0,0,0,0,0,0,186
15413621,1814.82646027192,142,27,29,0,0,0,0,0,0,0,0,434
11811036,1814.2563638097,694,103,102,0,0,0,0,0,0,0,0,89
9652467,1814.24725685534,408,53,44,0,0,0,0,0,0,0,0,4
5965797,1813.96956042889,33,6,3,0,0,0,0,0,0,0,0,1468
12353810,1813.66892005542,96,2,3,0,0,0,0,0,0,0,0,16742
4201807,1813.20861972716,506,33,42,0,0,0,0,0,0,0,0,510
12944109,1813.12404956601,86,6,15,0,0,0,0,0,0,0,0,35877
16022830,1813.09960062095,25,8,3,0,0,0,0,0,0,0,0,3625
11767545,1812.75028462558,100,2,5,0,0,0,0,0,0,0,0,4593
3574151,1812.48339120328,38,8,7,0,0,0,0,0,0,0,0,84461
12133744,1812.42282211656,68,0,1,0,0,0,0,0,0,0,0,279
7422021,1812.37053472461,47,2,2,0,0,0,0,0,0,0,0,13447
17004901,1811.96995362957,38,3,1,0,0,0,0,0,0,0,0,5687
11994396,1811.9308788856,42,5,4,0,0,0,0,0,0,0,0,80119
16987040,1811.84648557211,59,11,9,0,0,0,0,0,0,0,0,14461
12474487,1811.61055413621,61,21,12,0,0,0,0,0,0,0,0,6458
12999285,1811.34896049778,65,20,13,0,0,0,0,0,0,0,0,1193
25781802,1810.95111223568,127,14,14,0,0,0,0,0,0,0,0,12924
27761185,1809.83980724984,337,70,56,0,0,0,0,0,0,0,0,1399
19964108,1809.75922291514,17,4,2,0,0,0,0,0,0,0,0,175
1626983,1809.73105941258,70,10,6,0,0,0,0,0,0,0,0,52449
6338477,1809.14865271226,91,2,3,0,0,0,0,0,0,0,0,4172
8370755,1808.85277084064,27,7,4,0,0,0,0,0,0,0,0,12816
13831265,1808.26671102805,293,39,32,0,0,0,0,0,0,0,0,12071
12431599,1808.14169406737,778,45,48,0,0,0,0,0,0,0,0,98
14795251,1808.0319539274,127,6,2,0,0,0,0,0,0,0,0,139
12195496,1807.95279958407,513,126,88,0,0,0,0,0,0,0,0,19353
6192747,1807.82418313597,52,7,4,0,0,0,0,0,0,0,0,35533
4999119,1806.24761431396,37,3,1,0,0,0,0,0,0,0,0,6252
4511522,1806.1712468102,17,2,5,0,0,0,0,0,0,0,0,9711
1266166,1805.67602416616,34,2,3,0,0,0,0,0,0,0,0,45078
14472389,1805.59206546426,712,69,68,0,0,0,0,0,0,0,0,510
13230944,1805.56688435109,188,14,23,0,0,0,0,0,0,0,0,3625
10852203,1805.29486281184,88,8,4,0,0,0,0,0,0,0,0,7110
13171191,1805.27615068124,23,3,2,0,0,0,0,0,0,0,0,38559
8110269,1805.1274628667,89,10,9,0,0,0,0,0,0,0,0,7346
15457184,1804.53152814614,52,0,1,0,0,0,0,0,0,0,0,33120
8362084,1804.23846396034,161,10,15,0,0,0,0,0,0,0,0,345
12640839,1804.1273232758,96,29,29,0,0,0,0,0,0,0,0,60
8856806,1803.91126698001,16,1,2,0,0,0,0,0,0,0,0,12925
22426664,1803.50778048194,30,2,1,0,0,0,0,0,0,0,0,41501
4381866,1803.08188506792,477,48,50,0,0,0,0,0,0,0,0,81
2204373,1802.72504535163,11,8,0,0,0,0,0,0,0,0,0,42408
12405608,1802.33762562873,63,21,10,0,0,0,0,0,0,0,0,9920
4605548,1802.02201311122,39,12,6,0,0,0,0,0,0,0,0,86601
14494895,1801.88225304247,23,4,2,0,0,0,0,0,0,0,0,119
6233296,1801.65380677346,85,0,1,0,0,0,0,0,0,0,0,29717
1540807,1801.27132040641,89,11,4,0,0,0,0,0,0,0,0,23896
15339747,1800.78951561146,76,7,5,0,0,0,0,0,0,0,0,117
12281151,1800.64212393575,90,5,9,0,0,0,0,0,0,0,0,4492
32321890,1799.94055616259,62,13,10,0,0,0,0,0,0,0,0,16974
8128670,1799.91656384741,64,7,3,0,0,0,0,0,0,0,0,4997
12975612,1799.7895178666,21,5,3,0,0,0,0,0,0,0,0,529
11726139,1799.6877411074,967,77,69,0,0,0,0,0,0,0,0,56
3999831,1799.17269004972,96,9,8,0,0,0,0,0,0,0,0,29265
7461619,1798.51534112418,113,2,8,0,0,0,0,0,0,0,0,807
15334533,1798.46286324473,293,30,28,0,0,0,0,0,0,0,0,264
12145220,1798.34852922722,28,10,4,0,0,0,0,0,0,0,0,28649
16943673,1798.1708087241,70,10,7,0,0,0,0,0,0,0,0,43
6215032,1798.16652313483,99,6,12,0,0,0,0,0,0,0,0,6025
2302140,1798.1616015233,57,3,4,0,0,0,0,0,0,0,0,38943
2922853,1798.0645292853,42,1,3,0,0,0,0,0,0,0,0,39011
1266102,1797.71344831305,60,10,15,0,0,0,0,0,0,0,0,79003
7422161,1797.50281694744,28,3,3,0,0,0,0,0,0,0,0,77193
10966302,1797.3813038794,122,10,14,0,0,0,0,0,0,0,0,4973
16296371,1797.24318031446,342,52,53,0,0,0,0,0,0,0,0,1739
19350047,1797.2230549883,262,52,51,0,0,0,0,0,0,0,0,849
5394938,1796.90282236265,81,12,11,0,0,0,0,0,0,0,0,11834
5645667,1796.89746919603,50,0,2,0,0,0,0,0,0,0,0,8609
12407826,1796.74810191628,163,64,58,0,0,0,0,0,0,0,0,34780
13858681,1796.70685734773,125,6,4,0,0,0,0,0,0,0,0,8900
8408501,1796.70322750442,27,0,4,0,0,0,0,0,0,0,0,2768
32130172,1796.40720472237,83,13,12,0,0,0,0,0,0,0,0,11281
8762031,1796.03005513948,161,13,15,0,0,0,0,0,0,0,0,4181
16339761,1795.33727362483,164,19,25,0,0,0,0,0,0,0,0,2696
22489069,1795.16264786437,78,15,10,0,0,0,0,0,0,0,0,48313
8948585,1794.9951363979,55,4,4,0,0,0,0,0,0,0,0,10861
19842654,1794.46928565808,13,12,1,0,0,0,0,0,0,0,0,82408
11404096,1794.41530579505,47,14,17,0,0,0,0,0,0,0,0,496
24371637,1794.33542997023,58,5,5,0,0,0,0,0,0,0,0,464
6702447,1794.31668534421,59,12,14,0,0,0,0,0,0,0,0,72597
20118073,1793.8317492025,28,8,2,0,0,0,0,0,0,0,0,63854
24454271,1793.62255583566,694,89,92,0,0,0,0,0,0,0,0,3622
10384720,1793.59536385424,296,20,20,0,0,0,0,0,0,0,0,397
3891439,1793.57063478974,42,7,5,0,0,0,0,0,0,0,0,200
21462719,1793.55538955359,65,11,7,0,0,0,0,0,0,0,0,11281
10542491,1793.41328804076,154,26,16,0,0,0,0,0,0,0,0,13635
