"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","Lag"
2012453,2553.95564623517,167,32,22,0,0,0,0,0,0,0,0,111
9269034,2552.51551303102,345,58,45,0,0,0,0,0,0,0,0,6953
2472609,2549.52435979025,263,40,26,0,0,0,0,0,0,0,0,19935
7003293,2548.32843987445,133,45,21,0,0,0,0,0,0,0,0,33105
11226645,2546.38881168751,315,71,24,0,0,0,0,0,0,0,0,1059
6404488,2541.30650931505,134,28,25,0,0,0,0,0,0,0,0,1555
11129034,2541.27409773285,1029,186,169,0,0,0,0,0,0,0,0,243
11592896,2535.88380759941,627,65,62,0,0,0,0,0,0,0,0,194
3149577,2531.02118656579,551,77,66,0,0,0,0,0,0,0,0,795
5177569,2530.23832398949,313,37,24,0,0,0,0,0,0,0,0,2111
9052194,2529.74736434023,666,125,95,0,0,0,0,0,0,0,0,116
10717635,2523.6321363182,432,37,42,0,0,0,0,0,0,0,0,2073
284905,2523.47124716858,102,16,12,0,0,0,0,0,0,0,0,22475
14385814,2520.66579866675,587,84,70,0,0,0,0,0,0,0,0,112
15173952,2519.69567042294,516,68,50,0,0,0,0,0,0,0,0,464
10917620,2519.44352608176,620,103,52,0,0,0,0,0,0,0,0,56
11375251,2519.40064127684,484,62,43,0,0,0,0,0,0,0,0,175
9938943,2516.6176955678,293,63,32,0,0,0,0,0,0,0,0,374
12959983,2515.4144755059,653,125,82,0,0,0,0,0,0,0,0,279
8788058,2509.12083971426,451,58,64,0,0,0,0,0,0,0,0,1059
5407620,2508.80866806051,386,29,33,0,0,0,0,0,0,0,0,1852
10651106,2505.98267270775,632,66,61,0,0,0,0,0,0,0,0,234
15296550,2500.97935101959,371,94,49,0,0,0,0,0,0,0,0,1444
6671641,2500.60655560498,635,63,47,0,0,0,0,0,0,0,0,461
8208289,2499.90932792636,418,44,43,0,0,0,0,0,0,0,0,3130
11380904,2499.68276554529,268,45,39,0,0,0,0,0,0,0,0,733
3543130,2497.4125014751,209,18,35,0,0,0,0,0,0,0,0,1247
5981005,2497.20584276673,110,45,21,0,0,0,0,0,0,0,0,13285
5033077,2492.37998193056,93,32,12,0,0,0,0,0,0,0,0,11090
9712285,2491.33137502797,316,56,51,0,0,0,0,0,0,0,0,241
6327638,2487.28348440508,391,39,40,0,0,0,0,0,0,0,0,807
11269055,2485.95861170058,596,34,43,0,0,0,0,0,0,0,0,292
7512553,2480.21344747334,116,54,22,0,0,0,0,0,0,0,0,23705
11940767,2476.53521539477,362,72,37,0,0,0,0,0,0,0,0,733
7802400,2475.89786060409,309,47,27,0,0,0,0,0,0,0,0,3612
11376152,2472.76754197886,605,127,112,0,0,0,0,0,0,0,0,241
12779141,2472.00811699417,398,45,41,0,0,0,0,0,0,0,0,60
15293080,2470.62410576503,172,46,24,0,0,0,0,0,0,0,0,18
14362480,2470.49843819994,195,62,30,0,0,0,0,0,0,0,0,35445
4830687,2469.79673764363,614,50,53,0,0,0,0,0,0,0,0,393
4981809,2467.66273149936,331,39,41,0,0,0,0,0,0,0,0,60
8660293,2464.80311289786,240,33,32,0,0,0,0,0,0,0,0,967
8084370,2464.40898880139,202,32,33,0,0,0,0,0,0,0,0,1531
2312106,2463.9689279082,465,45,42,0,0,0,0,0,0,0,0,122
3345902,2454.53807797263,90,6,13,0,0,0,0,0,0,0,0,8583
139670,2452.32502438509,546,94,79,0,0,0,0,0,0,0,0,92
3730848,2451.26749099472,416,48,42,0,0,0,0,0,0,0,0,20
14919428,2451.26433136381,173,11,16,0,0,0,0,0,0,0,0,1597
4301976,2447.87711947904,274,29,18,0,0,0,0,0,0,0,0,2344
14097024,2446.49504391513,172,25,18,0,0,0,0,0,0,0,0,1986
6744123,2446.4668344143,287,34,36,0,0,0,0,0,0,0,0,464
6387149,2443.11576686345,490,47,79,0,0,0,0,0,0,0,0,345
8698024,2438.86581104341,386,59,40,0,0,0,0,0,0,0,0,1062
12378737,2436.97351567641,235,28,19,0,0,0,0,0,0,0,0,2129
14215850,2436.84997601976,169,23,11,0,0,0,0,0,0,0,0,3185
8195473,2435.73441154947,211,41,38,0,0,0,0,0,0,0,0,312
13206785,2435.66200897562,239,37,28,0,0,0,0,0,0,0,0,854
10343292,2435.30513886087,470,88,81,0,0,0,0,0,0,0,0,272
16288992,2434.20056281288,811,150,133,0,0,0,0,0,0,0,0,543
6754508,2431.81296738146,222,37,23,0,0,0,0,0,0,0,0,118
6090175,2431.01386089422,523,40,47,0,0,0,0,0,0,0,0,2178
7537133,2430.58680563561,512,50,56,0,0,0,0,0,0,0,0,2270
4715598,2429.2862298997,121,62,40,0,0,0,0,0,0,0,0,598
14806365,2427.85602022375,614,79,61,0,0,0,0,0,0,0,0,2660
10665363,2426.79319416501,143,32,15,0,0,0,0,0,0,0,0,374
3328742,2425.47791642398,159,14,9,0,0,0,0,0,0,0,0,4278
8335950,2422.20468036197,92,28,11,0,0,0,0,0,0,0,0,44457
13705417,2420.2611299247,321,38,38,0,0,0,0,0,0,0,0,2334
8359561,2419.68758878447,1034,180,189,0,0,0,0,0,0,0,0,876
11405734,2417.99672945491,338,104,48,0,0,0,0,0,0,0,0,3612
1987591,2417.79519652894,230,9,13,0,0,0,0,0,0,0,0,12806
11987104,2416.33263052969,222,32,31,0,0,0,0,0,0,0,0,16
2035254,2415.52813017647,208,17,16,0,0,0,0,0,0,0,0,105
10463129,2414.47401308718,1298,226,171,0,0,0,0,0,0,0,0,547
9961301,2413.2620593832,185,38,43,0,0,0,0,0,0,0,0,18195
10728620,2412.73234835856,602,98,82,0,0,0,0,0,0,0,0,543
9474976,2412.12241510488,239,26,36,0,0,0,0,0,0,0,0,234
10481416,2411.99224526266,264,59,37,0,0,0,0,0,0,0,0,60
7081596,2409.8309059011,213,45,30,0,0,0,0,0,0,0,0,945
10676573,2408.3492657999,448,73,51,0,0,0,0,0,0,0,0,55223
11305398,2407.3039030907,188,44,13,0,0,0,0,0,0,0,0,683
7657831,2401.99190790052,173,54,37,0,0,0,0,0,0,0,0,387
5774823,2400.52317081535,86,15,15,0,0,0,0,0,0,0,0,15439
2558286,2400.47971047374,135,16,14,0,0,0,0,0,0,0,0,60
20087811,2399.50590906009,543,121,68,0,0,0,0,0,0,0,0,1587
13540434,2398.02789559151,241,25,23,0,0,0,0,0,0,0,0,7110
1775182,2397.76762334501,295,64,53,0,0,0,0,0,0,0,0,1601
9224078,2397.1563545857,63,1,7,0,0,0,0,0,0,0,0,2315
2590257,2396.20920479393,241,26,30,0,0,0,0,0,0,0,0,1366
12760743,2395.07286025829,167,35,30,0,0,0,0,0,0,0,0,28667
11106929,2392.37480818556,270,25,35,0,0,0,0,0,0,0,0,2287
3995630,2391.05491565516,140,41,20,0,0,0,0,0,0,0,0,1247
11367222,2389.53491337919,103,19,9,0,0,0,0,0,0,0,0,20947
10051720,2388.90720975662,343,21,28,0,0,0,0,0,0,0,0,2768
6619303,2388.27555457193,151,11,5,0,0,0,0,0,0,0,0,1366
7010761,2388.25213589341,179,26,24,0,0,0,0,0,0,0,0,41670
7780605,2388.15625469217,324,45,27,0,0,0,0,0,0,0,0,118
4504101,2387.57103806034,75,9,8,0,0,0,0,0,0,0,0,2293
10434787,2386.73290867795,390,77,41,0,0,0,0,0,0,0,0,41
11042418,2386.69055044492,135,25,15,0,0,0,0,0,0,0,0,2111
13709281,2386.53819601265,304,65,39,0,0,0,0,0,0,0,0,5505
10778261,2386.52854927663,58,21,14,0,0,0,0,0,0,0,0,10872
13962152,2386.38788474993,155,31,24,0,0,0,0,0,0,0,0,1655
114017,2386.1490530861,1001,134,118,0,0,0,0,0,0,0,0,20
1629553,2384.07043493056,71,18,13,0,0,0,0,0,0,0,0,4250
9265990,2383.98466850545,577,37,49,0,0,0,0,0,0,0,0,733
10077431,2380.8964670354,134,15,21,0,0,0,0,0,0,0,0,2293
4659319,2377.97426555546,174,19,19,0,0,0,0,0,0,0,0,1554
4852013,2377.32164626321,65,13,8,0,0,0,0,0,0,0,0,4286
7701428,2375.8247315771,571,66,40,0,0,0,0,0,0,0,0,279
7554753,2372.83630122913,95,22,15,0,0,0,0,0,0,0,0,1475
7630971,2371.59654178236,89,11,8,0,0,0,0,0,0,0,0,28741
4637369,2371.42488748788,230,55,43,0,0,0,0,0,0,0,0,1135
12736534,2370.68534129739,102,33,17,0,0,0,0,0,0,0,0,44191
5477343,2369.71966721357,314,49,41,0,0,0,0,0,0,0,0,3130
22461441,2369.12360270221,489,150,86,0,0,0,0,0,0,0,0,20
11715109,2364.29245630452,410,40,27,0,0,0,0,0,0,0,0,1386
9211924,2363.33685718138,249,23,10,0,0,0,0,0,0,0,0,5387
5413624,2361.24201456876,593,80,58,0,0,0,0,0,0,0,0,775
12585048,2359.72661386965,134,12,14,0,0,0,0,0,0,0,0,22569
11388931,2359.34086905312,123,42,19,0,0,0,0,0,0,0,0,2087
14309415,2357.92727151767,338,41,31,0,0,0,0,0,0,0,0,543
2917990,2356.00460681902,346,47,33,0,0,0,0,0,0,0,0,1601
4384207,2355.98822232162,65,8,6,0,0,0,0,0,0,0,0,2178
11794209,2355.82190241784,236,29,23,0,0,0,0,0,0,0,0,2313
4585186,2354.60935498957,238,25,34,0,0,0,0,0,0,0,0,2293
9276293,2352.74675453077,311,4,16,0,0,0,0,0,0,0,0,2138
12258658,2352.57088198416,136,23,26,0,0,0,0,0,0,0,0,231
2758279,2352.36616838107,246,32,23,0,0,0,0,0,0,0,0,2008
6867478,2351.20874334933,613,109,64,0,0,0,0,0,0,0,0,60
10325072,2349.6568725729,814,85,68,0,0,0,0,0,0,0,0,723
20988374,2349.6070819304,224,36,27,0,0,0,0,0,0,0,0,1448
11207004,2348.47814946389,246,26,23,0,0,0,0,0,0,0,0,2111
3674590,2347.91589042847,498,89,61,0,0,0,0,0,0,0,0,1915
7178423,2347.40663787943,100,16,14,0,0,0,0,0,0,0,0,8583
14592820,2347.0159000177,573,108,71,0,0,0,0,0,0,0,0,73
8275006,2345.39974474993,191,37,32,0,0,0,0,0,0,0,0,33
9501251,2341.27085247665,458,56,36,0,0,0,0,0,0,0,0,292
11234706,2341.21282383868,869,101,97,0,0,0,0,0,0,0,0,116
4399129,2340.90427315413,473,94,81,0,0,0,0,0,0,0,0,393
10829419,2340.19422103942,270,19,23,0,0,0,0,0,0,0,0,559
3062998,2339.86767354837,114,8,17,0,0,0,0,0,0,0,0,2111
8581210,2337.98044472875,561,122,53,0,0,0,0,0,0,0,0,1059
1355695,2336.56126842525,269,12,16,0,0,0,0,0,0,0,0,22609
5791401,2336.43105024196,712,72,73,0,0,0,0,0,0,0,0,2129
2000416,2336.0591326769,139,12,13,0,0,0,0,0,0,0,0,2426
13065919,2335.52113052605,794,224,122,0,0,0,0,0,0,0,0,212
11070577,2334.72226262369,183,35,19,0,0,0,0,0,0,0,0,247
16436446,2334.13613056789,417,73,45,0,0,0,0,0,0,0,0,527
5245584,2333.60815907375,150,32,30,0,0,0,0,0,0,0,0,12158
9323821,2331.85490130206,936,168,149,0,0,0,0,0,0,0,0,60
11479551,2331.67284791901,98,8,6,0,0,0,0,0,0,0,0,109
10592853,2331.06259677838,322,29,45,0,0,0,0,0,0,0,0,77
11684952,2330.39248215387,298,47,33,0,0,0,0,0,0,0,0,2270
6600930,2327.91845384881,121,6,6,0,0,0,0,0,0,0,0,2111
6479616,2327.66034083777,176,27,27,0,0,0,0,0,0,0,0,2159
3257847,2325.13286837293,1411,312,207,0,0,0,0,0,0,0,0,41
11469447,2324.65184291108,153,23,15,0,0,0,0,0,0,0,0,312
6661913,2320.76952602563,174,41,27,0,0,0,0,0,0,0,0,1076
4346274,2320.6038750567,135,18,23,0,0,0,0,0,0,0,0,2231
6093148,2320.17169431389,230,30,30,0,0,0,0,0,0,0,0,1542
1460263,2318.03773188632,1539,313,302,0,0,0,0,0,0,0,0,20
11345747,2317.64802494335,430,72,60,0,0,0,0,0,0,0,0,122
9728880,2317.03295728872,348,35,33,0,0,0,0,0,0,0,0,3152
7959945,2316.25511566013,172,13,11,0,0,0,0,0,0,0,0,1366
9505131,2315.32169526497,120,20,13,0,0,0,0,0,0,0,0,524
5370153,2314.17948865378,102,5,9,0,0,0,0,0,0,0,0,795
8364754,2314.10256809982,65,35,12,0,0,0,0,0,0,0,0,81852
13767572,2312.50220698865,117,23,18,0,0,0,0,0,0,0,0,617
7060756,2311.77460257427,481,96,83,0,0,0,0,0,0,0,0,120
6942259,2311.06799699311,277,21,29,0,0,0,0,0,0,0,0,1448
7810180,2307.83810853753,294,41,31,0,0,0,0,0,0,0,0,2152
17467899,2307.54047401324,1393,306,189,0,0,0,0,0,0,0,0,183
11399348,2306.85104582056,72,30,16,0,0,0,0,0,0,0,0,23850
13951894,2306.82460059773,407,38,37,0,0,0,0,0,0,0,0,279
2694475,2304.97855670995,188,26,35,0,0,0,0,0,0,0,0,19702
11308471,2304.33344757341,317,56,44,0,0,0,0,0,0,0,0,29
6585939,2303.75757454282,287,40,39,0,0,0,0,0,0,0,0,1059
1818573,2303.11790975769,314,61,26,0,0,0,0,0,0,0,0,118
4458239,2301.55274776266,399,21,38,0,0,0,0,0,0,0,0,533
14958380,2301.53606770484,181,23,20,0,0,0,0,0,0,0,0,2099
12904237,2301.03659769302,900,104,46,0,0,0,0,0,0,0,0,464
6830745,2300.9349982582,848,151,140,0,0,0,0,0,0,0,0,245
9513980,2300.39548095995,165,14,28,0,0,0,0,0,0,0,0,60
14800198,2299.28263007457,265,23,19,0,0,0,0,0,0,0,0,2329
14817468,2298.54600462582,242,42,30,0,0,0,0,0,0,0,0,559
3765989,2298.36132436706,86,15,14,0,0,0,0,0,0,0,0,118
5936405,2297.60201441581,187,44,26,0,0,0,0,0,0,0,0,10457
3213239,2297.56232699499,100,25,7,0,0,0,0,0,0,0,0,2157
13214651,2297.11552690163,297,10,12,0,0,0,0,0,0,0,0,292
15441612,2296.91071167353,2811,662,557,0,0,0,0,0,0,0,0,2
14041375,2296.01212863143,238,12,13,0,0,0,0,0,0,0,0,4459
4540667,2295.18333996354,52,16,5,0,0,0,0,0,0,0,0,533
11243772,2293.55167816227,291,38,38,0,0,0,0,0,0,0,0,172
4519494,2293.03751367645,453,27,38,0,0,0,0,0,0,0,0,2111
4277702,2292.53355865983,137,27,25,0,0,0,0,0,0,0,0,1493
9578404,2292.37065954222,128,23,14,0,0,0,0,0,0,0,0,5834
2848604,2291.86318029315,360,47,28,0,0,0,0,0,0,0,0,105
9767342,2290.26605312664,234,55,44,0,0,0,0,0,0,0,0,980
14758501,2288.59921794192,960,147,104,0,0,0,0,0,0,0,0,279
12147277,2288.28032998915,610,88,80,0,0,0,0,0,0,0,0,644
1428455,2288.17920459467,135,47,27,0,0,0,0,0,0,0,0,710
251683,2287.12535720026,197,12,16,0,0,0,0,0,0,0,0,3434
3139364,2286.98878189268,125,13,12,0,0,0,0,0,0,0,0,16654
14447878,2286.73555495077,1041,156,143,0,0,0,0,0,0,0,0,247
9820792,2286.32955516053,187,24,20,0,0,0,0,0,0,0,0,112
6667041,2284.74508437619,96,9,12,0,0,0,0,0,0,0,0,33473
20501126,2284.71412471225,386,27,38,0,0,0,0,0,0,0,0,183
4383303,2281.80723412898,214,67,33,0,0,0,0,0,0,0,0,118
11245184,2281.29792717786,252,15,20,0,0,0,0,0,0,0,0,192
12260184,2280.82495174348,354,16,22,0,0,0,0,0,0,0,0,2768
9993348,2280.46624629777,405,31,39,0,0,0,0,0,0,0,0,1852
87546,2278.83104407399,74,15,8,0,0,0,0,0,0,0,0,702
12796317,2278.57160993298,147,36,21,0,0,0,0,0,0,0,0,4336
10975777,2277.36979947823,206,30,21,0,0,0,0,0,0,0,0,7527
12309147,2276.98802529831,289,24,37,0,0,0,0,0,0,0,0,118
14398471,2274.83269090619,534,76,56,0,0,0,0,0,0,0,0,292
5425046,2273.76714851425,423,47,36,0,0,0,0,0,0,0,0,277
4653583,2272.03548573295,177,29,15,0,0,0,0,0,0,0,0,393
10760701,2271.94231051094,120,36,16,0,0,0,0,0,0,0,0,554
4470775,2271.83421035465,193,21,15,0,0,0,0,0,0,0,0,243
2142966,2271.1326555664,62,11,3,0,0,0,0,0,0,0,0,26167
1433427,2268.80169050495,575,88,70,0,0,0,0,0,0,0,0,69
10659233,2268.45888866469,479,54,46,0,0,0,0,0,0,0,0,1547
6567297,2267.8799608632,69,12,18,0,0,0,0,0,0,0,0,20030
11786864,2266.94747497898,949,149,113,0,0,0,0,0,0,0,0,183
15392570,2264.8168307458,560,90,55,0,0,0,0,0,0,0,0,98
4382220,2264.76963461049,324,91,52,0,0,0,0,0,0,0,0,194
9975427,2263.67984801989,139,17,16,0,0,0,0,0,0,0,0,26047
21653406,2262.25157117191,308,41,27,0,0,0,0,0,0,0,0,1059
1218895,2260.75021654913,264,31,28,0,0,0,0,0,0,0,0,2794
4733185,2260.22297150381,154,5,13,0,0,0,0,0,0,0,0,39495
17847877,2257.84059400089,1127,244,178,0,0,0,0,0,0,0,0,77
11186709,2257.70820703403,229,52,26,0,0,0,0,0,0,0,0,710
5472693,2255.78130932429,841,136,76,0,0,0,0,0,0,0,0,29
12805967,2255.6389345798,498,52,53,0,0,0,0,0,0,0,0,117
1860489,2254.09795807073,144,23,19,0,0,0,0,0,0,0,0,2148
8925266,2253.60991800387,105,12,15,0,0,0,0,0,0,0,0,9599
20461077,2253.00285293889,212,31,31,0,0,0,0,0,0,0,0,345
12090610,2251.20330270213,766,91,75,0,0,0,0,0,0,0,0,18
14169321,2250.05344645208,304,18,24,0,0,0,0,0,0,0,0,98
5242158,2249.92580639518,239,22,26,0,0,0,0,0,0,0,0,13320
13218204,2249.85545323966,313,35,24,0,0,0,0,0,0,0,0,89
9459674,2249.19286208113,553,62,57,0,0,0,0,0,0,0,0,91
10069909,2248.97774654467,167,7,13,0,0,0,0,0,0,0,0,7886
9683186,2248.26922135237,303,17,22,0,0,0,0,0,0,0,0,2243
11349288,2247.54235716293,124,48,15,0,0,0,0,0,0,0,0,7235
4803900,2247.51340498698,118,33,18,0,0,0,0,0,0,0,0,44450
12941954,2246.94218818125,338,69,60,0,0,0,0,0,0,0,0,90
10504596,2246.82737369448,134,25,12,0,0,0,0,0,0,0,0,2287
14035920,2244.46257936651,155,14,13,0,0,0,0,0,0,0,0,90
6283858,2244.0681027432,362,52,50,0,0,0,0,0,0,0,0,227
17911347,2243.88262273716,510,189,91,0,0,0,0,0,0,0,0,51
16320893,2243.60327287515,1291,270,177,0,0,0,0,0,0,0,0,51
13057699,2243.34929456214,305,57,34,0,0,0,0,0,0,0,0,1059
10792185,2241.46759784835,270,35,21,0,0,0,0,0,0,0,0,98
10170668,2240.25941586563,242,27,17,0,0,0,0,0,0,0,0,255
9362168,2239.88769551079,534,71,63,0,0,0,0,0,0,0,0,13509
5623529,2239.34740723291,171,22,21,0,0,0,0,0,0,0,0,1411
13872272,2238.50003071946,201,27,26,0,0,0,0,0,0,0,0,935
11674122,2236.7134496712,145,21,19,0,0,0,0,0,0,0,0,1771
8802914,2234.69700256068,220,7,7,0,0,0,0,0,0,0,0,464
7640581,2233.86442838335,520,67,53,0,0,0,0,0,0,0,0,13711
12159899,2232.78883201607,100,9,13,0,0,0,0,0,0,0,0,5266
5144534,2232.51663821623,186,13,11,0,0,0,0,0,0,0,0,2535
14438574,2232.42923726489,408,44,32,0,0,0,0,0,0,0,0,16281
9322480,2229.66160893059,292,24,26,0,0,0,0,0,0,0,0,464
12434652,2229.5208317043,159,9,17,0,0,0,0,0,0,0,0,8663
11255340,2226.68175312334,1227,260,164,0,0,0,0,0,0,0,0,225
11405263,2225.8449332866,228,30,18,0,0,0,0,0,0,0,0,1059
11393702,2224.96942783855,378,47,30,0,0,0,0,0,0,0,0,118
4209818,2223.16780328464,188,8,12,0,0,0,0,0,0,0,0,3610
11553627,2222.98329970585,71,5,4,0,0,0,0,0,0,0,0,2671
12714574,2222.91067204717,89,27,19,0,0,0,0,0,0,0,0,397
14179487,2222.1402140493,57,27,13,0,0,0,0,0,0,0,0,42260
9921139,2220.48968239617,408,105,91,0,0,0,0,0,0,0,0,254
10250612,2218.44819751019,138,37,21,0,0,0,0,0,0,0,0,5572
16750823,2216.01420253971,110,38,23,0,0,0,0,0,0,0,0,1234
8150535,2215.69273106264,558,67,61,0,0,0,0,0,0,0,0,2111
5154946,2215.36804539436,515,43,35,0,0,0,0,0,0,0,0,958
4389490,2214.66518823827,168,42,30,0,0,0,0,0,0,0,0,12124
14083285,2214.52801156379,104,21,16,0,0,0,0,0,0,0,0,1837
16509171,2214.26704409832,224,59,28,0,0,0,0,0,0,0,0,28522
9737185,2213.93901380177,553,147,110,0,0,0,0,0,0,0,0,38
3898396,2213.90611492113,230,18,17,0,0,0,0,0,0,0,0,1852
10656864,2213.36428818169,99,17,8,0,0,0,0,0,0,0,0,316
8445602,2212.72141480389,450,49,43,0,0,0,0,0,0,0,0,859
20630250,2212.32061868371,1724,239,194,0,0,0,0,0,0,0,0,41
19315726,2209.63888514186,147,28,22,0,0,0,0,0,0,0,0,25460
12366071,2206.89201813311,71,5,6,0,0,0,0,0,0,0,0,1059
8045604,2206.60636119974,177,28,37,0,0,0,0,0,0,0,0,4700
3556891,2206.23603659895,109,5,7,0,0,0,0,0,0,0,0,807
7095800,2205.77678753966,111,42,14,0,0,0,0,0,0,0,0,14672
8401905,2202.22574897633,204,20,20,0,0,0,0,0,0,0,0,1089
9294147,2202.06202812371,167,29,24,0,0,0,0,0,0,0,0,1635
6036351,2200.31297965104,187,16,13,0,0,0,0,0,0,0,0,7436
8509247,2199.84364445397,74,16,12,0,0,0,0,0,0,0,0,53605
13108233,2198.92911935629,101,16,10,0,0,0,0,0,0,0,0,1142
6668666,2197.30708474528,137,11,9,0,0,0,0,0,0,0,0,2178
11557554,2195.10970623982,70,12,7,0,0,0,0,0,0,0,0,28442
11608083,2193.20033393732,356,65,55,0,0,0,0,0,0,0,0,897
6685958,2192.93980601439,265,34,48,0,0,0,0,0,0,0,0,60
13068741,2191.93798628954,310,51,57,0,0,0,0,0,0,0,0,623
14282987,2191.72210972336,412,39,36,0,0,0,0,0,0,0,0,16
12701607,2190.25239684799,293,26,23,0,0,0,0,0,0,0,0,602
1285637,2189.5285944369,234,14,17,0,0,0,0,0,0,0,0,122
15271985,2189.32517469917,627,144,91,0,1,0,0,0,0,0,0,0
12483293,2188.98881100593,328,52,40,0,0,0,0,0,0,0,0,2368
11371245,2188.19439340748,376,24,23,0,0,0,0,0,0,0,0,56
8165181,2187.02969825623,68,2,6,0,0,0,0,0,0,0,0,958
3068044,2186.89546262279,79,12,15,0,0,0,0,0,0,0,0,557
14445724,2186.87099987164,109,8,10,0,0,0,0,0,0,0,0,7678
4018079,2185.54707105137,136,9,17,0,0,0,0,0,0,0,0,1357
612898,2184.78576558924,97,13,10,0,0,0,0,0,0,0,0,4955
16227745,2184.35403969354,685,93,79,0,0,0,0,0,0,0,0,1152
4908650,2183.9918051627,41,18,6,0,0,0,0,0,0,0,0,22399
10858131,2183.4350071748,233,48,32,0,0,0,0,0,0,0,0,20
6114695,2183.26327461195,64,7,6,0,0,0,0,0,0,0,0,7448
14696361,2181.83809734107,98,34,9,0,0,0,0,0,0,0,0,21637
6665667,2181.27392288941,154,24,28,0,0,0,0,0,0,0,0,1442
1427407,2181.26391182103,203,16,25,0,0,0,0,0,0,0,0,7239
10092099,2180.70516354798,90,36,20,0,0,0,0,0,0,0,0,72474
7748891,2178.07211162951,192,12,12,0,0,0,0,0,0,0,0,77
14442548,2177.57224221203,665,127,78,0,0,0,0,0,0,0,0,247
