"Player","Rating","Games","1st","2nd","3rd","4th","Lag"
12805967,1990.23514139495,60,19,12,0,0,519
1218895,1990.1380547138,58,12,9,0,0,76
14443032,1989.47275649162,66,26,16,0,0,532
6304246,1987.47000940358,43,11,7,0,0,329
6399568,1986.64260555506,33,13,8,0,0,531
11129034,1985.85142487386,146,24,33,0,0,477
15656399,1985.15317224549,64,14,3,0,0,252
7657831,1984.12132080597,40,14,5,0,0,2026
18047706,1982.90431238662,103,10,13,0,0,326
9659805,1981.10892221221,62,13,9,0,0,323
9883156,1980.52718480646,104,30,24,0,0,101
8007528,1979.35606432458,38,12,5,0,0,455
10056419,1979.08442160543,46,6,5,0,0,329
9323821,1978.16085833597,74,32,15,0,0,1689
14472389,1977.91636683541,135,16,12,0,0,64
12079158,1976.85947265829,105,23,15,0,0,119
7780605,1971.39974320122,62,21,12,0,0,502
7023000,1970.52735866138,67,3,3,0,0,467
1041943,1968.70668938097,176,34,32,0,0,303
11269055,1967.30743883411,85,1,7,0,0,519
10157694,1962.28441024441,110,9,17,0,0,144
12629966,1959.06874324022,67,8,13,0,0,259
4399129,1958.48767331778,131,21,24,0,0,374
4018079,1958.2980716616,38,4,8,0,0,145
4755314,1955.53199274515,57,23,12,0,0,547
9938943,1954.93112902384,43,10,4,0,0,1610
9484080,1954.91766551896,84,14,2,0,0,166
9845103,1952.87396168264,113,18,20,0,0,64
9362168,1952.28068252512,38,2,5,0,0,1134
9136545,1951.40300246264,40,6,4,0,0,1752
17911347,1949.9871341625,52,28,9,0,0,467
9294554,1949.04506853517,45,5,4,0,0,241
5645231,1945.395718228,48,4,1,0,0,519
7302148,1945.17462890268,34,5,5,0,0,456
1646397,1945.04474120444,31,4,8,0,0,374
8991722,1944.72497904755,81,19,14,0,0,570
5774823,1944.55372245017,35,2,5,0,0,1380
10143086,1939.49028276208,33,8,6,0,0,4952
10562797,1939.14342341213,54,0,4,0,0,393
15745271,1935.90064533965,42,6,7,0,0,37
10952922,1934.44604627936,79,11,4,0,0,241
8268978,1934.11570393444,79,7,7,0,0,166
14447878,1932.38572325535,181,35,29,0,0,25
10997439,1932.05267290315,109,15,18,0,0,220
3717598,1931.12094241861,41,8,4,0,0,626
16626263,1930.84624306122,81,16,14,0,0,403
16375942,1930.64902870835,68,8,9,0,0,166
14024115,1928.51424086989,91,31,21,0,0,1742
10981171,1925.85040407532,55,11,6,0,0,345
6989615,1924.59303123291,33,2,6,0,0,117
6757317,1922.09714940511,31,3,5,0,0,1011
21130016,1921.96285444733,86,20,13,0,0,663
7810180,1921.70022849992,66,12,7,0,0,477
15441612,1920.07984367907,168,33,41,0,0,30
9027651,1918.63910260639,49,9,10,0,0,73
5309981,1918.51919224846,75,6,2,0,0,995
1460263,1918.16472876924,187,37,25,0,0,251
6767144,1917.93033481436,28,11,4,0,0,679
11367222,1917.91119551102,37,3,3,0,0,455
12779141,1917.68845832085,67,6,5,0,0,626
114017,1916.77258914067,159,38,30,0,0,456
12090610,1913.24587478644,148,12,9,0,0,605
12431599,1912.9551592056,146,7,10,0,0,64
11511783,1912.87620968035,67,19,6,0,0,635
4209818,1911.80767569851,60,2,4,0,0,1070
11234706,1909.35520792783,100,14,15,0,0,241
11375251,1908.86513591698,32,7,5,0,0,662
5154946,1900.72006926358,55,4,1,0,0,477
2012453,1899.30878836254,29,2,3,0,0,136
3216107,1898.82165901978,44,9,12,0,0,959
8315885,1898.76260473438,82,26,17,0,0,2700
6303313,1896.87494463604,29,17,9,0,0,1222
15308238,1896.18065721761,69,19,10,0,0,561
11245184,1895.50982287955,69,4,4,0,0,570
16052525,1894.67336693947,85,7,0,0,0,245
5477343,1894.00096543272,68,16,12,0,0,605
1433427,1893.54414247552,79,19,14,0,0,0
11153458,1893.52878622951,32,2,1,0,0,1982
10592853,1893.21308873188,48,6,2,0,0,1886
11222462,1891.07550186374,54,4,4,0,0,653
2472609,1890.64294658184,44,6,4,0,0,605
11607790,1889.29711311404,37,11,10,0,0,376
20435329,1889.08112688813,137,17,15,0,0,71
14445724,1888.8509842318,34,3,2,0,0,241
18357479,1887.82850638614,43,10,9,0,0,1913
10717635,1887.60727800628,66,2,5,0,0,683
3149395,1887.34464753403,161,28,24,0,0,270
8926244,1886.97200610947,54,19,6,0,0,104
20249211,1886.37859036002,68,12,6,0,0,1027
11375105,1885.89946144063,36,4,5,0,0,1537
2321050,1884.98762515991,30,9,4,0,0,1090
9970083,1882.28603201582,22,14,1,0,0,550
7027766,1882.18848976756,21,5,2,0,0,650
9719351,1881.26603950056,33,0,1,0,0,683
9211924,1880.55804195116,60,16,3,0,0,329
6366060,1880.50507286073,35,7,4,0,0,488
5403374,1879.66542016139,28,7,1,0,0,454
8077264,1879.31411523094,68,11,15,0,0,832
19884809,1878.72791551121,133,8,3,0,0,467
3929529,1877.7185590787,56,18,12,0,0,1270
10849159,1877.29966480938,28,7,1,0,0,21
27751151,1876.82026079418,81,10,14,0,0,487
19857248,1876.67870123432,96,13,14,0,0,76
3999831,1874.83572853233,54,8,6,0,0,4952
13300203,1874.33407022875,38,10,5,0,0,455
3859111,1874.24373605846,67,15,5,0,0,786
10345531,1873.90810531998,71,6,3,0,0,243
7452074,1873.67327673194,64,15,5,0,0,178
5242158,1870.87333910684,41,8,6,0,0,217
8788058,1870.09248347153,63,11,6,0,0,403
12324616,1869.63410023626,138,9,33,0,0,374
11132798,1869.56914772342,26,9,2,0,0,2371
15184992,1869.26304479393,145,20,15,0,0,64
13319294,1867.79205209652,63,20,8,0,0,3670
11189917,1866.30136686068,26,12,9,0,0,1808
3148418,1865.88468305237,84,32,24,0,0,15
7101953,1865.59086417613,38,3,2,0,0,117
12959983,1864.20160198953,18,7,4,0,0,898
3533958,1863.04262807427,32,1,5,0,0,602
16509171,1862.37964146235,30,7,4,0,0,592
7111019,1860.65425196373,27,8,2,0,0,234
20871939,1860.6363922767,44,17,6,0,0,593
8116659,1860.41174102596,17,6,2,0,0,1648
3674590,1860.16744173308,90,26,12,0,0,22
13705417,1860.01785437427,28,9,2,0,0,866
6973354,1858.98888362619,51,10,5,0,0,263
4784772,1858.59578589775,109,27,17,0,0,98
10092099,1857.99410735378,17,9,3,0,0,520
20118070,1854.66542249802,131,15,9,0,0,66
7972980,1854.64471562959,45,8,5,0,0,769
8105655,1854.29302914291,70,5,6,0,0,700
14592820,1854.09289765678,38,4,1,0,0,145
2850104,1853.86630413186,86,8,4,0,0,498
25129957,1853.85870730103,192,39,34,0,0,341
1473890,1853.4794990279,22,12,6,0,0,1380
22139521,1853.24352833487,38,15,5,0,0,144
5033077,1853.15395341759,24,5,1,0,0,718
15641344,1852.8385366399,25,4,0,0,0,89
2742030,1852.54421798314,32,5,7,0,0,592
1195423,1852.53221993227,50,7,2,0,0,898
8141103,1851.66703933785,37,7,4,0,0,18
15030466,1851.33079382906,29,11,6,0,0,910
11688228,1851.2628467124,48,7,6,0,0,3209
6404027,1850.42050120238,23,0,3,0,0,23
5229475,1850.41425865337,43,0,0,0,0,467
10223298,1849.11712126829,39,3,4,0,0,144
4108547,1849.11210375214,29,6,0,0,0,533
4470775,1848.90460283227,55,5,6,0,0,2465
11836334,1848.87412544185,46,9,13,0,0,531
13281473,1848.16232728613,32,13,2,0,0,832
1266102,1847.11517696303,22,4,3,0,0,345
5218178,1846.981326513,22,1,2,0,0,519
2546001,1843.52419665818,65,5,5,0,0,322
11608083,1843.01356765625,57,8,7,0,0,901
12179012,1841.71396663163,26,3,5,0,0,502
3139364,1841.21044592463,28,9,6,0,0,752
14817468,1840.76051565716,44,5,4,0,0,913
16817965,1840.43216762738,20,6,2,0,0,864
16958213,1840.17351492059,29,4,2,0,0,1752
18092331,1839.43388179532,68,4,7,0,0,652
19118758,1837.07527324611,100,9,5,0,0,21
10199656,1836.79699206061,62,11,6,0,0,144
10625776,1836.62187996712,48,6,4,0,0,805
4592814,1836.5305413777,28,6,4,0,0,607
7995027,1836.39368933922,59,7,6,0,0,994
9501251,1836.12969309179,61,2,3,0,0,374
9694263,1835.29509794339,31,8,7,0,0,739
10526814,1834.82790869322,36,11,15,0,0,44
11053358,1833.94510173278,31,6,1,0,0,477
15858332,1833.8081398726,123,13,14,0,0,493
3730848,1833.58599456317,32,4,3,0,0,60
8208289,1833.43305005482,26,6,2,0,0,1328
5394938,1832.932884076,28,4,3,0,0,345
11684622,1832.63777060497,16,8,3,0,0,1648
5324987,1831.5925490232,29,3,7,0,0,142
17241883,1831.34685733026,40,3,2,0,0,179
11371245,1831.18679993196,25,8,2,0,0,913
12281151,1830.5748936415,27,0,3,0,0,1867
3198446,1830.39626648685,25,7,6,0,0,215
13055978,1830.36743935476,118,19,23,0,0,704
26796620,1829.53475521038,55,14,7,0,0,196
5449433,1829.04564579287,19,6,2,0,0,2339
12601090,1828.69169090417,42,6,6,0,0,260
9499290,1828.1394024637,30,7,2,0,0,1867
7233153,1827.58037207425,22,4,7,0,0,494
6942259,1826.56183694617,51,4,2,0,0,519
2272587,1825.44816971001,21,1,2,0,0,1199
13627426,1823.97216971532,21,2,1,0,0,1179
20988374,1823.90962319634,33,4,2,0,0,166
13218204,1823.4323234044,42,5,3,0,0,1371
13380270,1822.77727361238,63,3,4,0,0,602
3574151,1822.52490688336,35,7,6,0,0,1273
8783645,1822.4022223418,38,11,1,0,0,1179
9927583,1822.2862095754,59,8,2,0,0,21
8133117,1820.76478191376,26,6,2,0,0,592
11811036,1820.58983466022,71,10,6,0,0,1116
13065919,1820.56156782324,46,9,6,0,0,1605
17978570,1819.603274148,29,10,8,0,0,4728
6578664,1819.49924808164,95,24,13,0,0,1404
8925266,1818.8828008244,24,0,1,0,0,519
10487020,1818.26114749316,78,3,4,0,0,467
18296925,1817.59659457668,39,3,1,0,0,326
9532453,1817.31735412968,87,5,4,0,0,99
15392570,1816.9822151872,16,8,2,0,0,5529
2767636,1816.58579407196,41,2,6,0,0,374
13820038,1813.95864404505,38,0,4,0,0,1633
9322480,1813.94845162767,52,5,5,0,0,1358
1860489,1813.29288532164,14,1,3,0,0,94
3318668,1813.05325629837,14,11,1,0,0,4104
11239094,1811.18502839001,53,3,4,0,0,270
19236425,1810.65348860198,82,12,13,0,0,549
1347004,1810.5750105376,29,2,0,0,0,1218
11021073,1809.86699586569,73,6,8,0,0,2074
13310147,1809.68417885346,65,7,13,0,0,1388
9634978,1809.33184423663,21,4,4,0,0,1179
6908032,1808.93666701231,117,18,19,0,0,11
3462985,1808.87199209061,48,2,4,0,0,243
10458639,1808.58119887695,71,11,6,0,0,1194
757783,1808.54649773934,127,21,13,0,0,683
11967146,1808.21936154087,30,11,3,0,0,188
11446219,1808.19335149794,38,4,5,0,0,393
5584603,1807.59641094335,21,0,3,0,0,66
27108477,1807.40704594777,25,18,6,0,0,4302
2694475,1806.66682798971,15,3,3,0,0,1079
3126596,1806.40493653855,55,6,2,0,0,3193
4309566,1806.2510286334,20,3,0,0,0,1684
7804244,1805.7138040234,38,7,3,0,0,172
4415285,1805.62103746625,33,9,8,0,0,2631
14156003,1805.03051250215,38,6,9,0,0,812
9526124,1804.88835945511,93,14,17,0,0,457
10669817,1804.43543437077,38,8,4,0,0,3139
12902475,1804.33127855263,41,0,2,0,0,467
3898396,1803.70145082261,43,4,4,0,0,377
12941954,1802.45861168421,23,12,5,0,0,229
4605548,1802.02201311122,39,12,6,0,0,482
6702447,1801.72597875271,44,12,14,0,0,64
6567244,1799.93401605417,38,12,4,0,0,601
7165477,1799.67225158804,15,4,4,0,0,5322
3068044,1798.69832585473,20,0,4,0,0,4588
8500628,1797.76261976519,44,4,3,0,0,326
13205755,1797.48152397792,75,24,16,0,0,2013
9701942,1797.46187481587,24,3,4,0,0,6788
6830745,1797.44697206703,63,5,13,0,0,597
4980135,1797.41642798372,42,14,7,0,0,6629
5177569,1795.18201787721,26,2,3,0,0,1681
14174951,1794.46032795309,422,45,59,0,0,331
15293080,1792.76514283262,25,6,5,0,0,345
10910261,1791.70869299849,17,4,3,0,0,593
11076938,1791.59381501377,18,2,4,0,0,865
9921139,1791.14779126948,42,9,12,0,0,826
4005672,1790.88813283691,20,2,2,0,0,1448
3115283,1790.8809593923,38,9,3,0,0,644
4682813,1790.85458170651,18,7,1,0,0,3570
12301126,1790.80636325547,22,7,5,0,0,3271
12701607,1789.96754117293,38,1,3,0,0,1350
8445602,1789.81467219634,38,4,1,0,0,662
124493,1789.65106562591,17,6,3,0,0,5506
13778217,1789.16732710054,93,17,15,0,0,794
14548572,1788.46986525581,43,4,5,0,0,1888
12309147,1787.97309689309,31,3,6,0,0,1694
9397144,1787.72420414907,20,0,1,0,0,1681
10154981,1787.16297077117,62,13,14,0,0,773
11211761,1786.72144790153,71,6,3,0,0,64
3826301,1786.45631665065,40,6,4,0,0,1656
22185836,1785.18134438787,180,33,21,0,0,873
6754508,1785.10794804855,21,6,3,0,0,190
1876565,1784.92200774603,45,3,7,0,0,23
13538530,1784.43114588233,71,4,9,0,0,710
7341183,1784.28524200511,16,4,0,0,0,2407
3163649,1783.96204736843,14,1,3,0,0,91
10350809,1783.93937167321,129,6,3,0,0,67
14977562,1782.85068826753,26,3,3,0,0,3209
17272840,1781.31724748521,28,2,0,0,0,900
6503843,1780.84974109096,57,9,8,0,0,447
1987591,1780.81291769734,20,1,2,0,0,3931
16218750,1780.54975337571,91,15,15,0,0,1156
9694973,1779.79498615461,44,12,10,0,0,589
9683186,1779.4745735617,35,3,7,0,0,1488
12395652,1779.11421875655,34,6,4,0,0,791
13963691,1779.1116474252,24,8,6,0,0,263
14457670,1779.07492849415,52,2,8,0,0,2329
14855337,1778.75099258705,22,2,6,0,0,92
6387149,1778.72691202807,65,5,12,0,0,626
14429830,1778.08566978772,44,2,6,0,0,786
10484034,1777.37020262893,14,0,2,0,0,3117
5315077,1776.94064860219,57,7,8,0,0,2111
8335950,1774.56859825807,27,1,1,0,0,626
8645133,1774.34780383365,27,6,3,0,0,913
30849385,1773.80175174527,31,6,4,0,0,144
12904237,1773.64150273472,88,6,2,0,0,692
9505673,1773.50652199957,63,8,12,0,0,494
7054373,1773.24741590798,43,17,8,0,0,98
7178423,1772.98092326432,19,2,3,0,0,570
11680054,1772.95234695244,28,4,2,0,0,767
9984860,1772.85989130959,45,1,7,0,0,91
11376152,1772.55232737746,43,13,10,0,0,148
12578000,1772.26922379904,17,2,3,0,0,64
9422204,1771.88872765289,28,6,5,0,0,295
11553627,1771.65929751619,16,1,1,0,0,502
13452017,1771.22970187197,20,4,4,0,0,460
8779023,1770.68474027277,61,2,4,0,0,36
7276846,1770.5504401489,51,11,13,0,0,1888
3394696,1770.46293414342,35,4,6,0,0,773
4039647,1769.6447680532,33,3,3,0,0,7459
14385814,1768.51772621845,37,7,6,0,0,1057
11994396,1768.17880443101,16,2,1,0,0,92
10651106,1767.86806171239,34,1,6,0,0,1371
13872272,1767.07133440165,15,5,4,0,0,359
10829419,1767.04721275423,32,1,1,0,0,683
11194087,1766.87345273798,62,9,8,0,0,656
11141678,1766.77748942269,17,6,5,0,0,2763
9391047,1766.71998737765,49,4,2,0,0,990
7701428,1766.16700397228,78,6,8,0,0,2332
6585939,1764.92501583209,17,3,4,0,0,726
139670,1764.92250496797,82,18,14,0,0,1336
15749971,1764.7319437219,65,16,17,0,0,4740
12716143,1764.08858064683,42,7,10,0,0,1055
13915963,1763.04133146564,18,3,2,0,0,494
13370667,1762.12503581964,36,8,4,0,0,376
10542491,1762.00735215492,72,6,7,0,0,197
2282145,1761.76361245433,46,4,5,0,0,477
12530511,1761.16408034128,57,3,6,0,0,154
14293652,1761.08740337523,85,26,20,0,0,489
6781232,1760.96512640972,17,5,2,0,0,593
13652059,1760.92099565716,26,1,1,0,0,519
11821951,1760.52583066073,20,2,3,0,0,1752
16748549,1760.05121280302,50,5,2,0,0,374
4830687,1759.99198249924,93,11,11,0,0,374
12407826,1759.91010587138,27,12,4,0,0,441
13806042,1759.51120121053,41,5,8,0,0,21
12920831,1759.48450340102,80,0,1,0,0,467
17600100,1759.35738549962,30,3,6,0,0,21
7764053,1759.29528016223,19,4,2,0,0,1407
8152145,1758.99093597054,12,3,0,0,0,786
6149313,1758.73408965314,69,20,11,0,0,467
9975427,1758.53049851376,33,2,1,0,0,455
10212581,1758.30991274809,28,4,5,0,0,724
8698024,1757.85247009051,19,0,0,0,0,1057
3323638,1756.6893815156,56,2,3,0,0,865
13935409,1756.05566285102,153,26,40,0,0,213
16679145,1755.85088197326,81,4,5,0,0,164
20080328,1753.3341578394,37,7,0,0,0,623
8186536,1752.8493688442,68,4,1,0,0,326
7754121,1751.83911366474,32,7,6,0,0,178
10590105,1751.03290489579,43,1,4,0,0,593
16446421,1750.98216315488,17,3,4,0,0,910
14177677,1750.84178850545,21,2,5,0,0,92
11554464,1750.25666737358,27,10,6,0,0,493
14612966,1749.42041099073,22,3,6,0,0,592
14674958,1749.37294947594,30,2,2,0,0,3216
15206560,1748.96426607754,55,4,4,0,0,241
12148238,1748.2957460727,19,10,7,0,0,1269
21811804,1747.93321120444,20,4,3,0,0,372
7719207,1747.22406093808,26,3,2,0,0,0
13659816,1746.80724970071,35,5,1,0,0,1179
11524456,1746.75610250807,18,0,0,0,0,900
15653095,1746.48519793249,16,4,4,0,0,6010
6606746,1746.18878197518,70,19,12,0,0,3
8284530,1745.77921425931,42,11,6,0,0,678
14787295,1745.5870525085,17,3,1,0,0,2985
9367683,1745.30922504092,17,3,0,0,0,117
12585048,1744.46077710443,21,2,3,0,0,808
6094894,1744.43215775013,38,9,8,0,0,6633
11555759,1744.15610704557,56,4,2,0,0,848
12261210,1744.04472363419,35,13,5,0,0,1151
6090175,1743.94906033912,22,1,2,0,0,455
12045415,1743.86373332339,41,2,0,0,0,270
17124682,1743.6678083295,36,11,3,0,0,2964
7587763,1743.14305031303,56,12,7,0,0,11
9918331,1742.79005327327,37,5,3,0,0,1654
8401053,1741.91340970159,55,7,8,0,0,807
2538695,1741.60602758192,35,1,1,0,0,1200
12319251,1741.59622813045,15,3,3,0,0,7226
15868788,1741.4670775223,67,7,9,0,0,865
14169321,1741.05128784617,21,3,1,0,0,270
17980099,1741.04794035467,19,4,2,0,0,1539
9082441,1740.89053085205,24,1,2,0,0,1266
10325072,1740.7167962853,63,6,7,0,0,329
7627844,1740.41963570194,13,2,0,0,0,562
9919528,1739.85150075457,55,8,12,0,0,1471
7422161,1739.708363965,17,3,3,0,0,2452
7003293,1739.64406602202,15,4,2,0,0,5628
5472693,1739.3650441425,10,1,1,0,0,1694
16094871,1738.05159477588,37,2,5,0,0,6159
20040177,1737.73723774536,24,7,3,0,0,2657
13206785,1737.09793971792,26,1,2,0,0,3781
13767572,1736.05673157104,28,6,3,0,0,3588
6934191,1735.8252849572,44,4,4,0,0,326
21101695,1735.73269556429,35,11,12,0,0,3406
9803745,1735.09373108407,42,10,0,0,0,963
7058132,1734.53459183125,20,1,2,0,0,1681
11547643,1733.48214296005,12,3,3,0,0,1786
20298097,1733.39190874273,19,3,0,0,0,1414
1285945,1733.38373357234,31,6,8,0,0,210
8252592,1733.36376305102,11,7,2,0,0,675
11806306,1732.61398267016,18,1,1,0,0,972
2787415,1732.13880152166,34,7,4,0,0,3349
14159808,1731.37437685805,10,1,0,0,0,1694
12776754,1731.16694437251,44,3,9,0,0,194
13207763,1730.93107913361,36,1,3,0,0,1057
5247450,1730.63703562569,34,12,8,0,0,522
11821902,1730.48976532533,39,10,9,0,0,507
14490030,1729.9081011584,29,0,3,0,0,326
7940696,1729.29477762636,49,2,5,0,0,533
2558286,1729.14218240709,33,2,2,0,0,3412
6124459,1729.08750025991,27,0,2,0,0,1615
4166621,1728.81643659046,20,2,2,0,0,972
7134889,1728.45459587984,26,1,2,0,0,1694
10845761,1727.90249865444,73,6,7,0,0,830
13698217,1727.17449541051,22,4,5,0,0,1737
19606212,1726.94829065051,56,21,20,0,0,98
12975612,1726.14487774598,15,4,1,0,0,507
11134074,1725.98037214798,42,3,5,0,0,593
9265990,1725.88488922825,27,0,2,0,0,1188
11412507,1725.87147549749,26,4,3,0,0,292
12619375,1725.82616025999,47,19,17,0,0,229
13973026,1725.512603375,27,1,0,0,0,1913
16005053,1725.14520263148,13,4,1,0,0,3632
3601553,1724.67619709928,27,1,2,0,0,36
11955716,1723.94602019165,73,6,10,0,0,455
31682960,1723.89453810285,95,13,8,0,0,457
10816653,1723.81348873423,9,4,2,0,0,1199
13344402,1723.67026488291,31,1,4,0,0,270
2291265,1723.65928674295,24,0,0,0,0,3209
8084370,1723.60363337653,16,0,1,0,0,900
13880438,1723.58459566007,33,2,0,0,0,1074
19236903,1722.58028962604,15,2,4,0,0,5322
28214731,1722.21378881005,18,7,6,0,0,4630
11308471,1722.07391574416,10,0,2,0,0,1694
15789449,1721.97263134132,34,6,3,0,0,21
14800198,1721.55438982483,25,1,3,0,0,1584
18131614,1721.36082914749,45,1,4,0,0,786
11740073,1721.06856171462,25,1,0,0,0,463
11070577,1720.69400650225,14,7,2,0,0,4739
15767298,1720.14171105667,47,5,2,0,0,498
11393715,1720.00492932127,33,5,5,0,0,522
10936856,1719.70997076738,47,7,5,0,0,1576
4199136,1719.68682697796,23,9,2,0,0,3954
10919861,1719.079392324,36,19,9,0,0,310
19428761,1718.56311063088,56,7,4,0,0,658
19572472,1718.26896176474,40,12,3,0,0,103
14367585,1718.19854780133,44,8,9,0,0,144
2766034,1717.69538421363,24,0,2,0,0,1186
10564012,1717.47736446639,20,2,0,0,0,1932
10051720,1717.40501291178,38,0,0,0,0,1350
4010492,1717.35881566522,23,1,0,0,0,1982
7586334,1716.71231512762,19,2,2,0,0,1685
8788898,1716.55274680465,36,0,3,0,0,1648
13080423,1716.24865542475,24,1,2,0,0,477
8530809,1716.24025828509,33,5,5,0,0,1676
10543853,1715.9824500858,28,2,1,0,0,1230
9049630,1715.71293133318,18,2,3,0,0,4226
8666950,1715.45803141695,34,0,0,0,0,1776
11129041,1715.1988381575,49,2,9,0,0,786
5319959,1715.0136335662,19,3,0,0,0,972
12674517,1714.62716888071,44,12,8,0,0,15
69114,1714.38342987342,18,0,2,0,0,1932
11098853,1713.78311446614,37,3,3,0,0,316
13347734,1713.45511302395,39,1,4,0,0,235
15251627,1713.45250751119,34,0,2,0,0,145
3604693,1712.94093115483,14,5,2,0,0,3554
15567583,1712.42064939988,26,10,2,0,0,93
15213299,1712.12122483252,40,12,6,0,0,283
15333140,1711.65940163717,48,3,3,0,0,197
8226107,1711.62601615785,39,5,7,0,0,4145
11305398,1711.57008763618,23,1,0,0,0,2450
12378737,1711.37047953995,30,2,3,0,0,329
13951894,1711.31541910681,59,3,5,0,0,893
8766780,1710.7243090787,10,8,1,0,0,5946
14396453,1710.39849388057,20,1,1,0,0,1869
13972957,1709.57194484679,15,4,4,0,0,10864
21277276,1709.47155293155,19,3,3,0,0,7903
13232188,1709.2868683309,37,0,1,0,0,1223
10201439,1708.98284092474,117,3,7,0,0,467
2492226,1708.90734372218,76,2,3,0,0,498
13057699,1708.80191109818,54,14,9,0,0,1323
12736534,1708.54046118121,13,2,2,0,0,865
13473514,1708.49182864655,16,0,2,0,0,92
13097638,1708.44715371639,14,1,0,0,0,2003
9961301,1708.31702850557,11,3,5,0,0,2208
22567919,1707.70104221163,16,1,0,0,0,773
15902214,1707.3973916083,10,7,1,0,0,4838
10212942,1707.3948135139,93,11,9,0,0,30
9755368,1707.07120720344,19,0,2,0,0,1116
6671641,1707.03655540967,72,3,3,0,0,495
25306176,1706.02083545733,62,6,6,0,0,92
5256529,1705.97172327108,8,6,1,0,0,1047
8511882,1704.84547156533,26,0,3,0,0,959
22617279,1703.95315636045,62,3,7,0,0,210
4533507,1703.68482975875,92,3,4,0,0,198
11184264,1703.32778938069,26,3,4,0,0,1676
10434787,1703.18958455435,11,2,2,0,0,2697
2186872,1702.86719130225,12,1,0,0,0,773
